topic,entity_pair_id,conjunctA,conjunctB,ordering,cell,labelA,labelB,and_row_index,or_row_index,and_statement,or_statement,atomic_union_score_and,atomic_union_score_or,atomic_union_delta_OR_AND,compound_trained_score_and,compound_trained_score_or,compound_trained_delta_OR_AND,and_partition,or_partition
element_symb,"element_symb::[""Boron"",""Osmium""]",Osmium has the symbol Os.,Boron has the symbol H.,BA,TF,1,0,2641,7151,Boron has the symbol H and Osmium has the symbol Os.,Boron has the symbol H or Osmium has the symbol Os.,-4.221659477619216,5.292755231222882,9.514414708842098,-11.333378216173093,11.546416445749605,22.8797946619227,test,test
element_symb,"element_symb::[""Bismuth"",""Oxygen""]",Bismuth has the symbol Bi.,Oxygen has the symbol Zn.,AB,TF,1,0,7892,2643,Bismuth has the symbol Bi and Oxygen has the symbol Zn.,Bismuth has the symbol Bi or Oxygen has the symbol Zn.,-3.9165238892337246,-5.358591284655262,-1.442067395421537,-16.278953999611602,6.335089139903299,22.6140431395149,train,train
element_symb,"element_symb::[""Cerium"",""Thallium""]",Cerium has the symbol I.,Thallium has the symbol Fe.,BA,FF,0,0,5786,2644,Thallium has the symbol Fe and Cerium has the symbol I.,Thallium has the symbol Fe or Cerium has the symbol I.,-7.978747975148904,-11.708483032960595,-3.7297350578116912,-27.3119538387616,-12.68927298838973,14.62268085037187,train,train
element_symb,"element_symb::[""Thallium"",""Zirconium""]",Thallium has the symbol Fe.,Zirconium has the symbol Ru.,BA,FF,0,0,5348,2646,Zirconium has the symbol Ru and Thallium has the symbol Fe.,Zirconium has the symbol Ru or Thallium has the symbol Fe.,-6.181646834394327,-7.332041927380324,-1.1503950929859972,-25.80568416324566,-5.092180556823703,20.71350360642196,train,train
cities,"cities::[""Goyang-si"",""Kano""]",The city of Goyang-si is in South Korea.,The city of Kano is in Cambodia.,BA,TF,1,0,2648,4419,The city of Kano is in Cambodia and the city of Goyang-si is in South Korea.,The city of Kano is in Cambodia or the city of Goyang-si is in South Korea.,2.6099956495214114,-3.375299543077338,-5.985295192598749,-16.595429757237373,14.044592002616719,30.640021759854093,train,train
element_symb,"element_symb::[""Actinium"",""Platinum""]",Platinum has the symbol Pt.,Actinium has the symbol H.,BA,TF,1,0,2650,3470,Actinium has the symbol H and Platinum has the symbol Pt.,Actinium has the symbol H or Platinum has the symbol Pt.,-4.762465529789539,-1.8163413803091455,2.9461241494803936,-14.912643222413779,6.966322320518553,21.87896554293233,test,test
cities,"cities::[""Weifang"",""Yaounde""]",The city of Weifang is in Mozambique.,The city of Yaounde is in Finland.,BA,FF,0,0,2651,5277,The city of Yaounde is in Finland and the city of Weifang is in Mozambique.,The city of Yaounde is in Finland or the city of Weifang is in Mozambique.,-4.955236561598248,0.3367211830137027,5.291957744611951,-28.280853897631907,-11.106552596430785,17.174301301201123,train,train
element_symb,"element_symb::[""Lead"",""Tellurium""]",Tellurium has the symbol Zn.,Lead has the symbol Er.,BA,FF,0,0,3912,2653,Lead has the symbol Er and Tellurium has the symbol Zn.,Lead has the symbol Er or Tellurium has the symbol Zn.,-6.566140296565756,-4.049117290764354,2.517023005801402,-21.27631460374109,-3.1434665680608673,18.132848035680222,train,train
animal_class,"animal_class::[""hedgehog"",""tiger""]",The hedgehog is a fish.,The tiger is a amphibian.,BA,FF,0,0,5842,2654,The tiger is a amphibian and the hedgehog is a fish.,The tiger is a amphibian or the hedgehog is a fish.,-6.216899542892021,-1.5030148193663369,4.713884723525684,-22.628681860949296,-11.967953756835218,10.660728104114078,train,train
sp_en_trans,"sp_en_trans::[""desarrollar"",""escuela""]",The Spanish word 'desarrollar' means 'sand'.,The Spanish word 'escuela' means 'red'.,AB,FF,0,0,2656,3310,The Spanish word 'desarrollar' means 'sand' and the Spanish word 'escuela' means 'red'.,The Spanish word 'desarrollar' means 'sand' or the Spanish word 'escuela' means 'red'.,-0.9564372541641184,-7.244597704061098,-6.28816044989698,-30.679090054638213,-6.651225800524396,24.027864254113815,train,train
element_symb,"element_symb::[""Francium"",""Vanadium""]",Vanadium has the symbol Ta.,Francium has the symbol Se.,BA,FF,0,0,2658,7286,Francium has the symbol Se and Vanadium has the symbol Ta.,Francium has the symbol Se or Vanadium has the symbol Ta.,-2.2837578698399614,-5.7352762162642374,-3.451518346424276,-20.421620593724377,-8.649464444429835,11.772156149294542,train,train
animal_class,"animal_class::[""aardvark"",""llama""]",The llama is a mammal.,The aardvark is a mammal.,AB,TT,1,1,2660,5816,The llama is a mammal and the aardvark is a mammal.,The llama is a mammal or the aardvark is a mammal.,12.412614738386988,4.882982095195142,-7.529632643191847,8.578909942650197,15.124904030779186,6.545994088128989,train,train
inventors,"inventors::[""Chester Carlson"",""Ignazio Porro""]",Ignazio Porro lived in Italy.,Chester Carlson lived in Poland/Germany.,AB,TF,1,0,2661,6499,Ignazio Porro lived in Italy and Chester Carlson lived in Poland/Germany.,Ignazio Porro lived in Italy or Chester Carlson lived in Poland/Germany.,0.9814600761369832,1.0193103530138732,0.03785027687689,-11.857752589435238,2.3257452309331494,14.183497820368387,test,test
animal_class,"animal_class::[""beaver"",""moose""]",The moose is a reptile.,The beaver is a bird.,BA,FF,0,0,2662,3318,The beaver is a bird and the moose is a reptile.,The beaver is a bird or the moose is a reptile.,-4.248028629344944,1.7615456127155964,6.00957424206054,-24.960935320316157,-8.36250919649473,16.598426123821426,train,train
inventors,"inventors::[""Arthur Pitney"",""James Starley""]",Arthur Pitney lived in Ukraine/the U.S.,James Starley lived in the U.K.,AB,FT,0,1,2663,4148,Arthur Pitney lived in Ukraine/the U.S and James Starley lived in the U.K.,Arthur Pitney lived in Ukraine/the U.S or James Starley lived in the U.K.,7.863935123972873,1.8355950525815716,-6.028340071391302,-3.4633409207631263,10.194365439635275,13.657706360398402,train,train
sp_en_trans,"sp_en_trans::[""delgado"",""hijo""]",The Spanish word 'delgado' means 'thin'.,The Spanish word 'hijo' means 'cook'.,BA,TF,1,0,2664,3547,The Spanish word 'hijo' means 'cook' and the Spanish word 'delgado' means 'thin'.,The Spanish word 'hijo' means 'cook' or the Spanish word 'delgado' means 'thin'.,0.9927392836288308,-2.1752996311961095,-3.1680389148249404,-12.771723707034356,12.864088593835845,25.6358123008702,train,train
inventors,"inventors::[""George Devol"",""Guglielmo Marconi""]",George Devol lived in Hungary.,Guglielmo Marconi lived in Japan.,BA,FF,0,0,5791,2666,Guglielmo Marconi lived in Japan and George Devol lived in Hungary.,Guglielmo Marconi lived in Japan or George Devol lived in Hungary.,7.31230135812728,6.3819275230390025,-0.930373835088278,-21.358471851002033,-5.439019286068391,15.919452564933643,test,test
animal_class,"animal_class::[""chicken"",""vulture""]",The vulture is a bird.,The chicken is a bird.,AB,TT,1,1,2667,4391,The vulture is a bird and the chicken is a bird.,The vulture is a bird or the chicken is a bird.,10.056803923707152,4.699554935568615,-5.3572489881385374,3.0792080903960133,19.562056322262183,16.48284823186617,train,train
inventors,"inventors::[""Charles Cros"",""James Clerk Maxwell""]",Charles Cros lived in the Netherlands.,James Clerk Maxwell lived in Sweden.,AB,FF,0,0,6377,2670,Charles Cros lived in the Netherlands and James Clerk Maxwell lived in Sweden.,Charles Cros lived in the Netherlands or James Clerk Maxwell lived in Sweden.,0.5662254559767277,3.4631430266286447,2.896917570651917,-18.846137914752642,-4.513156839840041,14.332981074912603,train,train
cities,"cities::[""Kuala Lumpur"",""Pretoria""]",The city of Kuala Lumpur is in Côte d'Ivoire.,The city of Pretoria is in Mongolia.,BA,FF,0,0,7227,2673,The city of Pretoria is in Mongolia and the city of Kuala Lumpur is in Côte d'Ivoire.,The city of Pretoria is in Mongolia or the city of Kuala Lumpur is in Côte d'Ivoire.,4.870130936292556,4.946711938435288,0.0765810021427322,-34.556739064852685,-14.495190165944654,20.06154889890803,train,train
cities,"cities::[""Beijing"",""Kemerovo""]",The city of Beijing is in China.,The city of Kemerovo is in Russia.,AB,TT,1,1,6682,2674,The city of Beijing is in China and the city of Kemerovo is in Russia.,The city of Beijing is in China or the city of Kemerovo is in Russia.,11.99169957346172,4.633568141705895,-7.358131431755824,11.14403111458872,28.343503786028815,17.199472671440095,train,train
cities,"cities::[""Tucson"",""Xiamen""]",The city of Xiamen is in Madagascar.,The city of Tucson is in Armenia.,BA,FF,0,0,2675,6034,The city of Tucson is in Armenia and the city of Xiamen is in Madagascar.,The city of Tucson is in Armenia or the city of Xiamen is in Madagascar.,-0.7814490642191085,3.6634659970235033,4.444915061242612,-31.323355866231356,-12.279522127849193,19.043833738382162,train,train
inventors,"inventors::[""George Devol"",""Robert Moog""]",Robert Moog lived in Scotland/Canada/the U.S.,George Devol lived in the U.S.,BA,FT,0,1,4431,2676,George Devol lived in the U.S and Robert Moog lived in Scotland/Canada/the U.S.,George Devol lived in the U.S or Robert Moog lived in Scotland/Canada/the U.S.,3.986247955932752,1.222705984158898,-2.7635419717738543,-3.987670437265669,7.7554942028470935,11.743164640112763,train,train
cities,"cities::[""Al Mawsil al Jadidah"",""Makassar""]",The city of Al Mawsil al Jadidah is in Iraq.,The city of Makassar is in Indonesia.,AB,TT,1,1,4398,2677,The city of Al Mawsil al Jadidah is in Iraq and the city of Makassar is in Indonesia.,The city of Al Mawsil al Jadidah is in Iraq or the city of Makassar is in Indonesia.,11.134151850753833,1.859683278108956,-9.274468572644876,6.278284596587767,22.468428211568437,16.19014361498067,train,train
cities,"cities::[""Khulna"",""Peshawar""]",The city of Peshawar is in Pakistan.,The city of Khulna is in Nigeria.,BA,TF,1,0,2678,5437,The city of Khulna is in Nigeria and the city of Peshawar is in Pakistan.,The city of Khulna is in Nigeria or the city of Peshawar is in Pakistan.,-0.0422503722124787,-0.0718187893342854,-0.0295684171218066,-19.48169318415021,13.220649102534184,32.70234228668439,train,train
element_symb,"element_symb::[""Osmium"",""Thallium""]",Osmium has the symbol P.,Thallium has the symbol Tl.,BA,FT,0,1,2680,5420,Thallium has the symbol Tl and Osmium has the symbol P.,Thallium has the symbol Tl or Osmium has the symbol P.,-9.0760598082993,-8.36893360709747,0.7071262012018309,-20.73690569505408,7.286941369675224,28.023847064729303,train,train
inventors,"inventors::[""Fridtjof Nansen"",""Ruth Benerito""]",Ruth Benerito lived in the U.S.,Fridtjof Nansen lived in Norway.,AB,TT,1,1,6339,2681,Ruth Benerito lived in the U.S and Fridtjof Nansen lived in Norway.,Ruth Benerito lived in the U.S or Fridtjof Nansen lived in Norway.,8.024420491676379,0.0555714772536859,-7.968849014422693,9.90917878984659,18.466542092155418,8.557363302308827,train,train
sp_en_trans,"sp_en_trans::[""hermana"",""huevo""]",The Spanish word 'huevo' means 'egg'.,The Spanish word 'hermana' means 'sister'.,BA,TT,1,1,2684,7785,The Spanish word 'hermana' means 'sister' and the Spanish word 'huevo' means 'egg'.,The Spanish word 'hermana' means 'sister' or the Spanish word 'huevo' means 'egg'.,8.024236595659128,4.603322745601201,-3.420913850057927,10.247148399318613,28.93687949580813,18.689731096489517,train,train
sp_en_trans,"sp_en_trans::[""caliente"",""conectar""]",The Spanish word 'conectar' means 'to connect'.,The Spanish word 'caliente' means 'corner'.,AB,TF,1,0,5598,2686,The Spanish word 'conectar' means 'to connect' and the Spanish word 'caliente' means 'corner'.,The Spanish word 'conectar' means 'to connect' or the Spanish word 'caliente' means 'corner'.,1.262362496450054,-3.947621596010966,-5.209984092461021,-12.982200961473554,10.02228446746924,23.004485428942793,train,train
cities,"cities::[""Algiers"",""Cochin""]",The city of Cochin is in India.,The city of Algiers is in Algeria.,AB,TT,1,1,2687,4198,The city of Cochin is in India and the city of Algiers is in Algeria.,The city of Cochin is in India or the city of Algiers is in Algeria.,12.22302260054489,8.015411161293365,-4.207611439251526,11.31280411097136,28.463328325505625,17.150524214534265,test,test
element_symb,"element_symb::[""Tellurium"",""Zirconium""]",Tellurium has the symbol Te.,Zirconium has the symbol Zr.,BA,TT,1,1,2688,5243,Zirconium has the symbol Zr and Tellurium has the symbol Te.,Zirconium has the symbol Zr or Tellurium has the symbol Te.,4.922564297378075,5.62558589333341,0.7030215959553345,9.42686892475568,20.712701779045453,11.285832854289772,test,test
sp_en_trans,"sp_en_trans::[""ballena"",""vender""]",The Spanish word 'ballena' means 'rose'.,The Spanish word 'vender' means 'son'.,BA,FF,0,0,2689,7418,The Spanish word 'vender' means 'son' and the Spanish word 'ballena' means 'rose'.,The Spanish word 'vender' means 'son' or the Spanish word 'ballena' means 'rose'.,0.4148648613133989,-4.328117323791803,-4.742982185105202,-25.89196267961587,-7.6779102963819765,18.21405238323389,train,train
element_symb,"element_symb::[""Nickel"",""Terbium""]",Terbium has the symbol Br.,Nickel has the symbol Ni.,BA,FT,0,1,2693,4918,Nickel has the symbol Ni and Terbium has the symbol Br.,Nickel has the symbol Ni or Terbium has the symbol Br.,-2.939094402325763,-6.902768648695762,-3.963674246369999,-9.929260906042385,4.715496550869369,14.644757456911755,train,train
animal_class,"animal_class::[""camel"",""seagull""]",The seagull is a reptile.,The camel is a mammal.,AB,FT,0,1,2694,7551,The seagull is a reptile and the camel is a mammal.,The seagull is a reptile or the camel is a mammal.,2.1835071637474623,1.578847365162268,-0.6046597985851943,-8.956015658764406,8.265202960460105,17.22121861922451,train,train
cities,"cities::[""Jakarta"",""Shah Alam""]",The city of Shah Alam is in Peru.,The city of Jakarta is in Indonesia.,BA,FT,0,1,2695,2932,The city of Jakarta is in Indonesia and the city of Shah Alam is in Peru.,The city of Jakarta is in Indonesia or the city of Shah Alam is in Peru.,3.0121933327836015,0.4095502971435163,-2.602643035640085,-9.790007092211143,10.026989508057673,19.816996600268816,test,test
element_symb,"element_symb::[""Astatine"",""Palladium""]",Astatine has the symbol Ca.,Palladium has the symbol Pd.,AB,FT,0,1,4740,2696,Astatine has the symbol Ca and Palladium has the symbol Pd.,Astatine has the symbol Ca or Palladium has the symbol Pd.,-1.958233254324636,-5.655618396244268,-3.697385141919632,-14.029958323458816,1.3248805582335808,15.354838881692396,test,test
inventors,"inventors::[""Fridtjof Nansen"",""Narinder Singh Kapany""]",Narinder Singh Kapany lived in Canada/the U.S.,Fridtjof Nansen lived in Norway.,BA,FT,0,1,2698,4117,Fridtjof Nansen lived in Norway and Narinder Singh Kapany lived in Canada/the U.S.,Fridtjof Nansen lived in Norway or Narinder Singh Kapany lived in Canada/the U.S.,5.964205993194944,1.982664545806763,-3.9815414473881807,-3.311085568529245,3.737680980997791,7.048766549527036,train,train
element_symb,"element_symb::[""Cadmium"",""Cerium""]",Cadmium has the symbol Pr.,Cerium has the symbol Ce.,AB,FT,0,1,5910,2699,Cadmium has the symbol Pr and Cerium has the symbol Ce.,Cadmium has the symbol Pr or Cerium has the symbol Ce.,1.311100332835907,-6.07520800119625,-7.386308334032157,-7.398086069102443,8.422512488604912,15.820598557707356,test,test
sp_en_trans,"sp_en_trans::[""leer"",""temprano""]",The Spanish word 'temprano' means 'nothing'.,The Spanish word 'leer' means 'to read'.,BA,FT,0,1,2700,4154,The Spanish word 'leer' means 'to read' and the Spanish word 'temprano' means 'nothing'.,The Spanish word 'leer' means 'to read' or the Spanish word 'temprano' means 'nothing'.,-2.93116021898563,-5.929926233522579,-2.9987660145369492,-17.789714913740767,4.805196443282669,22.594911357023435,test,test
inventors,"inventors::[""Christian Huygens"",""Hippolyte Mège-Mouriès""]",Hippolyte Mège-Mouriès lived in Germany.,Christian Huygens lived in the Netherlands.,BA,FT,0,1,4178,2701,Christian Huygens lived in the Netherlands and Hippolyte Mège-Mouriès lived in Germany.,Christian Huygens lived in the Netherlands or Hippolyte Mège-Mouriès lived in Germany.,6.487359955147424,8.649399595539414,2.16203964039199,-5.517664525690313,11.119263606156158,16.63692813184647,test,test
cities,"cities::[""Homyel'"",""Pontianak""]",The city of Pontianak is in Indonesia.,The city of Homyel' is in Nepal.,BA,TF,1,0,2702,6035,The city of Homyel' is in Nepal and the city of Pontianak is in Indonesia.,The city of Homyel' is in Nepal or the city of Pontianak is in Indonesia.,3.0047171790586624,0.0944449141770924,-2.91027226488157,-21.698016461432093,2.7301551124573544,24.428171573889447,train,train
animal_class,"animal_class::[""lobster"",""shark""]",The shark is a cnidarian.,The lobster is a crustacean.,AB,FT,0,1,4463,2703,The shark is a cnidarian and the lobster is a crustacean.,The shark is a cnidarian or the lobster is a crustacean.,4.367456452083502,1.0590679667673184,-3.3083884853161836,-10.524396037875793,14.809710308863194,25.334106346738984,test,test
element_symb,"element_symb::[""Bismuth"",""Oxygen""]",Bismuth has the symbol Bi.,Oxygen has the symbol O.,BA,TT,1,1,3250,2704,Oxygen has the symbol O and Bismuth has the symbol Bi.,Oxygen has the symbol O or Bismuth has the symbol Bi.,4.8863088580467675,8.332314420479738,3.446005562432971,13.61272751097345,18.96119274953344,5.348465238559989,train,train
inventors,"inventors::[""David Schwarz"",""James West""]",James West lived in China.,David Schwarz lived in Croatia.,BA,FT,0,1,2705,7679,David Schwarz lived in Croatia and James West lived in China.,David Schwarz lived in Croatia or James West lived in China.,4.923885379916056,7.805229757380432,2.8813443774643757,-7.156630533592161,2.4616352983700924,9.618265831962255,train,train
animal_class,"animal_class::[""camel"",""seagull""]",The seagull is a bird.,The camel is a crustacean.,AB,TF,1,0,2706,3447,The seagull is a bird and the camel is a crustacean.,The seagull is a bird or the camel is a crustacean.,4.27727157594671,3.739698316804038,-0.5375732591426718,-8.838583246286126,6.097902389573391,14.936485635859515,train,train
element_symb,"element_symb::[""Actinium"",""Platinum""]",Platinum has the symbol Pt.,Actinium has the symbol Ac.,BA,TT,1,1,6230,2707,Actinium has the symbol Ac and Platinum has the symbol Pt.,Actinium has the symbol Ac or Platinum has the symbol Pt.,4.161476490206802,5.3540296011682775,1.1925531109614758,10.977753881421664,16.913209538257664,5.935455656836,test,test
cities,"cities::[""Weifang"",""Yaounde""]",The city of Weifang is in Mozambique.,The city of Yaounde is in Finland.,AB,FF,0,0,2708,4580,The city of Weifang is in Mozambique and the city of Yaounde is in Finland.,The city of Weifang is in Mozambique or the city of Yaounde is in Finland.,-3.4881945248526876,1.288667106905808,4.7768616317584955,-26.925623416411323,-7.621599401267009,19.304024015144314,train,train
sp_en_trans,"sp_en_trans::[""familia"",""lento""]",The Spanish word 'familia' means 'family'.,The Spanish word 'lento' means 'cook'.,AB,TF,1,0,3455,2711,The Spanish word 'familia' means 'family' and the Spanish word 'lento' means 'cook'.,The Spanish word 'familia' means 'family' or the Spanish word 'lento' means 'cook'.,0.0327896854830935,-4.693026448063927,-4.725816133547021,-12.135746225767592,7.940846906723665,20.076593132491258,train,train
animal_class,"animal_class::[""lion"",""walrus""]",The walrus is a cnidarian.,The lion is a cnidarian.,AB,FF,0,0,7684,2712,The walrus is a cnidarian and the lion is a cnidarian.,The walrus is a cnidarian or the lion is a cnidarian.,0.0094080206762026,1.669588526852495,1.6601805061762924,-15.198070385460804,-4.812838876087702,10.385231509373103,train,train
animal_class,"animal_class::[""deer"",""raccoon""]",The raccoon is a mammal.,The deer is a mammal.,BA,TT,1,1,2713,5120,The deer is a mammal and the raccoon is a mammal.,The deer is a mammal or the raccoon is a mammal.,10.653225315375687,3.1455742877948047,-7.507651027580883,10.915274531366816,14.070923670754222,3.155649139387407,train,train
element_symb,"element_symb::[""Manganese"",""Zinc""]",Manganese has the symbol Mn.,Zinc has the symbol Ac.,AB,TF,1,0,6671,2714,Manganese has the symbol Mn and Zinc has the symbol Ac.,Manganese has the symbol Mn or Zinc has the symbol Ac.,-1.4626558061776451,-8.840433831300297,-7.377778025122652,-15.422234624144295,7.644998350800573,23.06723297494487,train,train
animal_class,"animal_class::[""camel"",""parrot""]",The parrot is a arachnid.,The camel is a mammal.,BA,FT,0,1,2715,5778,The camel is a mammal and the parrot is a arachnid.,The camel is a mammal or the parrot is a arachnid.,3.659521758017214,1.8430474257094016,-1.8164743323078123,-13.253046901679038,8.853479167457566,22.106526069136606,train,train
element_symb,"element_symb::[""Gallium"",""Scandium""]",Gallium has the symbol Ga.,Scandium has the symbol Kr.,BA,TF,1,0,2716,4096,Scandium has the symbol Kr and Gallium has the symbol Ga.,Scandium has the symbol Kr or Gallium has the symbol Ga.,0.4954721246285416,-3.4080133834667787,-3.90348550809532,-12.252892252163926,11.00845616942949,23.261348421593418,train,train
cities,"cities::[""Karbala"",""Riga""]",The city of Karbala is in Bulgaria.,The city of Riga is in Egypt.,BA,FF,0,0,6438,2717,The city of Riga is in Egypt and the city of Karbala is in Bulgaria.,The city of Riga is in Egypt or the city of Karbala is in Bulgaria.,-3.2068225094536,3.3477244310053473,6.554546940458947,-35.32716001158073,-15.895721872829293,19.43143813875144,train,train
inventors,"inventors::[""Garrett Morgan"",""Levi Strauss""]",Garrett Morgan lived in the U.S.,Levi Strauss lived in Canada.,AB,TF,1,0,2718,3288,Garrett Morgan lived in the U.S and Levi Strauss lived in Canada.,Garrett Morgan lived in the U.S or Levi Strauss lived in Canada.,3.624215716238865,1.290703041702427,-2.333512674536438,-7.1298055179279105,12.356153186829117,19.485958704757028,test,test
inventors,"inventors::[""Michael Faraday"",""Sir Frank Whittle""]",Sir Frank Whittle lived in the U.K.,Michael Faraday lived in the U.K.,AB,TT,1,1,2719,4338,Sir Frank Whittle lived in the U.K and Michael Faraday lived in the U.K.,Sir Frank Whittle lived in the U.K or Michael Faraday lived in the U.K.,12.178549551750516,10.143696798703155,-2.0348527530473604,4.586014288239286,16.39294535375272,11.806931065513432,train,train
animal_class,"animal_class::[""chimpanzee"",""hyena""]",The hyena is a mammal.,The chimpanzee is a mammal.,BA,TT,1,1,3312,2720,The chimpanzee is a mammal and the hyena is a mammal.,The chimpanzee is a mammal or the hyena is a mammal.,10.384923637090628,5.311318081172376,-5.073605555918252,7.993890606430086,15.410812971812522,7.416922365382436,train,train
sp_en_trans,"sp_en_trans::[""abierto"",""guardar""]",The Spanish word 'abierto' means 'open'.,The Spanish word 'guardar' means 'to save'.,BA,TT,1,1,5401,2722,The Spanish word 'guardar' means 'to save' and the Spanish word 'abierto' means 'open'.,The Spanish word 'guardar' means 'to save' or the Spanish word 'abierto' means 'open'.,5.563169692370762,1.755576517558909,-3.8075931748118528,5.592165132756516,24.01848790001116,18.426322767254643,train,train
cities,"cities::[""Laibin"",""Seoul""]",The city of Seoul is in South Korea.,The city of Laibin is in Bulgaria.,BA,TF,1,0,2724,4989,The city of Laibin is in Bulgaria and the city of Seoul is in South Korea.,The city of Laibin is in Bulgaria or the city of Seoul is in South Korea.,4.948005988992728,0.646093984388882,-4.301912004603846,-13.365888374627461,17.92766249334625,31.293550867973714,test,test
cities,"cities::[""Qujing"",""Ufa""]",The city of Ufa is in Russia.,The city of Qujing is in China.,BA,TT,1,1,2725,5229,The city of Qujing is in China and the city of Ufa is in Russia.,The city of Qujing is in China or the city of Ufa is in Russia.,12.737479701536824,3.5751558696756858,-9.162323831861135,12.525521732031256,25.192227701451372,12.666705969420116,test,test
cities,"cities::[""Arak"",""General Santos""]",The city of General Santos is in the Philippines.,The city of Arak is in Iran.,BA,TT,1,1,6598,2728,The city of Arak is in Iran and the city of General Santos is in the Philippines.,The city of Arak is in Iran or the city of General Santos is in the Philippines.,13.127576344664826,3.208516631006777,-9.919059713658047,5.762556804764637,27.11069554617792,21.34813874141328,train,train
sp_en_trans,"sp_en_trans::[""bosque"",""clase""]",The Spanish word 'clase' means 'twenty'.,The Spanish word 'bosque' means 'forest'.,BA,FT,0,1,2729,7715,The Spanish word 'bosque' means 'forest' and the Spanish word 'clase' means 'twenty'.,The Spanish word 'bosque' means 'forest' or the Spanish word 'clase' means 'twenty'.,0.1764243136317294,-2.696007357254322,-2.8724316708860513,-12.768693832733646,8.47021829009983,21.238912122833476,train,train
element_symb,"element_symb::[""Krypton"",""Scandium""]",Krypton has the symbol Zr.,Scandium has the symbol Kr.,AB,FF,0,0,2730,5591,Krypton has the symbol Zr and Scandium has the symbol Kr.,Krypton has the symbol Zr or Scandium has the symbol Kr.,-8.697979335701527,-6.479328135166183,2.2186512005353443,-25.633139801355814,-9.80426406677944,15.828875734576373,train,train
sp_en_trans,"sp_en_trans::[""imaginar"",""pero""]",The Spanish word 'pero' means 'hot'.,The Spanish word 'imaginar' means 'to imagine'.,BA,FT,0,1,3857,2731,The Spanish word 'imaginar' means 'to imagine' and the Spanish word 'pero' means 'hot'.,The Spanish word 'imaginar' means 'to imagine' or the Spanish word 'pero' means 'hot'.,3.3058187701195214,-3.927722062507131,-7.233540832626653,-10.722148956555545,8.37556680702003,19.097715763575575,train,train
sp_en_trans,"sp_en_trans::[""nada"",""sol""]",The Spanish word 'sol' means 'student'.,The Spanish word 'nada' means 'nothing'.,AB,FT,0,1,6819,2733,The Spanish word 'sol' means 'student' and the Spanish word 'nada' means 'nothing'.,The Spanish word 'sol' means 'student' or the Spanish word 'nada' means 'nothing'.,5.533796337633673,2.65618478554261,-2.8776115520910626,-5.671087421765975,4.4338706854067045,10.10495810717268,train,train
sp_en_trans,"sp_en_trans::[""hablar"",""perro""]",The Spanish word 'hablar' means 'dictionary'.,The Spanish word 'perro' means 'class'.,BA,FF,0,0,7579,2734,The Spanish word 'perro' means 'class' and the Spanish word 'hablar' means 'dictionary'.,The Spanish word 'perro' means 'class' or the Spanish word 'hablar' means 'dictionary'.,-1.1494922634155404,-2.4127999962804036,-1.2633077328648632,-25.37064709408935,-2.324937310319503,23.045709783769848,train,train
element_symb,"element_symb::[""Argon"",""Rubidium""]",Argon has the symbol Pr.,Rubidium has the symbol K.,BA,FF,0,0,2738,6999,Rubidium has the symbol K and Argon has the symbol Pr.,Rubidium has the symbol K or Argon has the symbol Pr.,-9.3764715994104,-10.131007819047172,-0.7545362196367709,-21.243899125867447,-4.953564435877747,16.2903346899897,train,train
sp_en_trans,"sp_en_trans::[""enemigo"",""esposa""]",The Spanish word 'esposa' means 'wife'.,The Spanish word 'enemigo' means 'thin'.,AB,TF,1,0,4832,2740,The Spanish word 'esposa' means 'wife' and the Spanish word 'enemigo' means 'thin'.,The Spanish word 'esposa' means 'wife' or the Spanish word 'enemigo' means 'thin'.,-2.842007611101657,-3.4029351524388733,-0.5609275413372163,-10.525662910277665,10.223743247992351,20.749406158270016,test,test
sp_en_trans,"sp_en_trans::[""caliente"",""fuego""]",The Spanish word 'caliente' means 'hot'.,The Spanish word 'fuego' means 'woman'.,AB,TF,1,0,4175,2741,The Spanish word 'caliente' means 'hot' and the Spanish word 'fuego' means 'woman'.,The Spanish word 'caliente' means 'hot' or the Spanish word 'fuego' means 'woman'.,-0.6757659335835289,-8.294783222473226,-7.619017288889697,-15.535268747136298,4.550294734817965,20.085563481954264,train,train
cities,"cities::[""Changchun"",""Okayama""]",The city of Changchun is in China.,The city of Okayama is in Japan.,BA,TT,1,1,2743,3252,The city of Okayama is in Japan and the city of Changchun is in China.,The city of Okayama is in Japan or the city of Changchun is in China.,11.956744443177495,2.674466564945307,-9.282277878232188,13.120492781735836,27.291965950044066,14.17147316830823,train,train
sp_en_trans,"sp_en_trans::[""elegir"",""suficiente""]",The Spanish word 'elegir' means 'to connect'.,The Spanish word 'suficiente' means 'tool'.,BA,FF,0,0,4875,2744,The Spanish word 'suficiente' means 'tool' and the Spanish word 'elegir' means 'to connect'.,The Spanish word 'suficiente' means 'tool' or the Spanish word 'elegir' means 'to connect'.,1.2372279730695706,-6.207640870976293,-7.444868844045864,-31.5346657542116,-9.870254537688307,21.66441121652329,train,train
element_symb,"element_symb::[""Argon"",""Beryllium""]",Argon has the symbol Ar.,Beryllium has the symbol V.,AB,TF,1,0,3055,2745,Argon has the symbol Ar and Beryllium has the symbol V.,Argon has the symbol Ar or Beryllium has the symbol V.,-5.621438601678959,-5.94667379066477,-0.3252351889858111,-16.11563948260768,6.217993317055656,22.333632799663334,train,train
