topic,entity_pair_id,conjunctA,conjunctB,labelA,labelB,cell,connective,ordering,global_truth,score_A,score_B,score_compound
animal_class,"animal_class::[""gorilla"",""panda""]",The gorilla is a mammal.,The panda is a mammal.,1,1,TT,and,BA,1,14.889767650096179,11.40734644761501,10.690391123578157
element_symb,"element_symb::[""Tellurium"",""Zirconium""]",Tellurium has the symbol Zn.,Zirconium has the symbol Zr.,0,1,FT,and,AB,0,-10.621653194908811,8.144467253663487,-5.055666758327897
sp_en_trans,"sp_en_trans::[""madre"",""mapa""]",The Spanish word 'madre' means 'neighbor'.,The Spanish word 'mapa' means 'to swim'.,0,0,FF,and,BA,0,-12.135043518069297,-16.024636902242747,-0.7575222574350367
inventors,"inventors::[""Clarence Birdseye"",""William Congreve""]",Clarence Birdseye lived in Croatia.,William Congreve lived in Italy.,0,0,FF,or,AB,0,-19.63160967367873,-7.968504457569983,3.3360107843594973
animal_class,"animal_class::[""peacock"",""salmon""]",The peacock is a bird.,The salmon is a crustacean.,1,0,TF,and,BA,0,10.1570764847536,-16.15095803353374,4.202864596342037
animal_class,"animal_class::[""bison"",""gazelle""]",The gazelle is a reptile.,The bison is a cnidarian.,0,0,FF,or,BA,0,-11.504315895893681,-13.9643169922403,3.138722559747693
cities,"cities::[""Nanchang"",""Santiago de los Caballeros""]",The city of Santiago de los Caballeros is in China.,The city of Nanchang is in Burundi.,0,0,FF,or,BA,0,-8.752103420804458,-6.664403183052565,6.708192177052936
animal_class,"animal_class::[""elephant"",""panda""]",The panda is a bird.,The elephant is a mammal.,0,1,FT,and,BA,0,-8.555303763721978,13.140458601141146,-2.1694461306581054
element_symb,"element_symb::[""Argon"",""Thulium""]",Thulium has the symbol Mg.,Argon has the symbol Pr.,0,0,FF,or,BA,0,-16.905697713216995,-4.0544778720967045,-5.729589139715822
animal_class,"animal_class::[""leopard"",""tuna""]",The tuna is a insect.,The leopard is a cnidarian.,0,0,FF,and,BA,0,-11.14112973549163,-14.022373175860837,3.0812692232183014
element_symb,"element_symb::[""Magnesium"",""Rubidium""]",Rubidium has the symbol K.,Magnesium has the symbol Mg.,0,1,FT,or,BA,1,-16.42010481332273,7.991400123019253,-6.107122796903914
animal_class,"animal_class::[""goldfish"",""kangaroo""]",The goldfish is a fish.,The kangaroo is a reptile.,1,0,TF,or,AB,1,7.154184611427517,-9.243643812570062,1.6087994007972348
inventors,"inventors::[""Arthur Fry"",""Édouard-Léon Scott de Martinville""]",Édouard-Léon Scott de Martinville lived in Poland/Germany.,Arthur Fry lived in Croatia.,0,0,FF,and,BA,0,-7.695376974449831,-10.206261508436866,6.050247042132639
animal_class,"animal_class::[""panda"",""seagull""]",The seagull is a bird.,The panda is a bird.,1,0,TF,or,BA,1,8.52273546506181,-8.555303763721978,-0.2770791764197238
inventors,"inventors::[""John Callcott Horsley"",""William Kelly""]",William Kelly lived in the Soviet Union.,John Callcott Horsley lived in the U.K.,0,1,FT,and,AB,0,-7.83413229918858,10.127665026394556,11.109027218116912
animal_class,"animal_class::[""goat"",""rat""]",The rat is a mammal.,The goat is a mammal.,1,1,TT,or,BA,1,12.687974859772334,10.610033676700986,2.7683308259968245
animal_class,"animal_class::[""lobster"",""tapir""]",The lobster is a crustacean.,The tapir is a mammal.,1,1,TT,and,AB,1,9.55124130273447,19.16344855530982,14.319547487427236
cities,"cities::[""Gaziantep"",""Madurai""]",The city of Gaziantep is in Turkey.,The city of Madurai is in India.,1,1,TT,or,AB,1,11.459774181206281,11.81518719083908,4.026002203866353
sp_en_trans,"sp_en_trans::[""higo"",""roca""]",The Spanish word 'higo' means 'nothing'.,The Spanish word 'roca' means 'present'.,0,0,FF,or,AB,0,-15.18139533680946,-3.9069776602426582,-7.586351362935963
cities,"cities::[""Agadir"",""Comilla""]",The city of Agadir is in Morocco.,The city of Comilla is in Bangladesh.,1,1,TT,or,BA,1,12.027753644560514,12.616954319271942,5.553912446432741
animal_class,"animal_class::[""crocodile"",""hamster""]",The crocodile is a bird.,The hamster is a bird.,0,0,FF,or,AB,0,-12.774286596993763,-12.958208640437894,0.640243458475311
inventors,"inventors::[""David Schwarz"",""James West""]",James West lived in the U.S.,David Schwarz lived in Croatia.,1,1,TT,or,BA,1,6.494079290494336,2.3731875730035625,9.304083474689369
sp_en_trans,"sp_en_trans::[""abrigo"",""roca""]",The Spanish word 'abrigo' means 'to eat'.,The Spanish word 'roca' means 'present'.,0,0,FF,or,BA,0,-13.805597362533456,-3.9069776602426582,-7.9627008073519665
sp_en_trans,"sp_en_trans::[""familia"",""guardar""]",The Spanish word 'familia' means 'dog'.,The Spanish word 'guardar' means 'to save'.,0,1,FT,and,AB,0,-14.376667402916459,8.190834524428634,-1.0353739359918404
element_symb,"element_symb::[""Argon"",""Rubidium""]",Argon has the symbol Pr.,Rubidium has the symbol K.,0,0,FF,or,AB,0,-4.0544778720967045,-16.42010481332273,-6.2856769648078
cities,"cities::[""Luzhou"",""Saint Petersburg""]",The city of Saint Petersburg is in Russia.,The city of Luzhou is in Guinea.,1,0,TF,or,AB,1,9.925189728764625,-8.101392856779805,2.660564759765771
sp_en_trans,"sp_en_trans::[""leer"",""temprano""]",The Spanish word 'temprano' means 'early'.,The Spanish word 'leer' means 'to read'.,1,1,TT,or,AB,1,9.49748862525321,12.06543024071377,4.236874679396969
sp_en_trans,"sp_en_trans::[""familia"",""guardar""]",The Spanish word 'familia' means 'family'.,The Spanish word 'guardar' means 'to save'.,1,1,TT,and,AB,1,9.089351554359085,8.190834524428634,6.400774535619799
inventors,"inventors::[""Ernest Swinton"",""Ernesto Blanco""]",Ernesto Blanco lived in the U.S.,Ernest Swinton lived in the U.K.,1,1,TT,and,BA,1,3.0200137987883435,7.591016022615268,5.644254390117718
sp_en_trans,"sp_en_trans::[""imaginar"",""oveja""]",The Spanish word 'oveja' means 'sheep'.,The Spanish word 'imaginar' means 'star'.,1,0,TF,or,AB,1,9.215380557309272,-13.607809640313922,-5.818751719560611
sp_en_trans,"sp_en_trans::[""reloj"",""suficiente""]",The Spanish word 'reloj' means 'problem'.,The Spanish word 'suficiente' means 'tool'.,0,0,FF,or,AB,0,-12.864069536570765,-12.53927699586964,-4.367658792872941
element_symb,"element_symb::[""Argon"",""Beryllium""]",Argon has the symbol Pr.,Beryllium has the symbol Be.,0,1,FT,or,AB,1,-4.0544778720967045,6.2624851932565395,0.09153935506254918
cities,"cities::[""Hebi"",""Tomsk""]",The city of Tomsk is in Russia.,The city of Hebi is in China.,1,1,TT,and,AB,1,12.500388171185865,11.446649662414478,13.554887078389209
sp_en_trans,"sp_en_trans::[""madre"",""mapa""]",The Spanish word 'madre' means 'neighbor'.,The Spanish word 'mapa' means 'map'.,0,1,FT,or,BA,1,-12.135043518069297,9.768983104366617,-4.555072231784999
element_symb,"element_symb::[""Thallium"",""Zirconium""]",Thallium has the symbol Tl.,Zirconium has the symbol Zr.,1,1,TT,and,BA,1,7.554702429313391,8.144467253663487,4.126410502281501
animal_class,"animal_class::[""hummingbird"",""moose""]",The moose is a mammal.,The hummingbird is a bird.,1,1,TT,and,AB,1,13.244416193347224,8.67650955991027,12.977974781910707
animal_class,"animal_class::[""bison"",""camel""]",The bison is a cnidarian.,The camel is a mammal.,0,1,FT,or,AB,1,-13.9643169922403,11.362429296063494,2.982280339385806
animal_class,"animal_class::[""goldfish"",""kangaroo""]",The goldfish is a fish.,The kangaroo is a mammal.,1,1,TT,or,AB,1,7.154184611427517,14.29247907446561,3.3658129935434555
cities,"cities::[""N'Djamena"",""Ufa""]",The city of N'Djamena is in Chad.,The city of Ufa is in Italy.,1,0,TF,or,AB,1,9.655666848603955,-11.421551174829025,2.205375708363708
inventors,"inventors::[""Michael Faraday"",""Sir Frank Whittle""]",Sir Frank Whittle lived in the U.K.,Michael Faraday lived in Croatia.,1,0,TF,or,BA,1,7.8490816872964135,-12.143343162010067,4.008822423744417
element_symb,"element_symb::[""Scandium"",""Thorium""]",Scandium has the symbol Kr.,Thorium has the symbol Th.,0,1,FT,and,AB,0,-14.25210852392379,6.2044363140071805,-0.6111372289233667
animal_class,"animal_class::[""hippopotamus"",""shark""]",The hippopotamus is a mollusk.,The shark is a fish.,0,1,FT,or,BA,1,-12.913983487337772,7.34846210186775,2.5649596332045466
element_symb,"element_symb::[""Chromium"",""Radon""]",Chromium has the symbol Cr.,Radon has the symbol Np.,1,0,TF,and,BA,0,10.324301712394462,-13.891453870444446,1.145212546617814
animal_class,"animal_class::[""hedgehog"",""mongoose""]",The mongoose is a mammal.,The hedgehog is a fish.,1,0,TF,or,AB,1,16.988083244750488,-11.063886165962119,0.5994387982751084
inventors,"inventors::[""Alec Jeffreys"",""Yvonne Brill""]",Yvonne Brill lived in Poland/France.,Alec Jeffreys lived in the U.K.,0,1,FT,or,AB,1,-7.789998766338629,5.908934987376189,-0.21034080441294378
inventors,"inventors::[""Benjamin Holt"",""Willis Carrier""]",Benjamin Holt lived in Poland/Germany.,Willis Carrier lived in Switzerland.,0,0,FF,or,AB,0,-9.433847976159692,-14.049665163706115,1.7339708500174158
cities,"cities::[""N'Djamena"",""Ufa""]",The city of N'Djamena is in Ethiopia.,The city of Ufa is in Russia.,0,1,FT,and,BA,0,-6.240597440148269,13.271809855461584,8.69837618568565
cities,"cities::[""Gaziantep"",""Wanning""]",The city of Wanning is in China.,The city of Gaziantep is in Turkey.,1,1,TT,or,AB,1,10.134466065677385,11.459774181206281,5.44752240616403
sp_en_trans,"sp_en_trans::[""delgado"",""hijo""]",The Spanish word 'delgado' means 'thin'.,The Spanish word 'hijo' means 'cook'.,1,0,TF,or,BA,1,11.92593615999849,-16.046524351657723,-2.1752996311961095
inventors,"inventors::[""George Washington Carver"",""Shinya Yamanaka""]",Shinya Yamanaka lived in Japan.,George Washington Carver lived in Sweden.,1,0,TF,and,BA,0,9.681755865284892,-11.253250762721303,2.6240686820042516
inventors,"inventors::[""John Wesley Hyatt"",""Narinder Singh Kapany""]",John Wesley Hyatt lived in England.,Narinder Singh Kapany lived in Canada/the U.S.,0,0,FF,or,BA,0,-11.569083430441237,-7.421045140889696,-1.2583517102045771
animal_class,"animal_class::[""bee"",""porcupine""]",The bee is a mollusk.,The porcupine is a mammal.,0,1,FT,or,AB,1,-15.284747184753629,15.063041341633001,-1.7589105646012744
cities,"cities::[""Kunming"",""N'Djamena""]",The city of N'Djamena is in Ethiopia.,The city of Kunming is in China.,0,1,FT,and,BA,0,-6.240597440148269,11.588311963004895,4.664952086878676
sp_en_trans,"sp_en_trans::[""belleza"",""piel""]",The Spanish word 'piel' means 'three'.,The Spanish word 'belleza' means 'beauty'.,0,1,FT,or,BA,1,-10.23688578490797,8.921716627829058,-4.559639977036937
cities,"cities::[""Kalininskiy"",""Matsuyama""]",The city of Matsuyama is in Japan.,The city of Kalininskiy is in Turkmenistan.,1,0,TF,or,AB,1,10.07745267759083,1.9783913774954875,3.7293978733654773
cities,"cities::[""Khulna"",""Osaka""]",The city of Osaka is in Japan.,The city of Khulna is in Nigeria.,1,0,TF,and,BA,0,11.498859994734687,-14.410897604715691,1.8378079367504352
element_symb,"element_symb::[""Copper"",""Nitrogen""]",Nitrogen has the symbol N.,Copper has the symbol Cu.,1,1,TT,and,AB,1,7.422792306572902,8.986100737332958,6.417411907599693
inventors,"inventors::[""Alan Turing"",""James Watt""]",James Watt lived in Scotland.,Alan Turing lived in Japan.,1,0,TF,and,BA,0,9.848238864339997,-14.348254143261153,8.517174726672174
element_symb,"element_symb::[""Radon"",""Rhenium""]",Radon has the symbol Np.,Rhenium has the symbol Pb.,0,0,FF,or,AB,0,-13.891453870444446,-12.425546118286155,-13.020971059017624
animal_class,"animal_class::[""axolotl"",""horse""]",The horse is a mammal.,The axolotl is a amphibian.,1,1,TT,and,AB,1,9.402734058282967,12.516833835070626,15.183759855139407
cities,"cities::[""Arak"",""General Santos""]",The city of General Santos is in Belgium.,The city of Arak is in Iran.,0,1,FT,and,AB,0,-11.542226511219555,9.90447401076684,-0.4516981430388807
inventors,"inventors::[""Albert Ghiorso"",""Alexander Graham Bell""]",Alexander Graham Bell lived in Scotland/Canada/the U.S.,Albert Ghiorso lived in Austria.,1,0,TF,or,BA,1,4.625894279796278,-5.481377538935368,0.39530513579054904
inventors,"inventors::[""Arthur Fry"",""Édouard-Léon Scott de Martinville""]",Édouard-Léon Scott de Martinville lived in Poland/Germany.,Arthur Fry lived in the U.S.,0,1,FT,or,AB,1,-7.695376974449831,4.570980105788822,7.084629892290042
inventors,"inventors::[""Daniel Fahrenheit"",""Otis Boykin""]",Daniel Fahrenheit lived in Canada/the U.S.,Otis Boykin lived in Finland.,0,0,FF,and,AB,0,-10.728565603174,-13.859302027259526,0.6709412607187533
element_symb,"element_symb::[""Holmium"",""Praseodymium""]",Holmium has the symbol Ho.,Praseodymium has the symbol I.,1,0,TF,and,AB,0,6.650568301371496,-5.426280990045159,-8.695424630490693
inventors,"inventors::[""Ami Argand"",""Leonardo da Vinci""]",Ami Argand lived in China.,Leonardo da Vinci lived in Sweden/the U.S.,0,0,FF,and,AB,0,-2.4007388682641864,-7.359831800851195,-2.500656626439607
sp_en_trans,"sp_en_trans::[""desarrollar"",""vender""]",The Spanish word 'desarrollar' means 'to develop'.,The Spanish word 'vender' means 'son'.,1,0,TF,and,BA,0,9.645511263879222,-13.063472283628288,-1.1156552298286897
animal_class,"animal_class::[""gazelle"",""sparrow""]",The sparrow is a crustacean.,The gazelle is a reptile.,0,0,FF,or,AB,0,-12.578280901743193,-11.504315895893681,1.9435176491628265
inventors,"inventors::[""Rudolf Diesel"",""Willis Carrier""]",Willis Carrier lived in Switzerland.,Rudolf Diesel lived in Poland/Germany.,0,0,FF,or,AB,0,-14.049665163706115,-2.4123926633805954,-4.424075314910654
element_symb,"element_symb::[""Cobalt"",""Fluorine""]",Fluorine has the symbol F.,Cobalt has the symbol H.,1,0,TF,or,AB,1,6.35181972382086,-17.21321053881237,-7.740639560473957
inventors,"inventors::[""Frederick G. Creed"",""Ralph Benjamin""]",Frederick G. Creed lived in the U.S.,Ralph Benjamin lived in Poland/France.,0,0,FF,and,AB,0,-0.977818136722755,-8.227021895288262,2.799787956191463
inventors,"inventors::[""James Clerk Maxwell"",""Sir Humphry Davy""]",James Clerk Maxwell lived in Sweden.,Sir Humphry Davy lived in the U.K.,0,1,FT,and,AB,0,-8.676510885918573,7.21058976393567,5.21429617330363
cities,"cities::[""Kunming"",""N'Djamena""]",The city of N'Djamena is in Chad.,The city of Kunming is in China.,1,1,TT,and,BA,1,9.655666848603955,11.588311963004895,11.934422524723898
cities,"cities::[""Asmara"",""Malang""]",The city of Malang is in Indonesia.,The city of Asmara is in Eritrea.,1,1,TT,and,AB,1,14.5450403780635,10.09918802586094,11.979039905322553
sp_en_trans,"sp_en_trans::[""parte"",""piedra""]",The Spanish word 'piedra' means 'mouth'.,The Spanish word 'parte' means 'part'.,0,1,FT,or,AB,1,-16.71836488448846,8.238601257319145,-0.6793512127178243
cities,"cities::[""Denpasar"",""Salta""]",The city of Denpasar is in Nepal.,The city of Salta is in Argentina.,0,1,FT,or,AB,1,-10.830998369272647,11.18489464093954,-1.8557010387738142
element_symb,"element_symb::[""Cadmium"",""Cerium""]",Cadmium has the symbol Pr.,Cerium has the symbol Ce.,0,1,FT,and,BA,0,-4.812430395667464,9.750654864920756,-4.767246512757751
inventors,"inventors::[""Albert Ghiorso"",""Alexander Graham Bell""]",Alexander Graham Bell lived in Scotland/Canada/the U.S.,Albert Ghiorso lived in the U.S.,1,1,TT,and,BA,1,4.625894279796278,4.0033929044961605,7.269478822914935
sp_en_trans,"sp_en_trans::[""caliente"",""fuego""]",The Spanish word 'caliente' means 'corner'.,The Spanish word 'fuego' means 'woman'.,0,0,FF,and,BA,0,-13.883994853487911,-13.320096059457297,3.4301621686758885
animal_class,"animal_class::[""chimpanzee"",""lion""]",The chimpanzee is a insect.,The lion is a mammal.,0,1,FT,and,BA,0,-9.522602607833113,12.217659588339762,1.7571123737197603
inventors,"inventors::[""Evangelista Torricelli"",""R. Buckminster Fuller""]",R. Buckminster Fuller lived in Japan.,Evangelista Torricelli lived in Italy.,0,1,FT,and,BA,0,-12.458748606211225,13.381691503383966,-0.8188926402964931
animal_class,"animal_class::[""gazelle"",""sparrow""]",The sparrow is a crustacean.,The gazelle is a reptile.,0,0,FF,and,AB,0,-12.578280901743193,-11.504315895893681,-0.32289777611311976
animal_class,"animal_class::[""goat"",""parrot""]",The parrot is a bird.,The goat is a mammal.,1,1,TT,and,BA,1,10.313521010597983,10.610033676700986,12.142640097168323
animal_class,"animal_class::[""goat"",""parrot""]",The parrot is a bird.,The goat is a reptile.,1,0,TF,and,AB,0,10.313521010597983,-8.780468308441064,7.328625026438699
element_symb,"element_symb::[""Neon"",""Xenon""]",Xenon has the symbol Xe.,Neon has the symbol B.,1,0,TF,and,BA,0,7.41100951278871,-12.810061021382156,0.8881779076934739
element_symb,"element_symb::[""Argon"",""Rubidium""]",Argon has the symbol Pr.,Rubidium has the symbol K.,0,0,FF,and,AB,0,-4.0544778720967045,-16.42010481332273,-3.6965151499512405
inventors,"inventors::[""Godfrey Hounsfield"",""James Hargreaves""]",Godfrey Hounsfield lived in Germany.,James Hargreaves lived in Japan.,0,0,FF,and,AB,0,-11.41321663596588,-6.335907721616506,0.5964933698484218
element_symb,"element_symb::[""Molybdenum"",""Nickel""]",Nickel has the symbol Ni.,Molybdenum has the symbol Mo.,1,1,TT,and,AB,1,8.391477849368236,9.822906036428567,3.8865554926291654
cities,"cities::[""Homyel'"",""Pontianak""]",The city of Pontianak is in Indonesia.,The city of Homyel' is in Belarus.,1,1,TT,and,BA,1,9.335390696286353,7.9336914720125975,13.499979930465079
animal_class,"animal_class::[""deer"",""kangaroo""]",The kangaroo is a mammal.,The deer is a mammal.,1,1,TT,and,BA,1,14.29247907446561,11.322547988273584,12.712638366353948
animal_class,"animal_class::[""camel"",""skunk""]",The camel is a crustacean.,The skunk is a insect.,0,0,FF,or,BA,0,-14.717208180669639,-13.856376543474271,1.0016484922668258
sp_en_trans,"sp_en_trans::[""higo"",""roca""]",The Spanish word 'higo' means 'nothing'.,The Spanish word 'roca' means 'rock'.,0,1,FT,and,BA,0,-15.18139533680946,9.750711118736726,1.1834797997805557
inventors,"inventors::[""John von Neumann"",""Percy Spencer""]",John von Neumann lived in Hungary/the U.S.,Percy Spencer lived in Russia.,1,0,TF,or,BA,1,4.826175651185231,-12.630847763134577,2.9956841241093013
animal_class,"animal_class::[""goat"",""llama""]",The llama is a mollusk.,The goat is a reptile.,0,0,FF,and,AB,0,-9.852947071549808,-8.780468308441064,2.918296453220119
sp_en_trans,"sp_en_trans::[""problema"",""veinte""]",The Spanish word 'problema' means 'problem'.,The Spanish word 'veinte' means 'shell'.,1,0,TF,or,BA,1,8.652192248812154,-14.149217566368206,-2.9344609130606827
element_symb,"element_symb::[""Cobalt"",""Fluorine""]",Fluorine has the symbol Pt.,Cobalt has the symbol H.,0,0,FF,and,BA,0,-13.920805090721105,-17.21321053881237,-8.76770176202629
sp_en_trans,"sp_en_trans::[""reloj"",""suficiente""]",The Spanish word 'reloj' means 'clock'.,The Spanish word 'suficiente' means 'tool'.,1,0,TF,and,AB,0,8.847160565714448,-12.53927699586964,1.3453796868211372
cities,"cities::[""Irbid"",""Reynosa""]",The city of Reynosa is in Mexico.,The city of Irbid is in Burkina Faso.,1,0,TF,or,BA,1,11.785650876560824,-9.14213659381611,-1.554309265130426
sp_en_trans,"sp_en_trans::[""noche"",""temprano""]",The Spanish word 'temprano' means 'nothing'.,The Spanish word 'noche' means 'to write'.,0,0,FF,or,AB,0,-13.792596703965645,-15.133461014561727,-6.2424570326108775
animal_class,"animal_class::[""camel"",""parrot""]",The parrot is a bird.,The camel is a crustacean.,1,0,TF,or,AB,1,10.313521010597983,-14.717208180669639,4.142125284106125
element_symb,"element_symb::[""Cesium"",""Dysprosium""]",Dysprosium has the symbol Dy.,Cesium has the symbol Ce.,1,0,TF,and,BA,0,6.98126131720739,3.160082358760641,8.067310845583298
cities,"cities::[""Krasnoyarsk"",""Rohini""]",The city of Rohini is in Turkey.,The city of Krasnoyarsk is in Russia.,0,1,FT,or,AB,1,-8.913261814467011,12.995331984365908,6.155259027847954
animal_class,"animal_class::[""axolotl"",""whale""]",The whale is a amphibian.,The axolotl is a amphibian.,0,1,FT,or,AB,1,-11.940645222756418,12.516833835070626,0.7254304223892083
sp_en_trans,"sp_en_trans::[""amigo"",""escribir""]",The Spanish word 'amigo' means 'enough'.,The Spanish word 'escribir' means 'to die'.,0,0,FF,and,BA,0,-15.122846265589667,-14.315008074725435,-3.06008154336895
inventors,"inventors::[""Jacob Perkins"",""John Boyd Dunlop""]",John Boyd Dunlop lived in Scotland.,Jacob Perkins lived in Turkey/the U.S.,1,0,TF,or,BA,1,6.386568073980762,-7.988196319498959,0.9400876414221813
cities,"cities::[""Denpasar"",""Salta""]",The city of Denpasar is in Indonesia.,The city of Salta is in Cambodia.,1,0,TF,or,AB,1,9.640897697598705,-15.319664472847132,-1.520467491105359
inventors,"inventors::[""Benjamin Holt"",""Willis Carrier""]",Benjamin Holt lived in Poland/Germany.,Willis Carrier lived in the U.S.,0,1,FT,and,AB,0,-9.433847976159692,5.769706660057528,10.27336980039151
sp_en_trans,"sp_en_trans::[""higo"",""oscuro""]",The Spanish word 'oscuro' means 'to see'.,The Spanish word 'higo' means 'nothing'.,0,0,FF,or,BA,0,-14.946475373233314,-15.18139533680946,-8.783002302510466
inventors,"inventors::[""Gideon Sundback"",""Grace Hopper""]",Grace Hopper lived in Poland/France.,Gideon Sundback lived in Poland/Germany.,0,0,FF,or,AB,0,-12.881214666985104,-5.655829063957393,6.110913201195763
sp_en_trans,"sp_en_trans::[""amigo"",""escribir""]",The Spanish word 'amigo' means 'enough'.,The Spanish word 'escribir' means 'to die'.,0,0,FF,and,AB,0,-15.122846265589667,-14.315008074725435,-3.8691222190588093
inventors,"inventors::[""Charles Goodyear"",""Igor Sikorsky""]",Charles Goodyear lived in the U.S.,Igor Sikorsky lived in Ukraine/the U.S.,1,1,TT,and,BA,1,7.185554397688551,7.840875708633384,13.139692806385334
element_symb,"element_symb::[""Boron"",""Phosphorus""]",Boron has the symbol B.,Phosphorus has the symbol Se.,1,0,TF,and,BA,0,7.169522440798875,-11.974758262484917,-3.0351089611770963
element_symb,"element_symb::[""Potassium"",""Sulfur""]",Potassium has the symbol K.,Sulfur has the symbol O.,1,0,TF,and,AB,0,6.846094328932555,-13.228906336774964,-0.5232507413064145
animal_class,"animal_class::[""aardvark"",""hyena""]",The aardvark is a insect.,The hyena is a cnidarian.,0,0,FF,or,BA,0,-12.669496152858654,-14.302585952535617,3.5895178176463496
cities,"cities::[""Port Harcourt"",""Santiago de los Caballeros""]",The city of Santiago de los Caballeros is in the Dominican Republic.,The city of Port Harcourt is in Malaysia.,1,0,TF,or,BA,1,10.342204063009685,-12.958352772770441,-0.4367234225648886
element_symb,"element_symb::[""Lead"",""Lutetium""]",Lutetium has the symbol Lu.,Lead has the symbol Er.,1,0,TF,or,BA,1,8.388395731535208,-13.17980722882122,-2.1500996622715416
animal_class,"animal_class::[""camel"",""moose""]",The moose is a reptile.,The camel is a mammal.,0,1,FT,and,AB,0,-9.306349592424128,11.362429296063494,2.323710172245101
animal_class,"animal_class::[""leopard"",""tuna""]",The tuna is a fish.,The leopard is a cnidarian.,1,0,TF,or,AB,1,9.646047933587502,-14.022373175860837,-0.6581887495566363
cities,"cities::[""Bandar Lampung"",""Johannesburg""]",The city of Bandar Lampung is in Indonesia.,The city of Johannesburg is in India.,1,0,TF,and,BA,0,13.635440268504428,-13.936417817752863,-3.403449210732264
element_symb,"element_symb::[""Cadmium"",""Neon""]",Cadmium has the symbol Pr.,Neon has the symbol B.,0,0,FF,and,AB,0,-4.812430395667464,-12.810061021382156,-9.39915778033094
cities,"cities::[""Irbid"",""Sanaa""]",The city of Sanaa is in Niger.,The city of Irbid is in Jordan.,0,1,FT,and,AB,0,-8.007795055733565,10.044925815885696,5.955759085648964
animal_class,"animal_class::[""bison"",""gazelle""]",The gazelle is a reptile.,The bison is a mammal.,0,1,FT,or,BA,1,-11.504315895893681,15.35446242086047,3.5115110373003766
cities,"cities::[""Changshu"",""Culiacan""]",The city of Changshu is in China.,The city of Culiacan is in Mexico.,1,1,TT,or,AB,1,11.475550491017806,11.993732945183257,3.9367240680780506
inventors,"inventors::[""Charles Francis Richter"",""James Murray Spangler""]",James Murray Spangler lived in Poland/Germany.,Charles Francis Richter lived in India.,0,0,FF,or,BA,0,-7.9950911568468594,-12.58175466948803,0.7664033968078972
element_symb,"element_symb::[""Boron"",""Phosphorus""]",Boron has the symbol H.,Phosphorus has the symbol Se.,0,0,FF,or,AB,0,-15.521194032205235,-11.974758262484917,-2.439720346464849
cities,"cities::[""Jakarta"",""Shah Alam""]",The city of Shah Alam is in Peru.,The city of Jakarta is in Mongolia.,0,0,FF,and,AB,0,-14.52823399099472,-10.95051493413492,-0.11252259753096894
animal_class,"animal_class::[""lion"",""walrus""]",The walrus is a mammal.,The lion is a cnidarian.,1,0,TF,or,AB,1,14.778866037262528,-14.681495675364546,7.314185626717879
element_symb,"element_symb::[""Radon"",""Scandium""]",Scandium has the symbol Kr.,Radon has the symbol Rn.,0,1,FT,or,BA,1,-14.25210852392379,6.422782318543222,-7.013081938381605
inventors,"inventors::[""Charles Francis Richter"",""Igor Tamm""]",Igor Tamm lived in Russia.,Charles Francis Richter lived in India.,1,0,TF,or,AB,1,13.31970928847032,-12.58175466948803,5.160830857293079
inventors,"inventors::[""Edmund Cartwright"",""Hans Geiger""]",Edmund Cartwright lived in the U.K.,Hans Geiger lived in Germany.,1,1,TT,and,BA,1,10.309355775268017,11.367779048172167,8.922078519950366
inventors,"inventors::[""Herbert Akroyd Stuart"",""Ralph H. Baer""]",Ralph H. Baer lived in Finland.,Herbert Akroyd Stuart lived in Croatia.,0,0,FF,or,AB,0,-14.202485120334329,-14.986598222306009,4.760983144072234
cities,"cities::[""Arak"",""General Santos""]",The city of General Santos is in Belgium.,The city of Arak is in Niger.,0,0,FF,and,BA,0,-11.542226511219555,-9.383010681500233,0.8466798891898408
cities,"cities::[""Hwaseong-si"",""Rostov-na-Donu""]",The city of Hwaseong-si is in South Korea.,The city of Rostov-na-Donu is in Algeria.,1,0,TF,or,BA,1,9.191925748752002,-10.43923072162721,1.7349481039832106
inventors,"inventors::[""Edwin Link"",""Konrad Zuse""]",Konrad Zuse lived in Finland.,Edwin Link lived in the U.S.,0,1,FT,and,BA,0,-8.497676542488252,9.183219166664223,4.695026984410897
element_symb,"element_symb::[""Nickel"",""Ytterbium""]",Ytterbium has the symbol Yb.,Nickel has the symbol Ni.,1,1,TT,and,AB,1,6.53869412174937,8.391477849368236,5.413028730693755
cities,"cities::[""Nashik"",""Santa Maria Chimalhuacan""]",The city of Nashik is in Azerbaijan.,The city of Santa Maria Chimalhuacan is in Mexico.,0,1,FT,and,AB,0,-13.153216870049787,10.70347182072279,3.6487820838681753
element_symb,"element_symb::[""Iron"",""Thulium""]",Thulium has the symbol Tm.,Iron has the symbol Fe.,1,1,TT,and,BA,1,5.19692864468289,8.255016126016459,6.939480768676402
element_symb,"element_symb::[""Chromium"",""Selenium""]",Selenium has the symbol Se.,Chromium has the symbol Cr.,1,1,TT,or,BA,1,9.478466127572773,10.324301712394462,5.476463626796061
element_symb,"element_symb::[""Molybdenum"",""Radon""]",Radon has the symbol Np.,Molybdenum has the symbol Mo.,0,1,FT,or,BA,1,-13.891453870444446,9.822906036428567,-4.706506427237079
