topic,entity_pair_id,conjunctA,conjunctB,ordering,cell,labelA,labelB,and_row_index,or_row_index,and_statement,or_statement,score_and,score_or,delta_OR_AND,template_diff_token_index,template_only_connective_diff
sp_en_trans,"sp_en_trans::[""hueso"",""mujer""]",The Spanish word 'mujer' means 'enough'.,The Spanish word 'hueso' means 'bone'.,BA,FT,0,1,5181,2173,The Spanish word 'hueso' means 'bone' and the Spanish word 'mujer' means 'enough'.,The Spanish word 'hueso' means 'bone' or the Spanish word 'mujer' means 'enough'.,-1.9862256131736196,-5.8866779669914475,-3.900452353817828,6,True
element_symb,"element_symb::[""Phosphorus"",""Praseodymium""]",Phosphorus has the symbol Se.,Praseodymium has the symbol I.,AB,FF,0,0,7506,2175,Phosphorus has the symbol Se and Praseodymium has the symbol I.,Phosphorus has the symbol Se or Praseodymium has the symbol I.,-7.532395546676854,-9.565795393951245,-2.0333998472743904,5,True
inventors,"inventors::[""Louis Pasteur"",""Paul Gottlieb Nipkow""]",Louis Pasteur lived in France.,Paul Gottlieb Nipkow lived in Norway.,BA,TF,1,0,2176,5479,Paul Gottlieb Nipkow lived in Norway and Louis Pasteur lived in France.,Paul Gottlieb Nipkow lived in Norway or Louis Pasteur lived in France.,9.63982748420318,6.540747245608177,-3.0990802385950023,6,True
sp_en_trans,"sp_en_trans::[""ejemplo"",""gato""]",The Spanish word 'gato' means 'cat'.,The Spanish word 'ejemplo' means 'to see'.,BA,TF,1,0,2322,2178,The Spanish word 'ejemplo' means 'to see' and the Spanish word 'gato' means 'cat'.,The Spanish word 'ejemplo' means 'to see' or the Spanish word 'gato' means 'cat'.,3.9363394818548567,0.2171330953277745,-3.719206386527082,7,True
cities,"cities::[""Harbin"",""Sapporo""]",The city of Sapporo is in Tanzania.,The city of Harbin is in Madagascar.,BA,FF,0,0,2179,3176,The city of Harbin is in Madagascar and the city of Sapporo is in Tanzania.,The city of Harbin is in Madagascar or the city of Sapporo is in Tanzania.,-1.1607063441325105,3.368229529663606,4.528935873796116,7,True
animal_class,"animal_class::[""hamster"",""peacock""]",The hamster is a mammal.,The peacock is a insect.,AB,TF,1,0,2182,4422,The hamster is a mammal and the peacock is a insect.,The hamster is a mammal or the peacock is a insect.,5.660736966162866,1.940197552652167,-3.720539413510699,5,True
sp_en_trans,"sp_en_trans::[""enemigo"",""esposa""]",The Spanish word 'esposa' means 'wife'.,The Spanish word 'enemigo' means 'enemy'.,AB,TT,1,1,4187,2183,The Spanish word 'esposa' means 'wife' and the Spanish word 'enemigo' means 'enemy'.,The Spanish word 'esposa' means 'wife' or the Spanish word 'enemigo' means 'enemy'.,9.52589727139593,5.7737214079564225,-3.7521758634395077,6,True
cities,"cities::[""Kalininskiy"",""Matsuyama""]",The city of Matsuyama is in Poland.,The city of Kalininskiy is in Turkmenistan.,BA,FF,0,0,3792,2185,The city of Kalininskiy is in Turkmenistan and the city of Matsuyama is in Poland.,The city of Kalininskiy is in Turkmenistan or the city of Matsuyama is in Poland.,1.1416054823521646,2.3044514568508543,1.1628459744986896,7,True
inventors,"inventors::[""Godfrey Hounsfield"",""Joseph-Armand Bombardier""]",Joseph-Armand Bombardier lived in Switzerland.,Godfrey Hounsfield lived in Germany.,AB,FF,0,0,2186,7289,Joseph-Armand Bombardier lived in Switzerland and Godfrey Hounsfield lived in Germany.,Joseph-Armand Bombardier lived in Switzerland or Godfrey Hounsfield lived in Germany.,9.194043492971383,7.188965220829672,-2.005078272141711,5,True
sp_en_trans,"sp_en_trans::[""oscuro"",""primero""]",The Spanish word 'oscuro' means 'to see'.,The Spanish word 'primero' means 'to multiply'.,AB,FF,0,0,4894,2190,The Spanish word 'oscuro' means 'to see' and the Spanish word 'primero' means 'to multiply'.,The Spanish word 'oscuro' means 'to see' or the Spanish word 'primero' means 'to multiply'.,0.7557195763849593,-7.258284406565087,-8.014003982950047,7,True
sp_en_trans,"sp_en_trans::[""construir"",""jugar""]",The Spanish word 'jugar' means 'leg'.,The Spanish word 'construir' means 'to build'.,BA,FT,0,1,4184,2191,The Spanish word 'construir' means 'to build' and the Spanish word 'jugar' means 'leg'.,The Spanish word 'construir' means 'to build' or the Spanish word 'jugar' means 'leg'.,-4.788107281182787,-4.634298836830231,0.15380844435255625,7,True
animal_class,"animal_class::[""camel"",""parrot""]",The parrot is a arachnid.,The camel is a mammal.,AB,FT,0,1,2192,4047,The parrot is a arachnid and the camel is a mammal.,The parrot is a arachnid or the camel is a mammal.,6.48260337881246,2.313426390256049,-4.16917698855641,5,True
animal_class,"animal_class::[""goat"",""llama""]",The llama is a mammal.,The goat is a mammal.,AB,TT,1,1,2194,3203,The llama is a mammal and the goat is a mammal.,The llama is a mammal or the goat is a mammal.,13.63238013607596,4.540774012484265,-9.091606123591696,5,True
sp_en_trans,"sp_en_trans::[""caer"",""rey""]",The Spanish word 'caer' means 'to fall'.,The Spanish word 'rey' means 'king'.,BA,TT,1,1,7128,2195,The Spanish word 'rey' means 'king' and the Spanish word 'caer' means 'to fall'.,The Spanish word 'rey' means 'king' or the Spanish word 'caer' means 'to fall'.,7.413157722360777,3.295373861532937,-4.11778386082784,6,True
element_symb,"element_symb::[""Krypton"",""Nickel""]",Nickel has the symbol Os.,Krypton has the symbol Kr.,AB,FT,0,1,5500,2196,Nickel has the symbol Os and Krypton has the symbol Kr.,Nickel has the symbol Os or Krypton has the symbol Kr.,0.1917453498126136,0.3356448816097579,0.14389953179714432,5,True
animal_class,"animal_class::[""bison"",""camel""]",The bison is a mammal.,The camel is a mammal.,BA,TT,1,1,2197,7639,The camel is a mammal and the bison is a mammal.,The camel is a mammal or the bison is a mammal.,12.6497716134761,3.9035259608181265,-8.746245652657972,5,True
animal_class,"animal_class::[""beaver"",""moose""]",The moose is a reptile.,The beaver is a mammal.,BA,FT,0,1,6106,2198,The beaver is a mammal and the moose is a reptile.,The beaver is a mammal or the moose is a reptile.,-0.6824923210407192,4.202118954109836,4.884611275150555,5,True
cities,"cities::[""Khulna"",""Peshawar""]",The city of Peshawar is in Sweden.,The city of Khulna is in Bangladesh.,BA,FT,0,1,2199,6660,The city of Khulna is in Bangladesh and the city of Peshawar is in Sweden.,The city of Khulna is in Bangladesh or the city of Peshawar is in Sweden.,1.1390303989760762,-0.4949493505386275,-1.6339797495147037,7,True
sp_en_trans,"sp_en_trans::[""caer"",""enviar""]",The Spanish word 'enviar' means 'to send'.,The Spanish word 'caer' means 'to fall'.,AB,TT,1,1,6622,2200,The Spanish word 'enviar' means 'to send' and the Spanish word 'caer' means 'to fall'.,The Spanish word 'enviar' means 'to send' or the Spanish word 'caer' means 'to fall'.,7.227314355654872,4.917311564063417,-2.3100027915914545,7,True
inventors,"inventors::[""Dr. Robert Gallo"",""Henri Giffard""]",Dr. Robert Gallo lived in Norway.,Henri Giffard lived in France.,BA,FT,0,1,2202,5349,Henri Giffard lived in France and Dr. Robert Gallo lived in Norway.,Henri Giffard lived in France or Dr. Robert Gallo lived in Norway.,4.276077991989099,9.424754686569829,5.14867669458073,5,True
element_symb,"element_symb::[""Molybdenum"",""Radon""]",Radon has the symbol Np.,Molybdenum has the symbol V.,AB,FF,0,0,2204,3946,Radon has the symbol Np and Molybdenum has the symbol V.,Radon has the symbol Np or Molybdenum has the symbol V.,-6.802740478459274,-7.218691397764678,-0.41595091930540384,5,True
animal_class,"animal_class::[""goat"",""salmon""]",The salmon is a fish.,The goat is a reptile.,AB,TF,1,0,2205,7612,The salmon is a fish and the goat is a reptile.,The salmon is a fish or the goat is a reptile.,0.2625720115871797,0.8682119275111742,0.6056399159239945,5,True
inventors,"inventors::[""Luther George Simjian"",""Richard Trevithick""]",Richard Trevithick lived in the U.K.,Luther George Simjian lived in Turkey/the U.S.,AB,TT,1,1,2206,7865,Richard Trevithick lived in the U.K and Luther George Simjian lived in Turkey/the U.S.,Richard Trevithick lived in the U.K or Luther George Simjian lived in Turkey/the U.S.,6.5485184062279025,1.6492770650173485,-4.899241341210554,6,True
inventors,"inventors::[""Alva J. Fisher"",""Igor Tamm""]",Igor Tamm lived in Denmark.,Alva J. Fisher lived in the U.S.,BA,FT,0,1,2209,6604,Alva J. Fisher lived in the U.S and Igor Tamm lived in Denmark.,Alva J. Fisher lived in the U.S or Igor Tamm lived in Denmark.,5.537773765688973,2.170235735955716,-3.3675380297332573,7,True
element_symb,"element_symb::[""Aluminum"",""Zirconium""]",Zirconium has the symbol Zr.,Aluminum has the symbol Al.,AB,TT,1,1,5374,2210,Zirconium has the symbol Zr and Aluminum has the symbol Al.,Zirconium has the symbol Zr or Aluminum has the symbol Al.,6.693769352570204,6.027110229791379,-0.6666591227788246,5,True
element_symb,"element_symb::[""Lutetium"",""Samarium""]",Lutetium has the symbol Lu.,Samarium has the symbol K.,AB,TF,1,0,2211,3464,Lutetium has the symbol Lu and Samarium has the symbol K.,Lutetium has the symbol Lu or Samarium has the symbol K.,-10.31104188504437,-10.296014177930685,0.01502770711368484,5,True
cities,"cities::[""Kolhapur"",""Winnipeg""]",The city of Kolhapur is in the Republic of the Congo.,The city of Winnipeg is in Morocco.,BA,FF,0,0,2212,4697,The city of Winnipeg is in Morocco and the city of Kolhapur is in the Republic of the Congo.,The city of Winnipeg is in Morocco or the city of Kolhapur is in the Republic of the Congo.,-1.9950024596029683,5.8151530978801045,7.810155557483073,7,True
sp_en_trans,"sp_en_trans::[""oferta"",""siete""]",The Spanish word 'siete' means 'seven'.,The Spanish word 'oferta' means 'open'.,AB,TF,1,0,2213,7763,The Spanish word 'siete' means 'seven' and the Spanish word 'oferta' means 'open'.,The Spanish word 'siete' means 'seven' or the Spanish word 'oferta' means 'open'.,0.3936002099665288,-4.048642483725322,-4.442242693691851,6,True
inventors,"inventors::[""James Murray Spangler"",""Percy Spencer""]",James Murray Spangler lived in Poland/Germany.,Percy Spencer lived in the U.S.,BA,FT,0,1,2214,7292,Percy Spencer lived in the U.S and James Murray Spangler lived in Poland/Germany.,Percy Spencer lived in the U.S or James Murray Spangler lived in Poland/Germany.,-2.765211582100497,-2.33377647675085,0.4314351053496468,6,True
element_symb,"element_symb::[""Francium"",""Vanadium""]",Vanadium has the symbol V.,Francium has the symbol Fr.,BA,TT,1,1,5176,2215,Francium has the symbol Fr and Vanadium has the symbol V.,Francium has the symbol Fr or Vanadium has the symbol V.,8.875478093210848,-3.507009261536714,-12.382487354747562,5,True
cities,"cities::[""Abu Ghurayb"",""Porto Velho""]",The city of Porto Velho is in Uzbekistan.,The city of Abu Ghurayb is in Italy.,BA,FF,0,0,2217,7706,The city of Abu Ghurayb is in Italy and the city of Porto Velho is in Uzbekistan.,The city of Abu Ghurayb is in Italy or the city of Porto Velho is in Uzbekistan.,3.420857652236669,3.305621719633497,-0.11523593260317178,8,True
element_symb,"element_symb::[""Molybdenum"",""Nickel""]",Nickel has the symbol Os.,Molybdenum has the symbol Mo.,BA,FT,0,1,4716,2218,Molybdenum has the symbol Mo and Nickel has the symbol Os.,Molybdenum has the symbol Mo or Nickel has the symbol Os.,-6.629883158052445,-4.743539145461321,1.886344012591124,5,True
cities,"cities::[""Acapulco de Juarez"",""Xiaogan""]",The city of Acapulco de Juarez is in Mexico.,The city of Xiaogan is in China.,AB,TT,1,1,3884,2220,The city of Acapulco de Juarez is in Mexico and the city of Xiaogan is in China.,The city of Acapulco de Juarez is in Mexico or the city of Xiaogan is in China.,15.857106620776904,4.91076783964397,-10.946338781132933,9,True
cities,"cities::[""Leon de los Aldama"",""Nanning""]",The city of Leon de los Aldama is in the Republic of the Congo.,The city of Nanning is in Belarus.,BA,FF,0,0,6336,2223,The city of Nanning is in Belarus and the city of Leon de los Aldama is in the Republic of the Congo.,The city of Nanning is in Belarus or the city of Leon de los Aldama is in the Republic of the Congo.,-3.0447215250937507,4.830506867724365,7.875228392818116,7,True
element_symb,"element_symb::[""Molybdenum"",""Nickel""]",Nickel has the symbol Ni.,Molybdenum has the symbol Mo.,AB,TT,1,1,3586,2224,Nickel has the symbol Ni and Molybdenum has the symbol Mo.,Nickel has the symbol Ni or Molybdenum has the symbol Mo.,3.8865554926291654,4.193420515583915,0.3068650229547494,5,True
cities,"cities::[""Lianyungang"",""Puducherry""]",The city of Puducherry is in India.,The city of Lianyungang is in China.,AB,TT,1,1,7132,2227,The city of Puducherry is in India and the city of Lianyungang is in China.,The city of Puducherry is in India or the city of Lianyungang is in China.,8.588222882595387,6.04731165322049,-2.540911229374897,7,True
sp_en_trans,"sp_en_trans::[""isla"",""tres""]",The Spanish word 'tres' means 'hope'.,The Spanish word 'isla' means 'seed'.,AB,FF,0,0,3308,2229,The Spanish word 'tres' means 'hope' and the Spanish word 'isla' means 'seed'.,The Spanish word 'tres' means 'hope' or the Spanish word 'isla' means 'seed'.,3.5902218004975808,-2.385682172778253,-5.975903973275834,6,True
inventors,"inventors::[""John von Neumann"",""Percy Spencer""]",John von Neumann lived in Hungary/the U.S.,Percy Spencer lived in the U.S.,AB,TT,1,1,2230,7073,John von Neumann lived in Hungary/the U.S and Percy Spencer lived in the U.S.,John von Neumann lived in Hungary/the U.S or Percy Spencer lived in the U.S.,14.537134291900738,8.715238159667882,-5.821896132232856,7,True
inventors,"inventors::[""John Wesley Hyatt"",""Narinder Singh Kapany""]",John Wesley Hyatt lived in the U.S.,Narinder Singh Kapany lived in Canada/the U.S.,AB,TF,1,0,2231,5878,John Wesley Hyatt lived in the U.S and Narinder Singh Kapany lived in Canada/the U.S.,John Wesley Hyatt lived in the U.S or Narinder Singh Kapany lived in Canada/the U.S.,3.7130754791027263,-0.7200858127783754,-4.433161291881102,7,True
cities,"cities::[""Ciudad Nezahualcoyotl"",""Kisangani""]",The city of Ciudad Nezahualcoyotl is in Mongolia.,The city of Kisangani is in Senegal.,BA,FF,0,0,2233,2480,The city of Kisangani is in Senegal and the city of Ciudad Nezahualcoyotl is in Mongolia.,The city of Kisangani is in Senegal or the city of Ciudad Nezahualcoyotl is in Mongolia.,-0.9774079470490608,1.0985629193215836,2.0759708663706444,7,True
inventors,"inventors::[""John Atanasoff"",""Nils Bohlin""]",John Atanasoff lived in Croatia.,Nils Bohlin lived in the U.S.,BA,FF,0,0,2234,5444,Nils Bohlin lived in the U.S and John Atanasoff lived in Croatia.,Nils Bohlin lived in the U.S or John Atanasoff lived in Croatia.,2.7085362339759325,0.6868978756998878,-2.0216383582760447,6,True
sp_en_trans,"sp_en_trans::[""presente"",""veinte""]",The Spanish word 'veinte' means 'twenty'.,The Spanish word 'presente' means 'present'.,BA,TT,1,1,2235,7359,The Spanish word 'presente' means 'present' and the Spanish word 'veinte' means 'twenty'.,The Spanish word 'presente' means 'present' or the Spanish word 'veinte' means 'twenty'.,7.033752279743821,3.998514822083864,-3.0352374576599566,6,True
inventors,"inventors::[""David Edward Hughes"",""Wallace Carothers""]",David Edward Hughes lived in the U.S.,Wallace Carothers lived in the U.S.,AB,TT,1,1,2237,6184,David Edward Hughes lived in the U.S and Wallace Carothers lived in the U.S.,David Edward Hughes lived in the U.S or Wallace Carothers lived in the U.S.,14.241929397209708,6.690990200233316,-7.550939196976391,7,True
inventors,"inventors::[""Emile Berliner"",""Michael Faraday""]",Michael Faraday lived in Croatia.,Emile Berliner lived in Germany/the U.S.,AB,FT,0,1,2238,3766,Michael Faraday lived in Croatia and Emile Berliner lived in Germany/the U.S.,Michael Faraday lived in Croatia or Emile Berliner lived in Germany/the U.S.,5.864235428705873,0.2261430122474923,-5.638092416458381,5,True
inventors,"inventors::[""Igor Tamm"",""Whitcomb Judson""]",Whitcomb Judson lived in Sweden/the U.S.,Igor Tamm lived in Denmark.,AB,FF,0,0,2880,2239,Whitcomb Judson lived in Sweden/the U.S and Igor Tamm lived in Denmark.,Whitcomb Judson lived in Sweden/the U.S or Igor Tamm lived in Denmark.,-3.699763005688551,-3.1990980567951706,0.5006649488933803,6,True
inventors,"inventors::[""Fridtjof Nansen"",""Mary Walton""]",Mary Walton lived in the U.S.,Fridtjof Nansen lived in Scotland/Canada/the U.S.,BA,TF,1,0,6870,2240,Fridtjof Nansen lived in Scotland/Canada/the U.S and Mary Walton lived in the U.S.,Fridtjof Nansen lived in Scotland/Canada/the U.S or Mary Walton lived in the U.S.,2.598142507025168,0.9986438416620276,-1.5994986653631402,6,True
inventors,"inventors::[""Edwin Link"",""Konrad Zuse""]",Konrad Zuse lived in Germany.,Edwin Link lived in Japan.,BA,TF,1,0,7006,2241,Edwin Link lived in Japan and Konrad Zuse lived in Germany.,Edwin Link lived in Japan or Konrad Zuse lived in Germany.,8.395268817541496,5.843359649320402,-2.5519091682210933,5,True
cities,"cities::[""Bhayandar"",""Yangquan""]",The city of Bhayandar is in India.,The city of Yangquan is in China.,BA,TT,1,1,6802,2242,The city of Yangquan is in China and the city of Bhayandar is in India.,The city of Yangquan is in China or the city of Bhayandar is in India.,13.75952655234446,3.86136003162993,-9.898166520714529,7,True
inventors,"inventors::[""James Clerk Maxwell"",""Sir Humphry Davy""]",James Clerk Maxwell lived in the U.K.,Sir Humphry Davy lived in the U.K.,AB,TT,1,1,3894,2245,James Clerk Maxwell lived in the U.K and Sir Humphry Davy lived in the U.K.,James Clerk Maxwell lived in the U.K or Sir Humphry Davy lived in the U.K.,12.480668314647025,11.057330354190904,-1.42333796045612,7,True
sp_en_trans,"sp_en_trans::[""caliente"",""fuego""]",The Spanish word 'caliente' means 'hot'.,The Spanish word 'fuego' means 'fire'.,AB,TT,1,1,2248,6661,The Spanish word 'caliente' means 'hot' and the Spanish word 'fuego' means 'fire'.,The Spanish word 'caliente' means 'hot' or the Spanish word 'fuego' means 'fire'.,9.276726115682926,3.867143654646107,-5.40958246103682,6,True
sp_en_trans,"sp_en_trans::[""historia"",""siete""]",The Spanish word 'siete' means 'ice'.,The Spanish word 'historia' means 'stone'.,AB,FF,0,0,5671,2250,The Spanish word 'siete' means 'ice' and the Spanish word 'historia' means 'stone'.,The Spanish word 'siete' means 'ice' or the Spanish word 'historia' means 'stone'.,0.1586365676984904,-5.686444834710475,-5.845081402408965,6,True
inventors,"inventors::[""Hans Goldschmidt"",""John Ambrose Fleming""]",Hans Goldschmidt lived in Germany.,John Ambrose Fleming lived in Finland.,BA,TF,1,0,4680,2251,John Ambrose Fleming lived in Finland and Hans Goldschmidt lived in Germany.,John Ambrose Fleming lived in Finland or Hans Goldschmidt lived in Germany.,4.541218606886552,5.005449191414401,0.46423058452784893,6,True
element_symb,"element_symb::[""Nickel"",""Ytterbium""]",Ytterbium has the symbol F.,Nickel has the symbol Os.,AB,FF,0,0,2253,4686,Ytterbium has the symbol F and Nickel has the symbol Os.,Ytterbium has the symbol F or Nickel has the symbol Os.,-7.521263347741909,-6.897236301877822,0.6240270458640875,5,True
sp_en_trans,"sp_en_trans::[""higo"",""roca""]",The Spanish word 'higo' means 'fig'.,The Spanish word 'roca' means 'present'.,BA,TF,1,0,2254,7379,The Spanish word 'roca' means 'present' and the Spanish word 'higo' means 'fig'.,The Spanish word 'roca' means 'present' or the Spanish word 'higo' means 'fig'.,5.310824969372487,0.2017699770795555,-5.109054992292932,6,True
element_symb,"element_symb::[""Copper"",""Nitrogen""]",Nitrogen has the symbol N.,Copper has the symbol La.,AB,TF,1,0,6588,2256,Nitrogen has the symbol N and Copper has the symbol La.,Nitrogen has the symbol N or Copper has the symbol La.,-2.506300063072663,-3.4209636001958454,-0.9146635371231824,5,True
animal_class,"animal_class::[""chimpanzee"",""lion""]",The chimpanzee is a mammal.,The lion is a mammal.,BA,TT,1,1,2260,4008,The lion is a mammal and the chimpanzee is a mammal.,The lion is a mammal or the chimpanzee is a mammal.,11.67712618944462,5.866390394355546,-5.810735795089073,5,True
cities,"cities::[""Kolhapur"",""Winnipeg""]",The city of Kolhapur is in the Republic of the Congo.,The city of Winnipeg is in Morocco.,AB,FF,0,0,2261,7178,The city of Kolhapur is in the Republic of the Congo and the city of Winnipeg is in Morocco.,The city of Kolhapur is in the Republic of the Congo or the city of Winnipeg is in Morocco.,-1.3193785061653411,4.683665643991558,6.003044150156899,11,True
element_symb,"element_symb::[""Beryllium"",""Iodine""]",Iodine has the symbol Y.,Beryllium has the symbol Be.,AB,FT,0,1,5494,2262,Iodine has the symbol Y and Beryllium has the symbol Be.,Iodine has the symbol Y or Beryllium has the symbol Be.,0.4668158362004799,-1.2942131167989697,-1.7610289529994496,5,True
animal_class,"animal_class::[""sparrow"",""tarantula""]",The tarantula is a bird.,The sparrow is a bird.,BA,FT,0,1,2263,2419,The sparrow is a bird and the tarantula is a bird.,The sparrow is a bird or the tarantula is a bird.,-0.3748087873153576,0.0956136405648191,0.4704224278801767,5,True
element_symb,"element_symb::[""Radon"",""Titanium""]",Radon has the symbol Np.,Titanium has the symbol I.,AB,FF,0,0,4573,2264,Radon has the symbol Np and Titanium has the symbol I.,Radon has the symbol Np or Titanium has the symbol I.,-6.988289331360507,-4.149677489443697,2.8386118419168103,5,True
inventors,"inventors::[""Dr. Robert Gallo"",""Henri Giffard""]",Dr. Robert Gallo lived in the U.S.,Henri Giffard lived in Denmark.,BA,TF,1,0,2266,4180,Henri Giffard lived in Denmark and Dr. Robert Gallo lived in the U.S.,Henri Giffard lived in Denmark or Dr. Robert Gallo lived in the U.S.,11.26086715141282,4.426499323744709,-6.83436782766811,5,True
inventors,"inventors::[""Fridtjof Nansen"",""Narinder Singh Kapany""]",Narinder Singh Kapany lived in Canada/the U.S.,Fridtjof Nansen lived in Scotland/Canada/the U.S.,AB,FF,0,0,2267,4676,Narinder Singh Kapany lived in Canada/the U.S and Fridtjof Nansen lived in Scotland/Canada/the U.S.,Narinder Singh Kapany lived in Canada/the U.S or Fridtjof Nansen lived in Scotland/Canada/the U.S.,2.9664204641341607,1.075756909520604,-1.8906635546135566,7,True
inventors,"inventors::[""Chester Carlson"",""Ignazio Porro""]",Ignazio Porro lived in Italy.,Chester Carlson lived in Poland/Germany.,BA,TF,1,0,7717,2268,Chester Carlson lived in Poland/Germany and Ignazio Porro lived in Italy.,Chester Carlson lived in Poland/Germany or Ignazio Porro lived in Italy.,7.339895971104543,3.732335328499949,-3.607560642604594,5,True
animal_class,"animal_class::[""deer"",""iguana""]",The iguana is a crustacean.,The deer is a mammal.,BA,FT,0,1,5038,2270,The deer is a mammal and the iguana is a crustacean.,The deer is a mammal or the iguana is a crustacean.,0.9064476079670428,7.159204379457089,6.252756771490046,5,True
element_symb,"element_symb::[""Cobalt"",""Fluorine""]",Fluorine has the symbol F.,Cobalt has the symbol Co.,BA,TT,1,1,2271,4291,Cobalt has the symbol Co and Fluorine has the symbol F.,Cobalt has the symbol Co or Fluorine has the symbol F.,6.493354140547304,1.9406822138299429,-4.552671926717361,5,True
animal_class,"animal_class::[""peacock"",""salmon""]",The peacock is a bird.,The salmon is a fish.,AB,TT,1,1,2273,4977,The peacock is a bird and the salmon is a fish.,The peacock is a bird or the salmon is a fish.,12.585558103970069,4.888491855869249,-7.697066248100819,5,True
element_symb,"element_symb::[""Radon"",""Scandium""]",Scandium has the symbol Kr.,Radon has the symbol Rn.,BA,FT,0,1,2274,3626,Radon has the symbol Rn and Scandium has the symbol Kr.,Radon has the symbol Rn or Scandium has the symbol Kr.,-10.032090811734152,-7.013081938381605,3.019008873352547,5,True
cities,"cities::[""Kunming"",""N'Djamena""]",The city of N'Djamena is in Ethiopia.,The city of Kunming is in Italy.,BA,FF,0,0,2275,3932,The city of Kunming is in Italy and the city of N'Djamena is in Ethiopia.,The city of Kunming is in Italy or the city of N'Djamena is in Ethiopia.,-1.412561954527341,1.1038828247800565,2.516444779307397,7,True
inventors,"inventors::[""Arthur Pitney"",""James Starley""]",Arthur Pitney lived in the U.S.,James Starley lived in the U.K.,BA,TT,1,1,7634,2277,James Starley lived in the U.K and Arthur Pitney lived in the U.S.,James Starley lived in the U.K or Arthur Pitney lived in the U.S.,6.709351287410351,6.720747327206226,0.011396039795874557,6,True
element_symb,"element_symb::[""Chromium"",""Radon""]",Chromium has the symbol Rb.,Radon has the symbol Np.,AB,FF,0,0,3988,2278,Chromium has the symbol Rb and Radon has the symbol Np.,Chromium has the symbol Rb or Radon has the symbol Np.,-10.097033551705955,-7.938466685919815,2.15856686578614,5,True
sp_en_trans,"sp_en_trans::[""higo"",""ola""]",The Spanish word 'ola' means 'wave'.,The Spanish word 'higo' means 'fig'.,AB,TT,1,1,5851,2281,The Spanish word 'ola' means 'wave' and the Spanish word 'higo' means 'fig'.,The Spanish word 'ola' means 'wave' or the Spanish word 'higo' means 'fig'.,9.272269056359251,2.9978019439509715,-6.27446711240828,6,True
inventors,"inventors::[""John Kay"",""Nikolai Basov""]",Nikolai Basov lived in the Soviet Union.,John Kay lived in Norway.,BA,TF,1,0,4361,2282,John Kay lived in Norway and Nikolai Basov lived in the Soviet Union.,John Kay lived in Norway or Nikolai Basov lived in the Soviet Union.,0.2601005114731034,3.3022502547640435,3.04214974329094,5,True
cities,"cities::[""Jamshedpur"",""Zapopan""]",The city of Jamshedpur is in Kenya.,The city of Zapopan is in Mexico.,AB,FT,0,1,3985,2283,The city of Jamshedpur is in Kenya and the city of Zapopan is in Mexico.,The city of Jamshedpur is in Kenya or the city of Zapopan is in Mexico.,1.2463566982700671,1.4138617061965828,0.16750500792651568,7,True
animal_class,"animal_class::[""gorilla"",""jellyfish""]",The jellyfish is a cnidarian.,The gorilla is a reptile.,BA,TF,1,0,2285,2382,The gorilla is a reptile and the jellyfish is a cnidarian.,The gorilla is a reptile or the jellyfish is a cnidarian.,-0.1719772171214373,0.4036850755453631,0.5756622926668004,5,True
animal_class,"animal_class::[""cheetah"",""dolphin""]",The dolphin is a mammal.,The cheetah is a mammal.,AB,TT,1,1,2286,4309,The dolphin is a mammal and the cheetah is a mammal.,The dolphin is a mammal or the cheetah is a mammal.,9.85174781646275,3.7352599957303343,-6.116487820732415,5,True
inventors,"inventors::[""Candace Pert"",""Clarence Birdseye""]",Clarence Birdseye lived in the U.S.,Candace Pert lived in the U.S.,BA,TT,1,1,4478,2287,Candace Pert lived in the U.S and Clarence Birdseye lived in the U.S.,Candace Pert lived in the U.S or Clarence Birdseye lived in the U.S.,11.244995963450922,3.925709527700168,-7.3192864357507545,6,True
inventors,"inventors::[""John Kay"",""Nikolai Basov""]",Nikolai Basov lived in the Soviet Union.,John Kay lived in the U.K.,BA,TT,1,1,2288,4792,John Kay lived in the U.K and Nikolai Basov lived in the Soviet Union.,John Kay lived in the U.K or Nikolai Basov lived in the Soviet Union.,3.765878161207203,5.665778046773656,1.8998998855664526,6,True
cities,"cities::[""Curitiba"",""Huainan""]",The city of Huainan is in China.,The city of Curitiba is in Croatia.,AB,TF,1,0,2289,2826,The city of Huainan is in China and the city of Curitiba is in Croatia.,The city of Huainan is in China or the city of Curitiba is in Croatia.,3.667512809753279,0.521181447031319,-3.14633136272196,7,True
animal_class,"animal_class::[""hummingbird"",""moose""]",The moose is a reptile.,The hummingbird is a bird.,BA,FT,0,1,6782,2290,The hummingbird is a bird and the moose is a reptile.,The hummingbird is a bird or the moose is a reptile.,-0.1271491045281934,1.07042931186718,1.1975784163953733,5,True
sp_en_trans,"sp_en_trans::[""boca"",""uno""]",The Spanish word 'boca' means 'person'.,The Spanish word 'uno' means 'one'.,AB,FT,0,1,2291,3433,The Spanish word 'boca' means 'person' and the Spanish word 'uno' means 'one'.,The Spanish word 'boca' means 'person' or the Spanish word 'uno' means 'one'.,-1.875036741554334,-2.4805597944186744,-0.6055230528643403,6,True
sp_en_trans,"sp_en_trans::[""imaginar"",""tercero""]",The Spanish word 'imaginar' means 'star'.,The Spanish word 'tercero' means 'third'.,BA,FT,0,1,2293,4109,The Spanish word 'tercero' means 'third' and the Spanish word 'imaginar' means 'star'.,The Spanish word 'tercero' means 'third' or the Spanish word 'imaginar' means 'star'.,0.1275301568248128,-7.551202717099274,-7.678732873924087,6,True
