statement,topic,n,condition,n_true,n_false,compound_label,conjuncts,labels
The platypus is a mammal and the iguana is a reptile and the kangaroo is a reptile and the cassowary is a bird.,animal_class,4,dilute_1false,3,1,0,"[""The platypus is a mammal."", ""The iguana is a reptile."", ""The kangaroo is a reptile."", ""The cassowary is a bird.""]","[1, 1, 0, 1]"
The Spanish word 'caballo' means 'red' and the Spanish word 'pierna' means 'to draw'.,sp_en_trans,2,all_false,0,2,0,"[""The Spanish word 'caballo' means 'red'."", ""The Spanish word 'pierna' means 'to draw'.""]","[0, 0]"
Heinrich Göbel lived in Austria and Semyon Kirlian lived in France.,inventors,2,all_false,0,2,0,"[""Heinrich G\u00f6bel lived in Austria."", ""Semyon Kirlian lived in France.""]","[0, 0]"
The city of Beira is in Mozambique and the city of Wanning is in China and the city of New Kingston is in Jamaica and the city of Tonghua is in China.,cities,4,all_true,4,0,1,"[""The city of Beira is in Mozambique."", ""The city of Wanning is in China."", ""The city of New Kingston is in Jamaica."", ""The city of Tonghua is in China.""]","[1, 1, 1, 1]"
The Spanish word 'crecer' means 'to grow' and the Spanish word 'cabeza' means 'head' and the Spanish word 'agudo' means 'sharp'.,sp_en_trans,3,all_true,3,0,1,"[""The Spanish word 'crecer' means 'to grow'."", ""The Spanish word 'cabeza' means 'head'."", ""The Spanish word 'agudo' means 'sharp'.""]","[1, 1, 1]"
Philipp Reis lived in Germany and Charles Francis Jenkins lived in Ukraine/the U.S.,inventors,2,dilute_1false,1,1,0,"[""Philipp Reis lived in Germany."", ""Charles Francis Jenkins lived in Ukraine/the U.S.""]","[1, 0]"
The city of Tangier is in Nepal and the city of Zaria is in Mexico.,cities,2,all_false,0,2,0,"[""The city of Tangier is in Nepal."", ""The city of Zaria is in Mexico.""]","[0, 0]"
Silver has the symbol Fe and Xenon has the symbol Xe.,element_symb,2,dilute_1false,1,1,0,"[""Silver has the symbol Fe."", ""Xenon has the symbol Xe.""]","[0, 1]"
The Spanish word 'nuevo' means 'to think' and the Spanish word 'lento' means 'cook' and the Spanish word 'nombre' means 'water' and the Spanish word 'pagar' means 'enough' and the Spanish word 'concha' means 'giraffe' and the Spanish word 'burro' means 'rose'.,sp_en_trans,6,all_false,0,6,0,"[""The Spanish word 'nuevo' means 'to think'."", ""The Spanish word 'lento' means 'cook'."", ""The Spanish word 'nombre' means 'water'."", ""The Spanish word 'pagar' means 'enough'."", ""The Spanish word 'concha' means 'giraffe'."", ""The Spanish word 'burro' means 'rose'.""]","[0, 0, 0, 0, 0, 0]"
The Spanish word 'ala' means 'wing' and the Spanish word 'pasar' means 'map' and the Spanish word 'tener' means 'to have' and the Spanish word 'sol' means 'sun' and the Spanish word 'ola' means 'wave' and the Spanish word 'norte' means 'north'.,sp_en_trans,6,dilute_1false,5,1,0,"[""The Spanish word 'ala' means 'wing'."", ""The Spanish word 'pasar' means 'map'."", ""The Spanish word 'tener' means 'to have'."", ""The Spanish word 'sol' means 'sun'."", ""The Spanish word 'ola' means 'wave'."", ""The Spanish word 'norte' means 'north'.""]","[1, 0, 1, 1, 1, 1]"
The city of Kalyan is in Syria and the city of Mexicali is in Iraq and the city of Erode is in Zambia and the city of Surakarta is in Eritrea.,cities,4,all_false,0,4,0,"[""The city of Kalyan is in Syria."", ""The city of Mexicali is in Iraq."", ""The city of Erode is in Zambia."", ""The city of Surakarta is in Eritrea.""]","[0, 0, 0, 0]"
The walrus is a cnidarian and the pigeon is a amphibian and the otter is a arachnid and the beaver is a bird and the goat is a reptile and the chimpanzee is a insect.,animal_class,6,all_false,0,6,0,"[""The walrus is a cnidarian."", ""The pigeon is a amphibian."", ""The otter is a arachnid."", ""The beaver is a bird."", ""The goat is a reptile."", ""The chimpanzee is a insect.""]","[0, 0, 0, 0, 0, 0]"
Zinc has the symbol Ac and Beryllium has the symbol Be and Gallium has the symbol Ga and Thulium has the symbol Tm and Protactinium has the symbol Pa and Radon has the symbol Rn.,element_symb,6,dilute_1false,5,1,0,"[""Zinc has the symbol Ac."", ""Beryllium has the symbol Be."", ""Gallium has the symbol Ga."", ""Thulium has the symbol Tm."", ""Protactinium has the symbol Pa."", ""Radon has the symbol Rn.""]","[0, 1, 1, 1, 1, 1]"
The Spanish word 'viento' means 'wind' and the Spanish word 'ballena' means 'whale' and the Spanish word 'demasiado' means 'too' and the Spanish word 'ocupado' means 'to draw' and the Spanish word 'agudo' means 'sharp' and the Spanish word 'nadar' means 'to swim'.,sp_en_trans,6,dilute_1false,5,1,0,"[""The Spanish word 'viento' means 'wind'."", ""The Spanish word 'ballena' means 'whale'."", ""The Spanish word 'demasiado' means 'too'."", ""The Spanish word 'ocupado' means 'to draw'."", ""The Spanish word 'agudo' means 'sharp'."", ""The Spanish word 'nadar' means 'to swim'.""]","[1, 1, 1, 0, 1, 1]"
The Spanish word 'nadar' means 'to swim' and the Spanish word 'morir' means 'to die' and the Spanish word 'estudiante' means 'student'.,sp_en_trans,3,all_true,3,0,1,"[""The Spanish word 'nadar' means 'to swim'."", ""The Spanish word 'morir' means 'to die'."", ""The Spanish word 'estudiante' means 'student'.""]","[1, 1, 1]"
The Spanish word 'concha' means 'giraffe' and the Spanish word 'ala' means 'map' and the Spanish word 'noche' means 'to write'.,sp_en_trans,3,all_false,0,3,0,"[""The Spanish word 'concha' means 'giraffe'."", ""The Spanish word 'ala' means 'map'."", ""The Spanish word 'noche' means 'to write'.""]","[0, 0, 0]"
The Spanish word 'familia' means 'family' and the Spanish word 'espalda' means 'back' and the Spanish word 'hielo' means 'ice' and the Spanish word 'hueso' means 'bone' and the Spanish word 'lugar' means 'place' and the Spanish word 'peligro' means 'danger'.,sp_en_trans,6,all_true,6,0,1,"[""The Spanish word 'familia' means 'family'."", ""The Spanish word 'espalda' means 'back'."", ""The Spanish word 'hielo' means 'ice'."", ""The Spanish word 'hueso' means 'bone'."", ""The Spanish word 'lugar' means 'place'."", ""The Spanish word 'peligro' means 'danger'.""]","[1, 1, 1, 1, 1, 1]"
The city of Astrakhan is in Turkmenistan and the city of Samarkand is in Uzbekistan.,cities,2,dilute_1false,1,1,0,"[""The city of Astrakhan is in Turkmenistan."", ""The city of Samarkand is in Uzbekistan.""]","[0, 1]"
Helium has the symbol He and Yttrium has the symbol Y.,element_symb,2,all_true,2,0,1,"[""Helium has the symbol He."", ""Yttrium has the symbol Y.""]","[1, 1]"
Aluminum has the symbol C and Chromium has the symbol Rb.,element_symb,2,all_false,0,2,0,"[""Aluminum has the symbol C."", ""Chromium has the symbol Rb.""]","[0, 0]"
The elephant is a mammal and the octopus is a mollusk and the lobster is a crustacean and the tortoise is a reptile.,animal_class,4,all_true,4,0,1,"[""The elephant is a mammal."", ""The octopus is a mollusk."", ""The lobster is a crustacean."", ""The tortoise is a reptile.""]","[1, 1, 1, 1]"
The Spanish word 'cuello' means 'industry' and the Spanish word 'arena' means 'place' and the Spanish word 'y' means 'city'.,sp_en_trans,3,all_false,0,3,0,"[""The Spanish word 'cuello' means 'industry'."", ""The Spanish word 'arena' means 'place'."", ""The Spanish word 'y' means 'city'.""]","[0, 0, 0]"
The octopus is a mollusk and the shark is a fish and the cassowary is a bird and the koala is a mammal.,animal_class,4,all_true,4,0,1,"[""The octopus is a mollusk."", ""The shark is a fish."", ""The cassowary is a bird."", ""The koala is a mammal.""]","[1, 1, 1, 1]"
The Spanish word 'prueba' means 'test' and the Spanish word 'resultado' means 'thing' and the Spanish word 'lento' means 'slow'.,sp_en_trans,3,dilute_1false,2,1,0,"[""The Spanish word 'prueba' means 'test'."", ""The Spanish word 'resultado' means 'thing'."", ""The Spanish word 'lento' means 'slow'.""]","[1, 0, 1]"
Cai Lun lived in Switzerland and Semyon Kirlian lived in France and Zhores Alferov lived in Hungary/the U.S and Godfrey Hounsfield lived in Germany.,inventors,4,all_false,0,4,0,"[""Cai Lun lived in Switzerland."", ""Semyon Kirlian lived in France."", ""Zhores Alferov lived in Hungary/the U.S."", ""Godfrey Hounsfield lived in Germany.""]","[0, 0, 0, 0]"
The Spanish word 'ocupado' means 'busy' and the Spanish word 'cinco' means 'five' and the Spanish word 'cocinero' means 'cook' and the Spanish word 'caballo' means 'horse' and the Spanish word 'conectar' means 'to connect' and the Spanish word 'guardar' means 'to save'.,sp_en_trans,6,all_true,6,0,1,"[""The Spanish word 'ocupado' means 'busy'."", ""The Spanish word 'cinco' means 'five'."", ""The Spanish word 'cocinero' means 'cook'."", ""The Spanish word 'caballo' means 'horse'."", ""The Spanish word 'conectar' means 'to connect'."", ""The Spanish word 'guardar' means 'to save'.""]","[1, 1, 1, 1, 1, 1]"
The city of Chongqing is in Jordan and the city of Sanmenxia is in the Republic of the Congo and the city of Nanjing is in Côte d'Ivoire and the city of Narela is in Malaysia.,cities,4,all_false,0,4,0,"[""The city of Chongqing is in Jordan."", ""The city of Sanmenxia is in the Republic of the Congo."", ""The city of Nanjing is in C\u00f4te d'Ivoire."", ""The city of Narela is in Malaysia.""]","[0, 0, 0, 0]"
The rat is a arachnid and the dog is a reptile and the cow is a bird and the eagle is a mollusk and the armadillo is a insect and the zebra is a arachnid.,animal_class,6,all_false,0,6,0,"[""The rat is a arachnid."", ""The dog is a reptile."", ""The cow is a bird."", ""The eagle is a mollusk."", ""The armadillo is a insect."", ""The zebra is a arachnid.""]","[0, 0, 0, 0, 0, 0]"
The city of Kryvyy Rih is in Ukraine and the city of Makati City is in Russia and the city of Anyang is in China and the city of Bhayandar is in India.,cities,4,dilute_1false,3,1,0,"[""The city of Kryvyy Rih is in Ukraine."", ""The city of Makati City is in Russia."", ""The city of Anyang is in China."", ""The city of Bhayandar is in India.""]","[1, 0, 1, 1]"
The wolverine is a cnidarian and the hyena is a cnidarian.,animal_class,2,all_false,0,2,0,"[""The wolverine is a cnidarian."", ""The hyena is a cnidarian.""]","[0, 0]"
Sodium has the symbol N and Rubidium has the symbol K and Chromium has the symbol Rb and Lutetium has the symbol V.,element_symb,4,all_false,0,4,0,"[""Sodium has the symbol N."", ""Rubidium has the symbol K."", ""Chromium has the symbol Rb."", ""Lutetium has the symbol V.""]","[0, 0, 0, 0]"
The city of Leipzig is in Germany and the city of Izhevsk is in Afghanistan and the city of Irbid is in Jordan.,cities,3,dilute_1false,2,1,0,"[""The city of Leipzig is in Germany."", ""The city of Izhevsk is in Afghanistan."", ""The city of Irbid is in Jordan.""]","[1, 0, 1]"
Polonium has the symbol Po and Praseodymium has the symbol Pr and Fluorine has the symbol F and Cerium has the symbol Ce.,element_symb,4,all_true,4,0,1,"[""Polonium has the symbol Po."", ""Praseodymium has the symbol Pr."", ""Fluorine has the symbol F."", ""Cerium has the symbol Ce.""]","[1, 1, 1, 1]"
The Spanish word 'comer' means 'clock' and the Spanish word 'vaca' means 'enough' and the Spanish word 'crecer' means 'to pay'.,sp_en_trans,3,all_false,0,3,0,"[""The Spanish word 'comer' means 'clock'."", ""The Spanish word 'vaca' means 'enough'."", ""The Spanish word 'crecer' means 'to pay'.""]","[0, 0, 0]"
The Spanish word 'dedo' means 'finger' and the Spanish word 'nombre' means 'name' and the Spanish word 'cinco' means 'five' and the Spanish word 'bueno' means 'good'.,sp_en_trans,4,all_true,4,0,1,"[""The Spanish word 'dedo' means 'finger'."", ""The Spanish word 'nombre' means 'name'."", ""The Spanish word 'cinco' means 'five'."", ""The Spanish word 'bueno' means 'good'.""]","[1, 1, 1, 1]"
The Spanish word 'clase' means 'class' and the Spanish word 'norte' means 'north' and the Spanish word 'caballo' means 'horse' and the Spanish word 'caliente' means 'hot'.,sp_en_trans,4,all_true,4,0,1,"[""The Spanish word 'clase' means 'class'."", ""The Spanish word 'norte' means 'north'."", ""The Spanish word 'caballo' means 'horse'."", ""The Spanish word 'caliente' means 'hot'.""]","[1, 1, 1, 1]"
The Spanish word 'mientras' means 'while' and the Spanish word 'agua' means 'water' and the Spanish word 'cuello' means 'neck' and the Spanish word 'delgado' means 'thin'.,sp_en_trans,4,all_true,4,0,1,"[""The Spanish word 'mientras' means 'while'."", ""The Spanish word 'agua' means 'water'."", ""The Spanish word 'cuello' means 'neck'."", ""The Spanish word 'delgado' means 'thin'.""]","[1, 1, 1, 1]"
The city of Marrakesh is in Somalia and the city of Jaboatao dos Guararapes is in Kuwait and the city of Erzurum is in the Philippines.,cities,3,all_false,0,3,0,"[""The city of Marrakesh is in Somalia."", ""The city of Jaboatao dos Guararapes is in Kuwait."", ""The city of Erzurum is in the Philippines.""]","[0, 0, 0]"
The leopard is a mammal and the tuna is a insect.,animal_class,2,dilute_1false,1,1,0,"[""The leopard is a mammal."", ""The tuna is a insect.""]","[1, 0]"
Scandium has the symbol Sc and Yttrium has the symbol Y and Terbium has the symbol Tb.,element_symb,3,all_true,3,0,1,"[""Scandium has the symbol Sc."", ""Yttrium has the symbol Y."", ""Terbium has the symbol Tb.""]","[1, 1, 1]"
The city of Rostov-na-Donu is in Algeria and the city of Sevastopol is in South Korea and the city of Vijayawada is in China and the city of Lome is in Egypt and the city of Dehra Dun is in Uzbekistan and the city of Nanning is in Belarus.,cities,6,all_false,0,6,0,"[""The city of Rostov-na-Donu is in Algeria."", ""The city of Sevastopol is in South Korea."", ""The city of Vijayawada is in China."", ""The city of Lome is in Egypt."", ""The city of Dehra Dun is in Uzbekistan."", ""The city of Nanning is in Belarus.""]","[0, 0, 0, 0, 0, 0]"
The goldfish is a mollusk and the gorilla is a reptile.,animal_class,2,all_false,0,2,0,"[""The goldfish is a mollusk."", ""The gorilla is a reptile.""]","[0, 0]"
The city of Acapulco de Juarez is in Mexico and the city of Weifang is in China.,cities,2,all_true,2,0,1,"[""The city of Acapulco de Juarez is in Mexico."", ""The city of Weifang is in China.""]","[1, 1]"
The parrot is a bird and the whale is a mammal and the mongoose is a mammal.,animal_class,3,all_true,3,0,1,"[""The parrot is a bird."", ""The whale is a mammal."", ""The mongoose is a mammal.""]","[1, 1, 1]"
The lion is a mammal and the tiger is a mammal and the lobster is a crustacean and the cat is a mammal and the kangaroo is a mammal and the cow is a mammal.,animal_class,6,all_true,6,0,1,"[""The lion is a mammal."", ""The tiger is a mammal."", ""The lobster is a crustacean."", ""The cat is a mammal."", ""The kangaroo is a mammal."", ""The cow is a mammal.""]","[1, 1, 1, 1, 1, 1]"
The Spanish word 'cinco' means 'winter' and the Spanish word 'rey' means 'king'.,sp_en_trans,2,dilute_1false,1,1,0,"[""The Spanish word 'cinco' means 'winter'."", ""The Spanish word 'rey' means 'king'.""]","[0, 1]"
The Spanish word 'nuevo' means 'new' and the Spanish word 'industria' means 'offer'.,sp_en_trans,2,dilute_1false,1,1,0,"[""The Spanish word 'nuevo' means 'new'."", ""The Spanish word 'industria' means 'offer'.""]","[1, 0]"
The cassowary is a bird and the axolotl is a amphibian and the beaver is a mammal.,animal_class,3,all_true,3,0,1,"[""The cassowary is a bird."", ""The axolotl is a amphibian."", ""The beaver is a mammal.""]","[1, 1, 1]"
The city of Moradabad is in India and the city of Rostov-na-Donu is in Russia.,cities,2,all_true,2,0,1,"[""The city of Moradabad is in India."", ""The city of Rostov-na-Donu is in Russia.""]","[1, 1]"
Selenium has the symbol Po and Neon has the symbol B and Silver has the symbol Fe and Bismuth has the symbol Tl.,element_symb,4,all_false,0,4,0,"[""Selenium has the symbol Po."", ""Neon has the symbol B."", ""Silver has the symbol Fe."", ""Bismuth has the symbol Tl.""]","[0, 0, 0, 0]"
André-Jacques Garnerin lived in France and Alessandro Volta lived in Italy.,inventors,2,all_true,2,0,1,"[""Andr\u00e9-Jacques Garnerin lived in France."", ""Alessandro Volta lived in Italy.""]","[1, 1]"
Lead has the symbol Pb and Iodine has the symbol I and Osmium has the symbol Os and Promethium has the symbol Pm.,element_symb,4,all_true,4,0,1,"[""Lead has the symbol Pb."", ""Iodine has the symbol I."", ""Osmium has the symbol Os."", ""Promethium has the symbol Pm.""]","[1, 1, 1, 1]"
Arsenic has the symbol As and Tin has the symbol Sn and Rhenium has the symbol Re and Boron has the symbol B and Chromium has the symbol Cr and Neptunium has the symbol Np.,element_symb,6,all_true,6,0,1,"[""Arsenic has the symbol As."", ""Tin has the symbol Sn."", ""Rhenium has the symbol Re."", ""Boron has the symbol B."", ""Chromium has the symbol Cr."", ""Neptunium has the symbol Np.""]","[1, 1, 1, 1, 1, 1]"
The city of Libreville is in the Dominican Republic and the city of Suwon is in Indonesia and the city of Ipoh is in Ukraine.,cities,3,all_false,0,3,0,"[""The city of Libreville is in the Dominican Republic."", ""The city of Suwon is in Indonesia."", ""The city of Ipoh is in Ukraine.""]","[0, 0, 0]"
The Spanish word 'desarrollar' means 'to develop' and the Spanish word 'crecer' means 'to grow' and the Spanish word 'vaca' means 'cow' and the Spanish word 'grupo' means 'wave'.,sp_en_trans,4,dilute_1false,3,1,0,"[""The Spanish word 'desarrollar' means 'to develop'."", ""The Spanish word 'crecer' means 'to grow'."", ""The Spanish word 'vaca' means 'cow'."", ""The Spanish word 'grupo' means 'wave'.""]","[1, 1, 1, 0]"
Gordon Gould lived in Norway and Mary Anderson lived in the U.S and Fridtjof Nansen lived in Norway and Marvin Camras lived in the U.S.,inventors,4,dilute_1false,3,1,0,"[""Gordon Gould lived in Norway."", ""Mary Anderson lived in the U.S."", ""Fridtjof Nansen lived in Norway."", ""Marvin Camras lived in the U.S.""]","[0, 1, 1, 1]"
Edwin Herbert Hall lived in the U.S and Levi Strauss lived in Canada and Mary Anderson lived in the U.S and John Shepherd-Barron lived in Scotland.,inventors,4,dilute_1false,3,1,0,"[""Edwin Herbert Hall lived in the U.S."", ""Levi Strauss lived in Canada."", ""Mary Anderson lived in the U.S."", ""John Shepherd-Barron lived in Scotland.""]","[1, 0, 1, 1]"
Shinya Yamanaka lived in Japan and Nicolas Appert lived in France and Ernest Swinton lived in the U.K and John Ambrose Fleming lived in the U.K.,inventors,4,all_true,4,0,1,"[""Shinya Yamanaka lived in Japan."", ""Nicolas Appert lived in France."", ""Ernest Swinton lived in the U.K."", ""John Ambrose Fleming lived in the U.K.""]","[1, 1, 1, 1]"
George de Mestral lived in Poland/France and Louis Pasteur lived in Austria/the U.S and Thomas Edison lived in India.,inventors,3,all_false,0,3,0,"[""George de Mestral lived in Poland/France."", ""Louis Pasteur lived in Austria/the U.S."", ""Thomas Edison lived in India.""]","[0, 0, 0]"
The city of Kanayannur is in Thailand and the city of Bishkek is in Ghana and the city of Aleppo is in Iraq and the city of Zhengzhou is in Lebanon.,cities,4,all_false,0,4,0,"[""The city of Kanayannur is in Thailand."", ""The city of Bishkek is in Ghana."", ""The city of Aleppo is in Iraq."", ""The city of Zhengzhou is in Lebanon.""]","[0, 0, 0, 0]"
The city of Reynosa is in Niger and the city of Pingdingshan is in North Korea and the city of Tucson is in Armenia and the city of Huzhou is in Myanmar and the city of Accra is in Brazil and the city of Longyan is in Guatemala.,cities,6,all_false,0,6,0,"[""The city of Reynosa is in Niger."", ""The city of Pingdingshan is in North Korea."", ""The city of Tucson is in Armenia."", ""The city of Huzhou is in Myanmar."", ""The city of Accra is in Brazil."", ""The city of Longyan is in Guatemala.""]","[0, 0, 0, 0, 0, 0]"
The lion is a mammal and the eagle is a bird and the walrus is a mammal and the kangaroo is a mammal and the dolphin is a mammal and the camel is a mammal.,animal_class,6,all_true,6,0,1,"[""The lion is a mammal."", ""The eagle is a bird."", ""The walrus is a mammal."", ""The kangaroo is a mammal."", ""The dolphin is a mammal."", ""The camel is a mammal.""]","[1, 1, 1, 1, 1, 1]"
Thorium has the symbol Ac and Tungsten has the symbol W and Lanthanum has the symbol La and Aluminum has the symbol Al.,element_symb,4,dilute_1false,3,1,0,"[""Thorium has the symbol Ac."", ""Tungsten has the symbol W."", ""Lanthanum has the symbol La."", ""Aluminum has the symbol Al.""]","[0, 1, 1, 1]"
The hummingbird is a bird and the chicken is a bird and the parrot is a bird and the hedgehog is a mammal and the cassowary is a bird and the hamster is a mammal.,animal_class,6,all_true,6,0,1,"[""The hummingbird is a bird."", ""The chicken is a bird."", ""The parrot is a bird."", ""The hedgehog is a mammal."", ""The cassowary is a bird."", ""The hamster is a mammal.""]","[1, 1, 1, 1, 1, 1]"
The Spanish word 'ciudad' means 'city' and the Spanish word 'piedra' means 'stone' and the Spanish word 'cabeza' means 'head'.,sp_en_trans,3,all_true,3,0,1,"[""The Spanish word 'ciudad' means 'city'."", ""The Spanish word 'piedra' means 'stone'."", ""The Spanish word 'cabeza' means 'head'.""]","[1, 1, 1]"
Antimony has the symbol Sb and Thulium has the symbol Tm and Beryllium has the symbol Be and Rhodium has the symbol Rh and Argon has the symbol Pr and Germanium has the symbol Ge.,element_symb,6,dilute_1false,5,1,0,"[""Antimony has the symbol Sb."", ""Thulium has the symbol Tm."", ""Beryllium has the symbol Be."", ""Rhodium has the symbol Rh."", ""Argon has the symbol Pr."", ""Germanium has the symbol Ge.""]","[1, 1, 1, 1, 0, 1]"
The city of Tanggu is in China and the city of Kumasi is in Ghana and the city of Cangzhou is in China and the city of Kano is in Nigeria.,cities,4,all_true,4,0,1,"[""The city of Tanggu is in China."", ""The city of Kumasi is in Ghana."", ""The city of Cangzhou is in China."", ""The city of Kano is in Nigeria.""]","[1, 1, 1, 1]"
Pierre Curie lived in France and Dr. Robert Gallo lived in the U.S and Lloyd Groff Copeman lived in the U.S and Edmund Cartwright lived in the U.K.,inventors,4,all_true,4,0,1,"[""Pierre Curie lived in France."", ""Dr. Robert Gallo lived in the U.S."", ""Lloyd Groff Copeman lived in the U.S."", ""Edmund Cartwright lived in the U.K.""]","[1, 1, 1, 1]"
The city of Khulna is in Bangladesh and the city of Shenzhen is in Nigeria and the city of Nanchong is in China and the city of Al Basrah al Qadimah is in Iraq.,cities,4,dilute_1false,3,1,0,"[""The city of Khulna is in Bangladesh."", ""The city of Shenzhen is in Nigeria."", ""The city of Nanchong is in China."", ""The city of Al Basrah al Qadimah is in Iraq.""]","[1, 0, 1, 1]"
The city of Kigali is in Rwanda and the city of Nanchang is in Burundi and the city of Chongqing is in China and the city of Huaihua is in China.,cities,4,dilute_1false,3,1,0,"[""The city of Kigali is in Rwanda."", ""The city of Nanchang is in Burundi."", ""The city of Chongqing is in China."", ""The city of Huaihua is in China.""]","[1, 0, 1, 1]"
The Spanish word 'dibujar' means 'to draw' and the Spanish word 'lanzar' means 'to throw' and the Spanish word 'caballo' means 'horse' and the Spanish word 'sonrisa' means 'smile' and the Spanish word 'concha' means 'shell' and the Spanish word 'lugar' means 'place'.,sp_en_trans,6,all_true,6,0,1,"[""The Spanish word 'dibujar' means 'to draw'."", ""The Spanish word 'lanzar' means 'to throw'."", ""The Spanish word 'caballo' means 'horse'."", ""The Spanish word 'sonrisa' means 'smile'."", ""The Spanish word 'concha' means 'shell'."", ""The Spanish word 'lugar' means 'place'.""]","[1, 1, 1, 1, 1, 1]"
The city of Tashkent is in Uzbekistan and the city of Anshun is in China and the city of Makati City is in Russia.,cities,3,dilute_1false,2,1,0,"[""The city of Tashkent is in Uzbekistan."", ""The city of Anshun is in China."", ""The city of Makati City is in Russia.""]","[1, 1, 0]"
James Watt lived in Scotland and Godfrey Hounsfield lived in the U.K and August Horch lived in Germany and Charles Francis Jenkins lived in the U.S.,inventors,4,all_true,4,0,1,"[""James Watt lived in Scotland."", ""Godfrey Hounsfield lived in the U.K."", ""August Horch lived in Germany."", ""Charles Francis Jenkins lived in the U.S.""]","[1, 1, 1, 1]"
Charles Fritts lived in the U.S and Sir Charles Parsons lived in the U.K and Alessandro Volta lived in Poland/France and Alexander Fleming lived in the U.K.,inventors,4,dilute_1false,3,1,0,"[""Charles Fritts lived in the U.S."", ""Sir Charles Parsons lived in the U.K."", ""Alessandro Volta lived in Poland/France."", ""Alexander Fleming lived in the U.K.""]","[1, 1, 0, 1]"
Thulium has the symbol Tm and Hafnium has the symbol Hf and Platinum has the symbol Pt and Cobalt has the symbol Co and Gallium has the symbol Ga and Tellurium has the symbol Te.,element_symb,6,all_true,6,0,1,"[""Thulium has the symbol Tm."", ""Hafnium has the symbol Hf."", ""Platinum has the symbol Pt."", ""Cobalt has the symbol Co."", ""Gallium has the symbol Ga."", ""Tellurium has the symbol Te.""]","[1, 1, 1, 1, 1, 1]"
Europium has the symbol Eu and Copper has the symbol Cu and Uranium has the symbol U and Titanium has the symbol I.,element_symb,4,dilute_1false,3,1,0,"[""Europium has the symbol Eu."", ""Copper has the symbol Cu."", ""Uranium has the symbol U."", ""Titanium has the symbol I.""]","[1, 1, 1, 0]"
The city of Kharkiv is in Syria and the city of Kigali is in Finland and the city of Quzhou is in Thailand and the city of Suqian is in South Korea.,cities,4,all_false,0,4,0,"[""The city of Kharkiv is in Syria."", ""The city of Kigali is in Finland."", ""The city of Quzhou is in Thailand."", ""The city of Suqian is in South Korea.""]","[0, 0, 0, 0]"
Tungsten has the symbol Th and Bromine has the symbol N and Gold has the symbol Sm and Francium has the symbol Se and Indium has the symbol Mo and Silicon has the symbol Tm.,element_symb,6,all_false,0,6,0,"[""Tungsten has the symbol Th."", ""Bromine has the symbol N."", ""Gold has the symbol Sm."", ""Francium has the symbol Se."", ""Indium has the symbol Mo."", ""Silicon has the symbol Tm.""]","[0, 0, 0, 0, 0, 0]"
The Spanish word 'pagar' means 'enough' and the Spanish word 'tercero' means 'sea' and the Spanish word 'rojo' means 'land' and the Spanish word 'temprano' means 'nothing'.,sp_en_trans,4,all_false,0,4,0,"[""The Spanish word 'pagar' means 'enough'."", ""The Spanish word 'tercero' means 'sea'."", ""The Spanish word 'rojo' means 'land'."", ""The Spanish word 'temprano' means 'nothing'.""]","[0, 0, 0, 0]"
The city of Klang is in South Africa and the city of Tianjin is in Lithuania and the city of Kolkata is in Ecuador.,cities,3,all_false,0,3,0,"[""The city of Klang is in South Africa."", ""The city of Tianjin is in Lithuania."", ""The city of Kolkata is in Ecuador.""]","[0, 0, 0]"
Technetium has the symbol Tc and Zinc has the symbol Ac.,element_symb,2,dilute_1false,1,1,0,"[""Technetium has the symbol Tc."", ""Zinc has the symbol Ac.""]","[1, 0]"
Xenon has the symbol Xe and Dysprosium has the symbol Dy and Europium has the symbol Pm and Iron has the symbol Fe and Niobium has the symbol Nb and Tellurium has the symbol Te.,element_symb,6,dilute_1false,5,1,0,"[""Xenon has the symbol Xe."", ""Dysprosium has the symbol Dy."", ""Europium has the symbol Pm."", ""Iron has the symbol Fe."", ""Niobium has the symbol Nb."", ""Tellurium has the symbol Te.""]","[1, 1, 0, 1, 1, 1]"
The Spanish word 'semilla' means 'seed' and the Spanish word 'esposa' means 'wife' and the Spanish word 'dedo' means 'finger'.,sp_en_trans,3,all_true,3,0,1,"[""The Spanish word 'semilla' means 'seed'."", ""The Spanish word 'esposa' means 'wife'."", ""The Spanish word 'dedo' means 'finger'.""]","[1, 1, 1]"
The dog is a mammal and the cow is a bird.,animal_class,2,dilute_1false,1,1,0,"[""The dog is a mammal."", ""The cow is a bird.""]","[1, 0]"
The city of Ho Chi Minh City is in Ghana and the city of Port Said is in Mauritania and the city of Suez is in Azerbaijan and the city of Koeln is in Lithuania and the city of Lianyungang is in Romania and the city of Bekasi is in Romania.,cities,6,all_false,0,6,0,"[""The city of Ho Chi Minh City is in Ghana."", ""The city of Port Said is in Mauritania."", ""The city of Suez is in Azerbaijan."", ""The city of Koeln is in Lithuania."", ""The city of Lianyungang is in Romania."", ""The city of Bekasi is in Romania.""]","[0, 0, 0, 0, 0, 0]"
The Spanish word 'madre' means 'mother' and the Spanish word 'pierna' means 'leg' and the Spanish word 'delgado' means 'thin' and the Spanish word 'grupo' means 'group'.,sp_en_trans,4,all_true,4,0,1,"[""The Spanish word 'madre' means 'mother'."", ""The Spanish word 'pierna' means 'leg'."", ""The Spanish word 'delgado' means 'thin'."", ""The Spanish word 'grupo' means 'group'.""]","[1, 1, 1, 1]"
