statement,topic,conjunctA,conjunctB,labelA,labelB,cell,connective,ordering
"Either the Spanish word 'leer' means 'to read' or the Spanish word 'temprano' means 'early', but not both.",sp_en_trans,The Spanish word 'temprano' means 'early'.,The Spanish word 'leer' means 'to read'.,1,1,TT,xor,BA
"Either Praseodymium has the symbol I or Holmium has the symbol Ho, but not both.",element_symb,Holmium has the symbol Ho.,Praseodymium has the symbol I.,1,0,TF,xor,BA
"Either Astatine has the symbol At or Platinum has the symbol Pt, but not both.",element_symb,Platinum has the symbol Pt.,Astatine has the symbol At.,1,1,TT,xor,BA
"Either the Spanish word 'mes' means 'month' or the Spanish word 'hola' means 'hello', but not both.",sp_en_trans,The Spanish word 'mes' means 'month'.,The Spanish word 'hola' means 'hello'.,1,1,TT,xor,AB
"Either Daisuke Inoue lived in Japan or Hans von Ohain lived in England, but not both.",inventors,Daisuke Inoue lived in Japan.,Hans von Ohain lived in England.,1,0,TF,xor,AB
"Either the lion is a mammal or the hedgehog is a fish, but not both.",animal_class,The hedgehog is a fish.,The lion is a mammal.,0,1,FT,xor,BA
"Either Sir Frank Whittle lived in the Netherlands or Michael Faraday lived in Croatia, but not both.",inventors,Sir Frank Whittle lived in the Netherlands.,Michael Faraday lived in Croatia.,0,0,FF,xor,AB
"Either Tellurium has the symbol Te or Lead has the symbol Pb, but not both.",element_symb,Tellurium has the symbol Te.,Lead has the symbol Pb.,1,1,TT,xor,AB
"Either the Spanish word 'mujer' means 'woman' or the Spanish word 'hueso' means 'bone', but not both.",sp_en_trans,The Spanish word 'mujer' means 'woman'.,The Spanish word 'hueso' means 'bone'.,1,1,TT,xor,AB
"Either the city of Zhabei is in China or the city of Rio de Janeiro is in Brazil, but not both.",cities,The city of Rio de Janeiro is in Brazil.,The city of Zhabei is in China.,1,1,TT,xor,BA
"Either Garrett Morgan lived in the U.S or James Hargreaves lived in the U.K, but not both.",inventors,James Hargreaves lived in the U.K.,Garrett Morgan lived in the U.S.,1,1,TT,xor,BA
"Either the Spanish word 'fuego' means 'woman' or the Spanish word 'caliente' means 'corner', but not both.",sp_en_trans,The Spanish word 'caliente' means 'corner'.,The Spanish word 'fuego' means 'woman'.,0,0,FF,xor,BA
"Either the city of Vijayawada is in India or the city of Irkutsk is in Russia, but not both.",cities,The city of Irkutsk is in Russia.,The city of Vijayawada is in India.,1,1,TT,xor,BA
"Either the Spanish word 'madre' means 'mother' or the Spanish word 'fuerza' means 'voice', but not both.",sp_en_trans,The Spanish word 'fuerza' means 'voice'.,The Spanish word 'madre' means 'mother'.,0,1,FT,xor,BA
"Either the city of Tlaquepaque is in Mozambique or the city of Vladivostok is in Russia, but not both.",cities,The city of Vladivostok is in Russia.,The city of Tlaquepaque is in Mozambique.,1,0,TF,xor,BA
"Either the moose is a mammal or the camel is a crustacean, but not both.",animal_class,The moose is a mammal.,The camel is a crustacean.,1,0,TF,xor,AB
"Either the city of Guigang is in China or the city of Linfen is in Uzbekistan, but not both.",cities,The city of Guigang is in China.,The city of Linfen is in Uzbekistan.,1,0,TF,xor,AB
"Either the Spanish word 'amigo' means 'enough' or the Spanish word 'escribir' means 'to die', but not both.",sp_en_trans,The Spanish word 'amigo' means 'enough'.,The Spanish word 'escribir' means 'to die'.,0,0,FF,xor,AB
"Either Ignazio Porro lived in Austria/the U.S or Archimedes lived in Turkey/the U.S, but not both.",inventors,Ignazio Porro lived in Austria/the U.S.,Archimedes lived in Turkey/the U.S.,0,0,FF,xor,AB
"Either Sodium has the symbol Na or Thulium has the symbol Tm, but not both.",element_symb,Sodium has the symbol Na.,Thulium has the symbol Tm.,1,1,TT,xor,AB
"Either the Spanish word 'coche' means 'month' or the Spanish word 'hueso' means 'bone', but not both.",sp_en_trans,The Spanish word 'coche' means 'month'.,The Spanish word 'hueso' means 'bone'.,0,1,FT,xor,AB
"Either Hydrogen has the symbol H or Cobalt has the symbol H, but not both.",element_symb,Cobalt has the symbol H.,Hydrogen has the symbol H.,0,1,FT,xor,BA
"Either the moose is a mammal or the camel is a mammal, but not both.",animal_class,The moose is a mammal.,The camel is a mammal.,1,1,TT,xor,AB
"Either the city of Kyiv is in Iran or the city of Agadir is in Morocco, but not both.",cities,The city of Kyiv is in Iran.,The city of Agadir is in Morocco.,0,1,FT,xor,AB
"Either Germanium has the symbol Ge or Magnesium has the symbol Mg, but not both.",element_symb,Germanium has the symbol Ge.,Magnesium has the symbol Mg.,1,1,TT,xor,AB
"Either the city of Kolhapur is in the Republic of the Congo or the city of Winnipeg is in Canada, but not both.",cities,The city of Kolhapur is in the Republic of the Congo.,The city of Winnipeg is in Canada.,0,1,FT,xor,AB
"Either the rabbit is a mammal or the otter is a mammal, but not both.",animal_class,The rabbit is a mammal.,The otter is a mammal.,1,1,TT,xor,AB
"Either Niobium has the symbol Fr or Aluminum has the symbol C, but not both.",element_symb,Aluminum has the symbol C.,Niobium has the symbol Fr.,0,0,FF,xor,BA
"Either Fluorine has the symbol F or Gallium has the symbol Ga, but not both.",element_symb,Gallium has the symbol Ga.,Fluorine has the symbol F.,1,1,TT,xor,BA
"Either Herbert Akroyd Stuart lived in England or Ralph H. Baer lived in the U.S, but not both.",inventors,Ralph H. Baer lived in the U.S.,Herbert Akroyd Stuart lived in England.,1,1,TT,xor,BA
"Either the Spanish word 'semilla' means 'bear' or the Spanish word 'oferta' means 'open', but not both.",sp_en_trans,The Spanish word 'semilla' means 'bear'.,The Spanish word 'oferta' means 'open'.,0,0,FF,xor,AB
"Either Zinc has the symbol Zn or Ytterbium has the symbol Yb, but not both.",element_symb,Ytterbium has the symbol Yb.,Zinc has the symbol Zn.,1,1,TT,xor,BA
"Either Radon has the symbol Np or Chromium has the symbol Rb, but not both.",element_symb,Chromium has the symbol Rb.,Radon has the symbol Np.,0,0,FF,xor,BA
"Either the city of Dortmund is in Germany or the city of Ryazan' is in Russia, but not both.",cities,The city of Dortmund is in Germany.,The city of Ryazan' is in Russia.,1,1,TT,xor,AB
"Either the shark is a fish or the hippopotamus is a mollusk, but not both.",animal_class,The hippopotamus is a mollusk.,The shark is a fish.,0,1,FT,xor,BA
"Either the city of Siping is in China or the city of Algiers is in Lithuania, but not both.",cities,The city of Algiers is in Lithuania.,The city of Siping is in China.,0,1,FT,xor,BA
"Either the city of Madurai is in India or the city of Tangier is in Nepal, but not both.",cities,The city of Tangier is in Nepal.,The city of Madurai is in India.,0,1,FT,xor,BA
"Either the city of Pimpri is in India or the city of Jamshedpur is in Kenya, but not both.",cities,The city of Jamshedpur is in Kenya.,The city of Pimpri is in India.,0,1,FT,xor,BA
"Either the mongoose is a mammal or the llama is a mammal, but not both.",animal_class,The mongoose is a mammal.,The llama is a mammal.,1,1,TT,xor,AB
"Either Iron has the symbol Fe or Phosphorus has the symbol P, but not both.",element_symb,Phosphorus has the symbol P.,Iron has the symbol Fe.,1,1,TT,xor,BA
"Either Beryllium has the symbol Be or Argon has the symbol Ar, but not both.",element_symb,Argon has the symbol Ar.,Beryllium has the symbol Be.,1,1,TT,xor,BA
"Either the Spanish word 'belleza' means 'beauty' or the Spanish word 'piel' means 'three', but not both.",sp_en_trans,The Spanish word 'piel' means 'three'.,The Spanish word 'belleza' means 'beauty'.,0,1,FT,xor,BA
"Either Fridtjof Nansen lived in Norway or Narinder Singh Kapany lived in India, but not both.",inventors,Narinder Singh Kapany lived in India.,Fridtjof Nansen lived in Norway.,1,1,TT,xor,BA
"Either Daisuke Inoue lived in Sweden or Hans von Ohain lived in England, but not both.",inventors,Daisuke Inoue lived in Sweden.,Hans von Ohain lived in England.,0,0,FF,xor,AB
"Either Fluorine has the symbol F or Cobalt has the symbol H, but not both.",element_symb,Fluorine has the symbol F.,Cobalt has the symbol H.,1,0,TF,xor,AB
"Either Tantalum has the symbol Ta or Barium has the symbol Kr, but not both.",element_symb,Tantalum has the symbol Ta.,Barium has the symbol Kr.,1,0,TF,xor,AB
"Either George Devol lived in Hungary or Guglielmo Marconi lived in Italy, but not both.",inventors,George Devol lived in Hungary.,Guglielmo Marconi lived in Italy.,0,1,FT,xor,AB
"Either the Spanish word 'tres' means 'three' or the Spanish word 'isla' means 'island', but not both.",sp_en_trans,The Spanish word 'tres' means 'three'.,The Spanish word 'isla' means 'island'.,1,1,TT,xor,AB
"Either the cheetah is a mammal or the frog is a amphibian, but not both.",animal_class,The frog is a amphibian.,The cheetah is a mammal.,1,1,TT,xor,BA
"Either the llama is a mammal or the mongoose is a reptile, but not both.",animal_class,The mongoose is a reptile.,The llama is a mammal.,0,1,FT,xor,BA
"Either the Spanish word 'fuego' means 'fire' or the Spanish word 'caliente' means 'hot', but not both.",sp_en_trans,The Spanish word 'caliente' means 'hot'.,The Spanish word 'fuego' means 'fire'.,1,1,TT,xor,BA
"Either Frederick G. Creed lived in the U.S or Ralph Benjamin lived in Poland/France, but not both.",inventors,Frederick G. Creed lived in the U.S.,Ralph Benjamin lived in Poland/France.,0,0,FF,xor,AB
"Either the city of Vladivostok is in Ghana or the city of Tlaquepaque is in Mozambique, but not both.",cities,The city of Vladivostok is in Ghana.,The city of Tlaquepaque is in Mozambique.,0,0,FF,xor,AB
"Either the city of Lodz is in Poland or the city of Indore is in India, but not both.",cities,The city of Lodz is in Poland.,The city of Indore is in India.,1,1,TT,xor,AB
"Either the city of Zhoushan is in the Philippines or the city of Baoji is in Germany, but not both.",cities,The city of Zhoushan is in the Philippines.,The city of Baoji is in Germany.,0,0,FF,xor,AB
"Either Paul Gottlieb Nipkow lived in Norway or Linus Torvalds lived in Finland, but not both.",inventors,Linus Torvalds lived in Finland.,Paul Gottlieb Nipkow lived in Norway.,1,0,TF,xor,BA
"Either the city of Guigang is in China or the city of Linfen is in China, but not both.",cities,The city of Guigang is in China.,The city of Linfen is in China.,1,1,TT,xor,AB
"Either the flamingo is a amphibian or the seagull is a reptile, but not both.",animal_class,The flamingo is a amphibian.,The seagull is a reptile.,0,0,FF,xor,AB
"Either the Spanish word 'madre' means 'neighbor' or the Spanish word 'fuerza' means 'voice', but not both.",sp_en_trans,The Spanish word 'fuerza' means 'voice'.,The Spanish word 'madre' means 'neighbor'.,0,0,FF,xor,BA
"Either the city of Hegang is in China or the city of Bucharest is in Romania, but not both.",cities,The city of Hegang is in China.,The city of Bucharest is in Romania.,1,1,TT,xor,AB
"Either Georges Claude lived in France or Elisha Gray lived in the U.K, but not both.",inventors,Elisha Gray lived in the U.K.,Georges Claude lived in France.,0,1,FT,xor,BA
"Either Ami Argand lived in Switzerland or Leonardo da Vinci lived in Italy, but not both.",inventors,Ami Argand lived in Switzerland.,Leonardo da Vinci lived in Italy.,1,1,TT,xor,AB
"Either Palladium has the symbol Ir or Astatine has the symbol At, but not both.",element_symb,Astatine has the symbol At.,Palladium has the symbol Ir.,1,0,TF,xor,BA
"Either Joseph Henry lived in the U.S or Joseph Bramah lived in the U.K, but not both.",inventors,Joseph Henry lived in the U.S.,Joseph Bramah lived in the U.K.,1,1,TT,xor,AB
"Either the city of Pretoria is in South Africa or the city of Kuala Lumpur is in Malaysia, but not both.",cities,The city of Kuala Lumpur is in Malaysia.,The city of Pretoria is in South Africa.,1,1,TT,xor,BA
"Either Copper has the symbol Cu or Dysprosium has the symbol I, but not both.",element_symb,Dysprosium has the symbol I.,Copper has the symbol Cu.,0,1,FT,xor,BA
"Either the Spanish word 'fuerza' means 'voice' or the Spanish word 'madre' means 'mother', but not both.",sp_en_trans,The Spanish word 'fuerza' means 'voice'.,The Spanish word 'madre' means 'mother'.,0,1,FT,xor,AB
"Either the salmon is a crustacean or the panda is a bird, but not both.",animal_class,The panda is a bird.,The salmon is a crustacean.,0,0,FF,xor,BA
"Either Uranium has the symbol U or Dysprosium has the symbol Dy, but not both.",element_symb,Dysprosium has the symbol Dy.,Uranium has the symbol U.,1,1,TT,xor,BA
"Either John Callcott Horsley lived in the U.K or William Kelly lived in the U.S, but not both.",inventors,William Kelly lived in the U.S.,John Callcott Horsley lived in the U.K.,1,1,TT,xor,BA
"Either the city of Paranaque City is in the Philippines or the city of Klang is in Malaysia, but not both.",cities,The city of Paranaque City is in the Philippines.,The city of Klang is in Malaysia.,1,1,TT,xor,AB
"Either the city of Changshu is in Germany or the city of Nagoya is in the Dominican Republic, but not both.",cities,The city of Changshu is in Germany.,The city of Nagoya is in the Dominican Republic.,0,0,FF,xor,AB
"Either the city of Saint Petersburg is in Russia or the city of Luzhou is in China, but not both.",cities,The city of Saint Petersburg is in Russia.,The city of Luzhou is in China.,1,1,TT,xor,AB
"Either the city of Kolhapur is in India or the city of Winnipeg is in Morocco, but not both.",cities,The city of Kolhapur is in India.,The city of Winnipeg is in Morocco.,1,0,TF,xor,AB
"Either the Spanish word 'vender' means 'son' or the Spanish word 'desarrollar' means 'to develop', but not both.",sp_en_trans,The Spanish word 'desarrollar' means 'to develop'.,The Spanish word 'vender' means 'son'.,1,0,TF,xor,BA
"Either Edwin Link lived in Japan or Konrad Zuse lived in Germany, but not both.",inventors,Konrad Zuse lived in Germany.,Edwin Link lived in Japan.,1,0,TF,xor,BA
"Either John Wesley Hyatt lived in England or Narinder Singh Kapany lived in India, but not both.",inventors,John Wesley Hyatt lived in England.,Narinder Singh Kapany lived in India.,0,1,FT,xor,AB
"Either the seagull is a bird or the raccoon is a mammal, but not both.",animal_class,The raccoon is a mammal.,The seagull is a bird.,1,1,TT,xor,BA
"Either Rhenium has the symbol Pb or Argon has the symbol Ar, but not both.",element_symb,Argon has the symbol Ar.,Rhenium has the symbol Pb.,1,0,TF,xor,BA
"Either Marie Curie lived in Poland/Germany or Nicolas Appert lived in France, but not both.",inventors,Marie Curie lived in Poland/Germany.,Nicolas Appert lived in France.,0,1,FT,xor,AB
"Either the Spanish word 'caliente' means 'hot' or the Spanish word 'conectar' means 'to connect', but not both.",sp_en_trans,The Spanish word 'conectar' means 'to connect'.,The Spanish word 'caliente' means 'hot'.,1,1,TT,xor,BA
"Either Francium has the symbol Fr or Vanadium has the symbol V, but not both.",element_symb,Vanadium has the symbol V.,Francium has the symbol Fr.,1,1,TT,xor,BA
"Either the city of Marseille is in France or the city of Jiaxing is in North Korea, but not both.",cities,The city of Marseille is in France.,The city of Jiaxing is in North Korea.,1,0,TF,xor,AB
"Either Joseph Bramah lived in the U.K or Joseph Henry lived in the U.S, but not both.",inventors,Joseph Henry lived in the U.S.,Joseph Bramah lived in the U.K.,1,1,TT,xor,BA
"Either Ralph H. Baer lived in the U.S or Hans Oersted lived in Denmark, but not both.",inventors,Ralph H. Baer lived in the U.S.,Hans Oersted lived in Denmark.,1,1,TT,xor,AB
"Either the mongoose is a mammal or the llama is a mollusk, but not both.",animal_class,The mongoose is a mammal.,The llama is a mollusk.,1,0,TF,xor,AB
"Either the city of Peshawar is in Sweden or the city of Khulna is in Nigeria, but not both.",cities,The city of Peshawar is in Sweden.,The city of Khulna is in Nigeria.,0,0,FF,xor,AB
"Either the bee is a mollusk or the porcupine is a bird, but not both.",animal_class,The bee is a mollusk.,The porcupine is a bird.,0,0,FF,xor,AB
"Either the penguin is a bird or the otter is a mammal, but not both.",animal_class,The otter is a mammal.,The penguin is a bird.,1,1,TT,xor,BA
"Either the chimpanzee is a insect or the moose is a reptile, but not both.",animal_class,The moose is a reptile.,The chimpanzee is a insect.,0,0,FF,xor,BA
"Either the goat is a mammal or the parrot is a bird, but not both.",animal_class,The parrot is a bird.,The goat is a mammal.,1,1,TT,xor,BA
"Either the hyena is a mammal or the chimpanzee is a mammal, but not both.",animal_class,The hyena is a mammal.,The chimpanzee is a mammal.,1,1,TT,xor,AB
"Either Tantalum has the symbol Ta or Iron has the symbol Fe, but not both.",element_symb,Iron has the symbol Fe.,Tantalum has the symbol Ta.,1,1,TT,xor,BA
"Either Narinder Singh Kapany lived in India or Fridtjof Nansen lived in Norway, but not both.",inventors,Narinder Singh Kapany lived in India.,Fridtjof Nansen lived in Norway.,1,1,TT,xor,AB
"Either the sparrow is a bird or the chicken is a mammal, but not both.",animal_class,The chicken is a mammal.,The sparrow is a bird.,0,1,FT,xor,BA
"Either Daniel Fahrenheit lived in Canada/the U.S or Otis Boykin lived in the U.S, but not both.",inventors,Daniel Fahrenheit lived in Canada/the U.S.,Otis Boykin lived in the U.S.,0,1,FT,xor,AB
"Either the city of Uberlandia is in Turkey or the city of Santo Domingo Oeste is in the Dominican Republic, but not both.",cities,The city of Uberlandia is in Turkey.,The city of Santo Domingo Oeste is in the Dominican Republic.,0,1,FT,xor,AB
"Either the Spanish word 'olor' means 'smell' or the Spanish word 'aceite' means 'oil', but not both.",sp_en_trans,The Spanish word 'olor' means 'smell'.,The Spanish word 'aceite' means 'oil'.,1,1,TT,xor,AB
"Either the Spanish word 'oscuro' means 'dark' or the Spanish word 'primero' means 'first', but not both.",sp_en_trans,The Spanish word 'oscuro' means 'dark'.,The Spanish word 'primero' means 'first'.,1,1,TT,xor,AB
"Either the city of Vijayawada is in India or the city of Irkutsk is in Kuwait, but not both.",cities,The city of Irkutsk is in Kuwait.,The city of Vijayawada is in India.,0,1,FT,xor,BA
"Either the chimpanzee is a insect or the hyena is a cnidarian, but not both.",animal_class,The hyena is a cnidarian.,The chimpanzee is a insect.,0,0,FF,xor,BA
"Either the city of Tolyatti is in Myanmar or the city of Weinan is in Colombia, but not both.",cities,The city of Weinan is in Colombia.,The city of Tolyatti is in Myanmar.,0,0,FF,xor,BA
"Either the Spanish word 'imaginar' means 'to imagine' or the Spanish word 'comer' means 'to eat', but not both.",sp_en_trans,The Spanish word 'imaginar' means 'to imagine'.,The Spanish word 'comer' means 'to eat'.,1,1,TT,xor,AB
"Either the city of Harbin is in Madagascar or the city of Sapporo is in Japan, but not both.",cities,The city of Sapporo is in Japan.,The city of Harbin is in Madagascar.,1,0,TF,xor,BA
"Either the Spanish word 'caliente' means 'corner' or the Spanish word 'conectar' means 'to connect', but not both.",sp_en_trans,The Spanish word 'conectar' means 'to connect'.,The Spanish word 'caliente' means 'corner'.,1,0,TF,xor,BA
"Either the city of Khulna is in Bangladesh or the city of Peshawar is in Sweden, but not both.",cities,The city of Peshawar is in Sweden.,The city of Khulna is in Bangladesh.,0,1,FT,xor,BA
"Either Charles Macintosh lived in the U.K or James Watt lived in Scotland, but not both.",inventors,Charles Macintosh lived in the U.K.,James Watt lived in Scotland.,1,1,TT,xor,AB
"Either the city of Algiers is in Algeria or the city of Siping is in China, but not both.",cities,The city of Algiers is in Algeria.,The city of Siping is in China.,1,1,TT,xor,AB
"Either the Spanish word 'delgado' means 'history' or the Spanish word 'hijo' means 'son', but not both.",sp_en_trans,The Spanish word 'delgado' means 'history'.,The Spanish word 'hijo' means 'son'.,0,1,FT,xor,AB
"Either Thallium has the symbol Tl or Osmium has the symbol P, but not both.",element_symb,Osmium has the symbol P.,Thallium has the symbol Tl.,0,1,FT,xor,BA
"Either the city of Pontianak is in Indonesia or the city of Homyel' is in Belarus, but not both.",cities,The city of Pontianak is in Indonesia.,The city of Homyel' is in Belarus.,1,1,TT,xor,AB
"Either the city of Malang is in Indonesia or the city of Asmara is in Eritrea, but not both.",cities,The city of Malang is in Indonesia.,The city of Asmara is in Eritrea.,1,1,TT,xor,AB
"Either Xenon has the symbol Hf or Neon has the symbol B, but not both.",element_symb,Xenon has the symbol Hf.,Neon has the symbol B.,0,0,FF,xor,AB
"Either the Spanish word 'pero' means 'but' or the Spanish word 'esquina' means 'corner', but not both.",sp_en_trans,The Spanish word 'pero' means 'but'.,The Spanish word 'esquina' means 'corner'.,1,1,TT,xor,AB
"Either James Watt lived in Finland or Charles Macintosh lived in Japan, but not both.",inventors,Charles Macintosh lived in Japan.,James Watt lived in Finland.,0,0,FF,xor,BA
"Either Garrett Morgan lived in Ukraine/the U.S or James Hargreaves lived in the U.K, but not both.",inventors,James Hargreaves lived in the U.K.,Garrett Morgan lived in Ukraine/the U.S.,1,0,TF,xor,BA
"Either the Spanish word 'vender' means 'to sell' or the Spanish word 'gato' means 'cat', but not both.",sp_en_trans,The Spanish word 'vender' means 'to sell'.,The Spanish word 'gato' means 'cat'.,1,1,TT,xor,AB
"Either the city of Warangal is in Ethiopia or the city of Ahmedabad is in Mali, but not both.",cities,The city of Warangal is in Ethiopia.,The city of Ahmedabad is in Mali.,0,0,FF,xor,AB
"Either the gorilla is a mammal or the jellyfish is a cnidarian, but not both.",animal_class,The jellyfish is a cnidarian.,The gorilla is a mammal.,1,1,TT,xor,BA
"Either Thallium has the symbol Tl or Zirconium has the symbol Zr, but not both.",element_symb,Thallium has the symbol Tl.,Zirconium has the symbol Zr.,1,1,TT,xor,AB
"Either the Spanish word 'fuerza' means 'force' or the Spanish word 'madre' means 'mother', but not both.",sp_en_trans,The Spanish word 'fuerza' means 'force'.,The Spanish word 'madre' means 'mother'.,1,1,TT,xor,AB
"Either the porcupine is a mammal or the raccoon is a bird, but not both.",animal_class,The porcupine is a mammal.,The raccoon is a bird.,1,0,TF,xor,AB
"Either the flamingo is a amphibian or the seagull is a bird, but not both.",animal_class,The flamingo is a amphibian.,The seagull is a bird.,0,1,FT,xor,AB
"Either the Spanish word 'lento' means 'slow' or the Spanish word 'cabeza' means 'head', but not both.",sp_en_trans,The Spanish word 'lento' means 'slow'.,The Spanish word 'cabeza' means 'head'.,1,1,TT,xor,AB
"Either the goldfish is a mollusk or the cow is a bird, but not both.",animal_class,The goldfish is a mollusk.,The cow is a bird.,0,0,FF,xor,AB
"Either Hydrogen has the symbol H or Cobalt has the symbol Co, but not both.",element_symb,Cobalt has the symbol Co.,Hydrogen has the symbol H.,1,1,TT,xor,BA
"Either the city of Kolhapur is in India or the city of Winnipeg is in Canada, but not both.",cities,The city of Kolhapur is in India.,The city of Winnipeg is in Canada.,1,1,TT,xor,AB
"Either the city of Siping is in the United States or the city of Nagoya is in Japan, but not both.",cities,The city of Siping is in the United States.,The city of Nagoya is in Japan.,0,1,FT,xor,AB
"Either the Spanish word 'mujer' means 'enough' or the Spanish word 'hueso' means 'bone', but not both.",sp_en_trans,The Spanish word 'mujer' means 'enough'.,The Spanish word 'hueso' means 'bone'.,0,1,FT,xor,AB
"Either the hummingbird is a crustacean or the moose is a mammal, but not both.",animal_class,The moose is a mammal.,The hummingbird is a crustacean.,1,0,TF,xor,BA
"Either the Spanish word 'prueba' means 'whale' or the Spanish word 'leer' means 'to read', but not both.",sp_en_trans,The Spanish word 'prueba' means 'whale'.,The Spanish word 'leer' means 'to read'.,0,1,FT,xor,AB
"Either the Spanish word 'uno' means 'mouth' or the Spanish word 'parecer' means 'wave', but not both.",sp_en_trans,The Spanish word 'uno' means 'mouth'.,The Spanish word 'parecer' means 'wave'.,0,0,FF,xor,AB
"Either the city of Huainan is in China or the city of Curitiba is in Brazil, but not both.",cities,The city of Huainan is in China.,The city of Curitiba is in Brazil.,1,1,TT,xor,AB
"Either the Spanish word 'imaginar' means 'to imagine' or the Spanish word 'oveja' means 'busy', but not both.",sp_en_trans,The Spanish word 'oveja' means 'busy'.,The Spanish word 'imaginar' means 'to imagine'.,0,1,FT,xor,BA
"Either the city of Khulna is in Nigeria or the city of Peshawar is in Sweden, but not both.",cities,The city of Peshawar is in Sweden.,The city of Khulna is in Nigeria.,0,0,FF,xor,BA
"Either the walrus is a mammal or the zebra is a mammal, but not both.",animal_class,The walrus is a mammal.,The zebra is a mammal.,1,1,TT,xor,AB
"Either Daniel Fahrenheit lived in Canada/the U.S or Jean-Bernard-Léon Foucault lived in Germany, but not both.",inventors,Daniel Fahrenheit lived in Canada/the U.S.,Jean-Bernard-Léon Foucault lived in Germany.,0,0,FF,xor,AB
"Either the city of Qujing is in China or the city of Ufa is in Russia, but not both.",cities,The city of Ufa is in Russia.,The city of Qujing is in China.,1,1,TT,xor,BA
"Either the Spanish word 'vender' means 'son' or the Spanish word 'desarrollar' means 'sand', but not both.",sp_en_trans,The Spanish word 'desarrollar' means 'sand'.,The Spanish word 'vender' means 'son'.,0,0,FF,xor,BA
"Either the city of Port Harcourt is in Malaysia or the city of Santiago de los Caballeros is in the Dominican Republic, but not both.",cities,The city of Santiago de los Caballeros is in the Dominican Republic.,The city of Port Harcourt is in Malaysia.,1,0,TF,xor,BA
"Either Scandium has the symbol Sc or Gallium has the symbol Pb, but not both.",element_symb,Gallium has the symbol Pb.,Scandium has the symbol Sc.,0,1,FT,xor,BA
"Either the zebra is a mammal or the walrus is a cnidarian, but not both.",animal_class,The walrus is a cnidarian.,The zebra is a mammal.,0,1,FT,xor,BA
"Either the Spanish word 'escribir' means 'to write' or the Spanish word 'amigo' means 'enough', but not both.",sp_en_trans,The Spanish word 'amigo' means 'enough'.,The Spanish word 'escribir' means 'to write'.,0,1,FT,xor,BA
"Either the city of Goyang-si is in South Korea or the city of Kano is in Nigeria, but not both.",cities,The city of Goyang-si is in South Korea.,The city of Kano is in Nigeria.,1,1,TT,xor,AB
"Either the city of Jiaxing is in North Korea or the city of Marseille is in Romania, but not both.",cities,The city of Marseille is in Romania.,The city of Jiaxing is in North Korea.,0,0,FF,xor,BA
"Either the city of Porto Velho is in Brazil or the city of Abu Ghurayb is in Iraq, but not both.",cities,The city of Porto Velho is in Brazil.,The city of Abu Ghurayb is in Iraq.,1,1,TT,xor,AB
"Either the city of Weinan is in China or the city of Tolyatti is in Russia, but not both.",cities,The city of Weinan is in China.,The city of Tolyatti is in Russia.,1,1,TT,xor,AB
"Either Tantalum has the symbol La or Barium has the symbol Ba, but not both.",element_symb,Tantalum has the symbol La.,Barium has the symbol Ba.,0,1,FT,xor,AB
"Either Charles Francis Richter lived in India or Igor Tamm lived in Russia, but not both.",inventors,Igor Tamm lived in Russia.,Charles Francis Richter lived in India.,1,0,TF,xor,BA
"Either Ami Argand lived in Switzerland or Leonardo da Vinci lived in Sweden/the U.S, but not both.",inventors,Ami Argand lived in Switzerland.,Leonardo da Vinci lived in Sweden/the U.S.,1,0,TF,xor,AB
"Either the moose is a mammal or the chimpanzee is a mammal, but not both.",animal_class,The moose is a mammal.,The chimpanzee is a mammal.,1,1,TT,xor,AB
"Either Argon has the symbol Ar or Rubidium has the symbol K, but not both.",element_symb,Argon has the symbol Ar.,Rubidium has the symbol K.,1,0,TF,xor,AB
"Either the deer is a mammal or the kangaroo is a reptile, but not both.",animal_class,The kangaroo is a reptile.,The deer is a mammal.,0,1,FT,xor,BA
"Either the Spanish word 'caliente' means 'hot' or the Spanish word 'pierna' means 'leg', but not both.",sp_en_trans,The Spanish word 'caliente' means 'hot'.,The Spanish word 'pierna' means 'leg'.,1,1,TT,xor,AB
"Either the Spanish word 'temprano' means 'nothing' or the Spanish word 'noche' means 'to write', but not both.",sp_en_trans,The Spanish word 'temprano' means 'nothing'.,The Spanish word 'noche' means 'to write'.,0,0,FF,xor,AB
"Either Frederick G. Creed lived in Canada or Ralph Benjamin lived in the U.K, but not both.",inventors,Frederick G. Creed lived in Canada.,Ralph Benjamin lived in the U.K.,1,1,TT,xor,AB
"Either the Spanish word 'ejemplo' means 'to see' or the Spanish word 'abrigo' means 'to eat', but not both.",sp_en_trans,The Spanish word 'ejemplo' means 'to see'.,The Spanish word 'abrigo' means 'to eat'.,0,0,FF,xor,AB
"Either Evangelista Torricelli lived in Finland or Edouard Benedictus lived in England, but not both.",inventors,Edouard Benedictus lived in England.,Evangelista Torricelli lived in Finland.,0,0,FF,xor,BA
"Either the narwhal is a mammal or the goat is a reptile, but not both.",animal_class,The goat is a reptile.,The narwhal is a mammal.,0,1,FT,xor,BA
"Either the slug is a mammal or the llama is a mammal, but not both.",animal_class,The slug is a mammal.,The llama is a mammal.,0,1,FT,xor,AB
"Either the Spanish word 'palabra' means 'word' or the Spanish word 'hielo' means 'ice', but not both.",sp_en_trans,The Spanish word 'hielo' means 'ice'.,The Spanish word 'palabra' means 'word'.,1,1,TT,xor,BA
