statement,topic,conjunctA,conjunctB,labelA,labelB,cell,connective,ordering
The Spanish word 'jugar' means 'to play' or the Spanish word 'construir' means 'to build'.,sp_en_trans,The Spanish word 'jugar' means 'to play'.,The Spanish word 'construir' means 'to build'.,1,1,TT,or,AB
Actinium has the symbol H or Platinum has the symbol Pt.,element_symb,Platinum has the symbol Pt.,Actinium has the symbol H.,1,0,TF,or,BA
The Spanish word 'ciudad' means 'to connect' and the Spanish word 'y' means 'and'.,sp_en_trans,The Spanish word 'y' means 'and'.,The Spanish word 'ciudad' means 'to connect'.,1,0,TF,and,BA
The city of Santa Maria Chimalhuacan is in Kenya and the city of Nashik is in Azerbaijan.,cities,The city of Nashik is in Azerbaijan.,The city of Santa Maria Chimalhuacan is in Kenya.,0,0,FF,and,BA
Daniel Fahrenheit lived in Canada/the U.S and Jean-Bernard-Léon Foucault lived in France.,inventors,Daniel Fahrenheit lived in Canada/the U.S.,Jean-Bernard-Léon Foucault lived in France.,0,1,FT,and,AB
John Gorrie lived in Switzerland and John Logie Baird lived in Scotland.,inventors,John Logie Baird lived in Scotland.,John Gorrie lived in Switzerland.,1,0,TF,and,BA
The Spanish word 'suficiente' means 'tool' or the Spanish word 'elegir' means 'to choose'.,sp_en_trans,The Spanish word 'elegir' means 'to choose'.,The Spanish word 'suficiente' means 'tool'.,1,0,TF,or,BA
The hippopotamus is a mammal and the shark is a cnidarian.,animal_class,The hippopotamus is a mammal.,The shark is a cnidarian.,1,0,TF,and,AB
The deer is a mammal or the kangaroo is a reptile.,animal_class,The kangaroo is a reptile.,The deer is a mammal.,0,1,FT,or,BA
The axolotl is a fish or the chimpanzee is a mammal.,animal_class,The axolotl is a fish.,The chimpanzee is a mammal.,0,1,FT,or,AB
The Spanish word 'historia' means 'stone' or the Spanish word 'siete' means 'ice'.,sp_en_trans,The Spanish word 'siete' means 'ice'.,The Spanish word 'historia' means 'stone'.,0,0,FF,or,BA
The city of Xiaogan is in China or the city of Acapulco de Juarez is in Togo.,cities,The city of Acapulco de Juarez is in Togo.,The city of Xiaogan is in China.,0,1,FT,or,BA
The city of Irbid is in Jordan and the city of Reynosa is in Niger.,cities,The city of Reynosa is in Niger.,The city of Irbid is in Jordan.,0,1,FT,and,BA
The Spanish word 'historia' means 'history' or the Spanish word 'bueno' means 'modern'.,sp_en_trans,The Spanish word 'historia' means 'history'.,The Spanish word 'bueno' means 'modern'.,1,0,TF,or,AB
The Spanish word 'oferta' means 'open' and the Spanish word 'veinte' means 'shell'.,sp_en_trans,The Spanish word 'veinte' means 'shell'.,The Spanish word 'oferta' means 'open'.,0,0,FF,and,BA
The Spanish word 'vecino' means 'neighbor' or the Spanish word 'guardar' means 'to pass'.,sp_en_trans,The Spanish word 'vecino' means 'neighbor'.,The Spanish word 'guardar' means 'to pass'.,1,0,TF,or,AB
John Boyd Dunlop lived in Austria and Jacob Perkins lived in the U.S.,inventors,John Boyd Dunlop lived in Austria.,Jacob Perkins lived in the U.S.,0,1,FT,and,AB
Hans Goldschmidt lived in Russia or John Ambrose Fleming lived in Finland.,inventors,Hans Goldschmidt lived in Russia.,John Ambrose Fleming lived in Finland.,0,0,FF,or,AB
The city of Gaziantep is in Ghana or the city of Madurai is in India.,cities,The city of Gaziantep is in Ghana.,The city of Madurai is in India.,0,1,FT,or,AB
The Spanish word 'mar' means 'to save' and the Spanish word 'pasar' means 'map'.,sp_en_trans,The Spanish word 'mar' means 'to save'.,The Spanish word 'pasar' means 'map'.,0,0,FF,and,AB
The camel is a mammal and the seagull is a bird.,animal_class,The seagull is a bird.,The camel is a mammal.,1,1,TT,and,BA
The city of Brazzaville is in the Dominican Republic and the city of Pietermaritzburg is in South Africa.,cities,The city of Brazzaville is in the Dominican Republic.,The city of Pietermaritzburg is in South Africa.,0,1,FT,and,AB
James Murray Spangler lived in Poland/Germany and Charles Francis Richter lived in the U.S.,inventors,James Murray Spangler lived in Poland/Germany.,Charles Francis Richter lived in the U.S.,0,1,FT,and,AB
The seagull is a reptile and the mongoose is a mammal.,animal_class,The seagull is a reptile.,The mongoose is a mammal.,0,1,FT,and,AB
The rabbit is a mammal and the whale is a amphibian.,animal_class,The whale is a amphibian.,The rabbit is a mammal.,0,1,FT,and,BA
George Washington Carver lived in the U.S and Shinya Yamanaka lived in Sweden.,inventors,Shinya Yamanaka lived in Sweden.,George Washington Carver lived in the U.S.,0,1,FT,and,BA
Palladium has the symbol Pd or Uranium has the symbol U.,element_symb,Uranium has the symbol U.,Palladium has the symbol Pd.,1,1,TT,or,BA
Lanthanum has the symbol La or Sulfur has the symbol O.,element_symb,Lanthanum has the symbol La.,Sulfur has the symbol O.,1,0,TF,or,AB
The city of Uberlandia is in Brazil or the city of Santo Domingo Oeste is in Cameroon.,cities,The city of Uberlandia is in Brazil.,The city of Santo Domingo Oeste is in Cameroon.,1,0,TF,or,AB
The sparrow is a crustacean and the tarantula is a bird.,animal_class,The tarantula is a bird.,The sparrow is a crustacean.,0,0,FF,and,BA
The panda is a mammal and the gorilla is a mammal.,animal_class,The gorilla is a mammal.,The panda is a mammal.,1,1,TT,and,BA
Tellurium has the symbol Zn and Zirconium has the symbol Zr.,element_symb,Tellurium has the symbol Zn.,Zirconium has the symbol Zr.,0,1,FT,and,AB
The Spanish word 'mapa' means 'to swim' and the Spanish word 'madre' means 'neighbor'.,sp_en_trans,The Spanish word 'madre' means 'neighbor'.,The Spanish word 'mapa' means 'to swim'.,0,0,FF,and,BA
Clarence Birdseye lived in Croatia or William Congreve lived in Italy.,inventors,Clarence Birdseye lived in Croatia.,William Congreve lived in Italy.,0,0,FF,or,AB
The salmon is a crustacean and the peacock is a bird.,animal_class,The peacock is a bird.,The salmon is a crustacean.,1,0,TF,and,BA
The bison is a cnidarian or the gazelle is a reptile.,animal_class,The gazelle is a reptile.,The bison is a cnidarian.,0,0,FF,or,BA
The city of Nanchang is in Burundi or the city of Santiago de los Caballeros is in China.,cities,The city of Santiago de los Caballeros is in China.,The city of Nanchang is in Burundi.,0,0,FF,or,BA
The elephant is a mammal and the panda is a bird.,animal_class,The panda is a bird.,The elephant is a mammal.,0,1,FT,and,BA
Argon has the symbol Pr or Thulium has the symbol Mg.,element_symb,Thulium has the symbol Mg.,Argon has the symbol Pr.,0,0,FF,or,BA
The leopard is a cnidarian and the tuna is a insect.,animal_class,The tuna is a insect.,The leopard is a cnidarian.,0,0,FF,and,BA
Magnesium has the symbol Mg or Rubidium has the symbol K.,element_symb,Rubidium has the symbol K.,Magnesium has the symbol Mg.,0,1,FT,or,BA
The goldfish is a fish or the kangaroo is a reptile.,animal_class,The goldfish is a fish.,The kangaroo is a reptile.,1,0,TF,or,AB
Arthur Fry lived in Croatia and Édouard-Léon Scott de Martinville lived in Poland/Germany.,inventors,Édouard-Léon Scott de Martinville lived in Poland/Germany.,Arthur Fry lived in Croatia.,0,0,FF,and,BA
The panda is a bird or the seagull is a bird.,animal_class,The seagull is a bird.,The panda is a bird.,1,0,TF,or,BA
William Kelly lived in the Soviet Union and John Callcott Horsley lived in the U.K.,inventors,William Kelly lived in the Soviet Union.,John Callcott Horsley lived in the U.K.,0,1,FT,and,AB
The goat is a mammal or the rat is a mammal.,animal_class,The rat is a mammal.,The goat is a mammal.,1,1,TT,or,BA
The lobster is a crustacean and the tapir is a mammal.,animal_class,The lobster is a crustacean.,The tapir is a mammal.,1,1,TT,and,AB
The city of Gaziantep is in Turkey or the city of Madurai is in India.,cities,The city of Gaziantep is in Turkey.,The city of Madurai is in India.,1,1,TT,or,AB
The Spanish word 'higo' means 'nothing' or the Spanish word 'roca' means 'present'.,sp_en_trans,The Spanish word 'higo' means 'nothing'.,The Spanish word 'roca' means 'present'.,0,0,FF,or,AB
The city of Comilla is in Bangladesh or the city of Agadir is in Morocco.,cities,The city of Agadir is in Morocco.,The city of Comilla is in Bangladesh.,1,1,TT,or,BA
The crocodile is a bird or the hamster is a bird.,animal_class,The crocodile is a bird.,The hamster is a bird.,0,0,FF,or,AB
David Schwarz lived in Croatia or James West lived in the U.S.,inventors,James West lived in the U.S.,David Schwarz lived in Croatia.,1,1,TT,or,BA
The Spanish word 'roca' means 'present' or the Spanish word 'abrigo' means 'to eat'.,sp_en_trans,The Spanish word 'abrigo' means 'to eat'.,The Spanish word 'roca' means 'present'.,0,0,FF,or,BA
The Spanish word 'familia' means 'dog' and the Spanish word 'guardar' means 'to save'.,sp_en_trans,The Spanish word 'familia' means 'dog'.,The Spanish word 'guardar' means 'to save'.,0,1,FT,and,AB
Argon has the symbol Pr or Rubidium has the symbol K.,element_symb,Argon has the symbol Pr.,Rubidium has the symbol K.,0,0,FF,or,AB
The city of Saint Petersburg is in Russia or the city of Luzhou is in Guinea.,cities,The city of Saint Petersburg is in Russia.,The city of Luzhou is in Guinea.,1,0,TF,or,AB
The Spanish word 'temprano' means 'early' or the Spanish word 'leer' means 'to read'.,sp_en_trans,The Spanish word 'temprano' means 'early'.,The Spanish word 'leer' means 'to read'.,1,1,TT,or,AB
The Spanish word 'familia' means 'family' and the Spanish word 'guardar' means 'to save'.,sp_en_trans,The Spanish word 'familia' means 'family'.,The Spanish word 'guardar' means 'to save'.,1,1,TT,and,AB
Ernest Swinton lived in the U.K and Ernesto Blanco lived in the U.S.,inventors,Ernesto Blanco lived in the U.S.,Ernest Swinton lived in the U.K.,1,1,TT,and,BA
The Spanish word 'oveja' means 'sheep' or the Spanish word 'imaginar' means 'star'.,sp_en_trans,The Spanish word 'oveja' means 'sheep'.,The Spanish word 'imaginar' means 'star'.,1,0,TF,or,AB
The Spanish word 'reloj' means 'problem' or the Spanish word 'suficiente' means 'tool'.,sp_en_trans,The Spanish word 'reloj' means 'problem'.,The Spanish word 'suficiente' means 'tool'.,0,0,FF,or,AB
Argon has the symbol Pr or Beryllium has the symbol Be.,element_symb,Argon has the symbol Pr.,Beryllium has the symbol Be.,0,1,FT,or,AB
The city of Tomsk is in Russia and the city of Hebi is in China.,cities,The city of Tomsk is in Russia.,The city of Hebi is in China.,1,1,TT,and,AB
The Spanish word 'mapa' means 'map' or the Spanish word 'madre' means 'neighbor'.,sp_en_trans,The Spanish word 'madre' means 'neighbor'.,The Spanish word 'mapa' means 'map'.,0,1,FT,or,BA
Zirconium has the symbol Zr and Thallium has the symbol Tl.,element_symb,Thallium has the symbol Tl.,Zirconium has the symbol Zr.,1,1,TT,and,BA
The moose is a mammal and the hummingbird is a bird.,animal_class,The moose is a mammal.,The hummingbird is a bird.,1,1,TT,and,AB
The bison is a cnidarian or the camel is a mammal.,animal_class,The bison is a cnidarian.,The camel is a mammal.,0,1,FT,or,AB
The goldfish is a fish or the kangaroo is a mammal.,animal_class,The goldfish is a fish.,The kangaroo is a mammal.,1,1,TT,or,AB
The city of N'Djamena is in Chad or the city of Ufa is in Italy.,cities,The city of N'Djamena is in Chad.,The city of Ufa is in Italy.,1,0,TF,or,AB
Michael Faraday lived in Croatia or Sir Frank Whittle lived in the U.K.,inventors,Sir Frank Whittle lived in the U.K.,Michael Faraday lived in Croatia.,1,0,TF,or,BA
Scandium has the symbol Kr and Thorium has the symbol Th.,element_symb,Scandium has the symbol Kr.,Thorium has the symbol Th.,0,1,FT,and,AB
The shark is a fish or the hippopotamus is a mollusk.,animal_class,The hippopotamus is a mollusk.,The shark is a fish.,0,1,FT,or,BA
Radon has the symbol Np and Chromium has the symbol Cr.,element_symb,Chromium has the symbol Cr.,Radon has the symbol Np.,1,0,TF,and,BA
The mongoose is a mammal or the hedgehog is a fish.,animal_class,The mongoose is a mammal.,The hedgehog is a fish.,1,0,TF,or,AB
Yvonne Brill lived in Poland/France or Alec Jeffreys lived in the U.K.,inventors,Yvonne Brill lived in Poland/France.,Alec Jeffreys lived in the U.K.,0,1,FT,or,AB
Benjamin Holt lived in Poland/Germany or Willis Carrier lived in Switzerland.,inventors,Benjamin Holt lived in Poland/Germany.,Willis Carrier lived in Switzerland.,0,0,FF,or,AB
The city of Ufa is in Russia and the city of N'Djamena is in Ethiopia.,cities,The city of N'Djamena is in Ethiopia.,The city of Ufa is in Russia.,0,1,FT,and,BA
The city of Wanning is in China or the city of Gaziantep is in Turkey.,cities,The city of Wanning is in China.,The city of Gaziantep is in Turkey.,1,1,TT,or,AB
The Spanish word 'hijo' means 'cook' or the Spanish word 'delgado' means 'thin'.,sp_en_trans,The Spanish word 'delgado' means 'thin'.,The Spanish word 'hijo' means 'cook'.,1,0,TF,or,BA
George Washington Carver lived in Sweden and Shinya Yamanaka lived in Japan.,inventors,Shinya Yamanaka lived in Japan.,George Washington Carver lived in Sweden.,1,0,TF,and,BA
Narinder Singh Kapany lived in Canada/the U.S or John Wesley Hyatt lived in England.,inventors,John Wesley Hyatt lived in England.,Narinder Singh Kapany lived in Canada/the U.S.,0,0,FF,or,BA
The bee is a mollusk or the porcupine is a mammal.,animal_class,The bee is a mollusk.,The porcupine is a mammal.,0,1,FT,or,AB
The city of Kunming is in China and the city of N'Djamena is in Ethiopia.,cities,The city of N'Djamena is in Ethiopia.,The city of Kunming is in China.,0,1,FT,and,BA
The Spanish word 'belleza' means 'beauty' or the Spanish word 'piel' means 'three'.,sp_en_trans,The Spanish word 'piel' means 'three'.,The Spanish word 'belleza' means 'beauty'.,0,1,FT,or,BA
The city of Matsuyama is in Japan or the city of Kalininskiy is in Turkmenistan.,cities,The city of Matsuyama is in Japan.,The city of Kalininskiy is in Turkmenistan.,1,0,TF,or,AB
The city of Khulna is in Nigeria and the city of Osaka is in Japan.,cities,The city of Osaka is in Japan.,The city of Khulna is in Nigeria.,1,0,TF,and,BA
Nitrogen has the symbol N and Copper has the symbol Cu.,element_symb,Nitrogen has the symbol N.,Copper has the symbol Cu.,1,1,TT,and,AB
Alan Turing lived in Japan and James Watt lived in Scotland.,inventors,James Watt lived in Scotland.,Alan Turing lived in Japan.,1,0,TF,and,BA
Radon has the symbol Np or Rhenium has the symbol Pb.,element_symb,Radon has the symbol Np.,Rhenium has the symbol Pb.,0,0,FF,or,AB
The horse is a mammal and the axolotl is a amphibian.,animal_class,The horse is a mammal.,The axolotl is a amphibian.,1,1,TT,and,AB
The city of General Santos is in Belgium and the city of Arak is in Iran.,cities,The city of General Santos is in Belgium.,The city of Arak is in Iran.,0,1,FT,and,AB
Albert Ghiorso lived in Austria or Alexander Graham Bell lived in Scotland/Canada/the U.S.,inventors,Alexander Graham Bell lived in Scotland/Canada/the U.S.,Albert Ghiorso lived in Austria.,1,0,TF,or,BA
Édouard-Léon Scott de Martinville lived in Poland/Germany or Arthur Fry lived in the U.S.,inventors,Édouard-Léon Scott de Martinville lived in Poland/Germany.,Arthur Fry lived in the U.S.,0,1,FT,or,AB
Daniel Fahrenheit lived in Canada/the U.S and Otis Boykin lived in Finland.,inventors,Daniel Fahrenheit lived in Canada/the U.S.,Otis Boykin lived in Finland.,0,0,FF,and,AB
Holmium has the symbol Ho and Praseodymium has the symbol I.,element_symb,Holmium has the symbol Ho.,Praseodymium has the symbol I.,1,0,TF,and,AB
Ami Argand lived in China and Leonardo da Vinci lived in Sweden/the U.S.,inventors,Ami Argand lived in China.,Leonardo da Vinci lived in Sweden/the U.S.,0,0,FF,and,AB
The Spanish word 'vender' means 'son' and the Spanish word 'desarrollar' means 'to develop'.,sp_en_trans,The Spanish word 'desarrollar' means 'to develop'.,The Spanish word 'vender' means 'son'.,1,0,TF,and,BA
The sparrow is a crustacean or the gazelle is a reptile.,animal_class,The sparrow is a crustacean.,The gazelle is a reptile.,0,0,FF,or,AB
Willis Carrier lived in Switzerland or Rudolf Diesel lived in Poland/Germany.,inventors,Willis Carrier lived in Switzerland.,Rudolf Diesel lived in Poland/Germany.,0,0,FF,or,AB
Fluorine has the symbol F or Cobalt has the symbol H.,element_symb,Fluorine has the symbol F.,Cobalt has the symbol H.,1,0,TF,or,AB
Frederick G. Creed lived in the U.S and Ralph Benjamin lived in Poland/France.,inventors,Frederick G. Creed lived in the U.S.,Ralph Benjamin lived in Poland/France.,0,0,FF,and,AB
James Clerk Maxwell lived in Sweden and Sir Humphry Davy lived in the U.K.,inventors,James Clerk Maxwell lived in Sweden.,Sir Humphry Davy lived in the U.K.,0,1,FT,and,AB
The city of Kunming is in China and the city of N'Djamena is in Chad.,cities,The city of N'Djamena is in Chad.,The city of Kunming is in China.,1,1,TT,and,BA
The city of Malang is in Indonesia and the city of Asmara is in Eritrea.,cities,The city of Malang is in Indonesia.,The city of Asmara is in Eritrea.,1,1,TT,and,AB
The Spanish word 'piedra' means 'mouth' or the Spanish word 'parte' means 'part'.,sp_en_trans,The Spanish word 'piedra' means 'mouth'.,The Spanish word 'parte' means 'part'.,0,1,FT,or,AB
The city of Denpasar is in Nepal or the city of Salta is in Argentina.,cities,The city of Denpasar is in Nepal.,The city of Salta is in Argentina.,0,1,FT,or,AB
Cerium has the symbol Ce and Cadmium has the symbol Pr.,element_symb,Cadmium has the symbol Pr.,Cerium has the symbol Ce.,0,1,FT,and,BA
Albert Ghiorso lived in the U.S and Alexander Graham Bell lived in Scotland/Canada/the U.S.,inventors,Alexander Graham Bell lived in Scotland/Canada/the U.S.,Albert Ghiorso lived in the U.S.,1,1,TT,and,BA
The Spanish word 'fuego' means 'woman' and the Spanish word 'caliente' means 'corner'.,sp_en_trans,The Spanish word 'caliente' means 'corner'.,The Spanish word 'fuego' means 'woman'.,0,0,FF,and,BA
The lion is a mammal and the chimpanzee is a insect.,animal_class,The chimpanzee is a insect.,The lion is a mammal.,0,1,FT,and,BA
Evangelista Torricelli lived in Italy and R. Buckminster Fuller lived in Japan.,inventors,R. Buckminster Fuller lived in Japan.,Evangelista Torricelli lived in Italy.,0,1,FT,and,BA
The sparrow is a crustacean and the gazelle is a reptile.,animal_class,The sparrow is a crustacean.,The gazelle is a reptile.,0,0,FF,and,AB
The goat is a mammal and the parrot is a bird.,animal_class,The parrot is a bird.,The goat is a mammal.,1,1,TT,and,BA
The parrot is a bird and the goat is a reptile.,animal_class,The parrot is a bird.,The goat is a reptile.,1,0,TF,and,AB
Neon has the symbol B and Xenon has the symbol Xe.,element_symb,Xenon has the symbol Xe.,Neon has the symbol B.,1,0,TF,and,BA
Argon has the symbol Pr and Rubidium has the symbol K.,element_symb,Argon has the symbol Pr.,Rubidium has the symbol K.,0,0,FF,and,AB
Godfrey Hounsfield lived in Germany and James Hargreaves lived in Japan.,inventors,Godfrey Hounsfield lived in Germany.,James Hargreaves lived in Japan.,0,0,FF,and,AB
Nickel has the symbol Ni and Molybdenum has the symbol Mo.,element_symb,Nickel has the symbol Ni.,Molybdenum has the symbol Mo.,1,1,TT,and,AB
The city of Homyel' is in Belarus and the city of Pontianak is in Indonesia.,cities,The city of Pontianak is in Indonesia.,The city of Homyel' is in Belarus.,1,1,TT,and,BA
The deer is a mammal and the kangaroo is a mammal.,animal_class,The kangaroo is a mammal.,The deer is a mammal.,1,1,TT,and,BA
The skunk is a insect or the camel is a crustacean.,animal_class,The camel is a crustacean.,The skunk is a insect.,0,0,FF,or,BA
The Spanish word 'roca' means 'rock' and the Spanish word 'higo' means 'nothing'.,sp_en_trans,The Spanish word 'higo' means 'nothing'.,The Spanish word 'roca' means 'rock'.,0,1,FT,and,BA
Percy Spencer lived in Russia or John von Neumann lived in Hungary/the U.S.,inventors,John von Neumann lived in Hungary/the U.S.,Percy Spencer lived in Russia.,1,0,TF,or,BA
The llama is a mollusk and the goat is a reptile.,animal_class,The llama is a mollusk.,The goat is a reptile.,0,0,FF,and,AB
The Spanish word 'veinte' means 'shell' or the Spanish word 'problema' means 'problem'.,sp_en_trans,The Spanish word 'problema' means 'problem'.,The Spanish word 'veinte' means 'shell'.,1,0,TF,or,BA
Cobalt has the symbol H and Fluorine has the symbol Pt.,element_symb,Fluorine has the symbol Pt.,Cobalt has the symbol H.,0,0,FF,and,BA
The Spanish word 'reloj' means 'clock' and the Spanish word 'suficiente' means 'tool'.,sp_en_trans,The Spanish word 'reloj' means 'clock'.,The Spanish word 'suficiente' means 'tool'.,1,0,TF,and,AB
The city of Irbid is in Burkina Faso or the city of Reynosa is in Mexico.,cities,The city of Reynosa is in Mexico.,The city of Irbid is in Burkina Faso.,1,0,TF,or,BA
The Spanish word 'temprano' means 'nothing' or the Spanish word 'noche' means 'to write'.,sp_en_trans,The Spanish word 'temprano' means 'nothing'.,The Spanish word 'noche' means 'to write'.,0,0,FF,or,AB
The parrot is a bird or the camel is a crustacean.,animal_class,The parrot is a bird.,The camel is a crustacean.,1,0,TF,or,AB
Cesium has the symbol Ce and Dysprosium has the symbol Dy.,element_symb,Dysprosium has the symbol Dy.,Cesium has the symbol Ce.,1,0,TF,and,BA
The city of Rohini is in Turkey or the city of Krasnoyarsk is in Russia.,cities,The city of Rohini is in Turkey.,The city of Krasnoyarsk is in Russia.,0,1,FT,or,AB
The whale is a amphibian or the axolotl is a amphibian.,animal_class,The whale is a amphibian.,The axolotl is a amphibian.,0,1,FT,or,AB
The Spanish word 'escribir' means 'to die' and the Spanish word 'amigo' means 'enough'.,sp_en_trans,The Spanish word 'amigo' means 'enough'.,The Spanish word 'escribir' means 'to die'.,0,0,FF,and,BA
Jacob Perkins lived in Turkey/the U.S or John Boyd Dunlop lived in Scotland.,inventors,John Boyd Dunlop lived in Scotland.,Jacob Perkins lived in Turkey/the U.S.,1,0,TF,or,BA
The city of Denpasar is in Indonesia or the city of Salta is in Cambodia.,cities,The city of Denpasar is in Indonesia.,The city of Salta is in Cambodia.,1,0,TF,or,AB
Benjamin Holt lived in Poland/Germany and Willis Carrier lived in the U.S.,inventors,Benjamin Holt lived in Poland/Germany.,Willis Carrier lived in the U.S.,0,1,FT,and,AB
The Spanish word 'higo' means 'nothing' or the Spanish word 'oscuro' means 'to see'.,sp_en_trans,The Spanish word 'oscuro' means 'to see'.,The Spanish word 'higo' means 'nothing'.,0,0,FF,or,BA
Grace Hopper lived in Poland/France or Gideon Sundback lived in Poland/Germany.,inventors,Grace Hopper lived in Poland/France.,Gideon Sundback lived in Poland/Germany.,0,0,FF,or,AB
The Spanish word 'amigo' means 'enough' and the Spanish word 'escribir' means 'to die'.,sp_en_trans,The Spanish word 'amigo' means 'enough'.,The Spanish word 'escribir' means 'to die'.,0,0,FF,and,AB
Igor Sikorsky lived in Ukraine/the U.S and Charles Goodyear lived in the U.S.,inventors,Charles Goodyear lived in the U.S.,Igor Sikorsky lived in Ukraine/the U.S.,1,1,TT,and,BA
Phosphorus has the symbol Se and Boron has the symbol B.,element_symb,Boron has the symbol B.,Phosphorus has the symbol Se.,1,0,TF,and,BA
Potassium has the symbol K and Sulfur has the symbol O.,element_symb,Potassium has the symbol K.,Sulfur has the symbol O.,1,0,TF,and,AB
The hyena is a cnidarian or the aardvark is a insect.,animal_class,The aardvark is a insect.,The hyena is a cnidarian.,0,0,FF,or,BA
The city of Port Harcourt is in Malaysia or the city of Santiago de los Caballeros is in the Dominican Republic.,cities,The city of Santiago de los Caballeros is in the Dominican Republic.,The city of Port Harcourt is in Malaysia.,1,0,TF,or,BA
Lead has the symbol Er or Lutetium has the symbol Lu.,element_symb,Lutetium has the symbol Lu.,Lead has the symbol Er.,1,0,TF,or,BA
The moose is a reptile and the camel is a mammal.,animal_class,The moose is a reptile.,The camel is a mammal.,0,1,FT,and,AB
The tuna is a fish or the leopard is a cnidarian.,animal_class,The tuna is a fish.,The leopard is a cnidarian.,1,0,TF,or,AB
The city of Johannesburg is in India and the city of Bandar Lampung is in Indonesia.,cities,The city of Bandar Lampung is in Indonesia.,The city of Johannesburg is in India.,1,0,TF,and,BA
Cadmium has the symbol Pr and Neon has the symbol B.,element_symb,Cadmium has the symbol Pr.,Neon has the symbol B.,0,0,FF,and,AB
The city of Sanaa is in Niger and the city of Irbid is in Jordan.,cities,The city of Sanaa is in Niger.,The city of Irbid is in Jordan.,0,1,FT,and,AB
The bison is a mammal or the gazelle is a reptile.,animal_class,The gazelle is a reptile.,The bison is a mammal.,0,1,FT,or,BA
The city of Changshu is in China or the city of Culiacan is in Mexico.,cities,The city of Changshu is in China.,The city of Culiacan is in Mexico.,1,1,TT,or,AB
Charles Francis Richter lived in India or James Murray Spangler lived in Poland/Germany.,inventors,James Murray Spangler lived in Poland/Germany.,Charles Francis Richter lived in India.,0,0,FF,or,BA
Boron has the symbol H or Phosphorus has the symbol Se.,element_symb,Boron has the symbol H.,Phosphorus has the symbol Se.,0,0,FF,or,AB
The city of Shah Alam is in Peru and the city of Jakarta is in Mongolia.,cities,The city of Shah Alam is in Peru.,The city of Jakarta is in Mongolia.,0,0,FF,and,AB
The walrus is a mammal or the lion is a cnidarian.,animal_class,The walrus is a mammal.,The lion is a cnidarian.,1,0,TF,or,AB
Radon has the symbol Rn or Scandium has the symbol Kr.,element_symb,Scandium has the symbol Kr.,Radon has the symbol Rn.,0,1,FT,or,BA
Igor Tamm lived in Russia or Charles Francis Richter lived in India.,inventors,Igor Tamm lived in Russia.,Charles Francis Richter lived in India.,1,0,TF,or,AB
Hans Geiger lived in Germany and Edmund Cartwright lived in the U.K.,inventors,Edmund Cartwright lived in the U.K.,Hans Geiger lived in Germany.,1,1,TT,and,BA
Ralph H. Baer lived in Finland or Herbert Akroyd Stuart lived in Croatia.,inventors,Ralph H. Baer lived in Finland.,Herbert Akroyd Stuart lived in Croatia.,0,0,FF,or,AB
The city of Arak is in Niger and the city of General Santos is in Belgium.,cities,The city of General Santos is in Belgium.,The city of Arak is in Niger.,0,0,FF,and,BA
The city of Rostov-na-Donu is in Algeria or the city of Hwaseong-si is in South Korea.,cities,The city of Hwaseong-si is in South Korea.,The city of Rostov-na-Donu is in Algeria.,1,0,TF,or,BA
Edwin Link lived in the U.S and Konrad Zuse lived in Finland.,inventors,Konrad Zuse lived in Finland.,Edwin Link lived in the U.S.,0,1,FT,and,BA
Ytterbium has the symbol Yb and Nickel has the symbol Ni.,element_symb,Ytterbium has the symbol Yb.,Nickel has the symbol Ni.,1,1,TT,and,AB
The city of Nashik is in Azerbaijan and the city of Santa Maria Chimalhuacan is in Mexico.,cities,The city of Nashik is in Azerbaijan.,The city of Santa Maria Chimalhuacan is in Mexico.,0,1,FT,and,AB
Iron has the symbol Fe and Thulium has the symbol Tm.,element_symb,Thulium has the symbol Tm.,Iron has the symbol Fe.,1,1,TT,and,BA
Chromium has the symbol Cr or Selenium has the symbol Se.,element_symb,Selenium has the symbol Se.,Chromium has the symbol Cr.,1,1,TT,or,BA
Molybdenum has the symbol Mo or Radon has the symbol Np.,element_symb,Radon has the symbol Np.,Molybdenum has the symbol Mo.,0,1,FT,or,BA
The city of Nanning is in China and the city of Leon de los Aldama is in Mexico.,cities,The city of Leon de los Aldama is in Mexico.,The city of Nanning is in China.,1,1,TT,and,BA
Narinder Singh Kapany lived in Canada/the U.S and Sir Sandford Fleming lived in Canada.,inventors,Sir Sandford Fleming lived in Canada.,Narinder Singh Kapany lived in Canada/the U.S.,1,0,TF,and,BA
The Spanish word 'roca' means 'rock' or the Spanish word 'abrigo' means 'coat'.,sp_en_trans,The Spanish word 'abrigo' means 'coat'.,The Spanish word 'roca' means 'rock'.,1,1,TT,or,BA
Krypton has the symbol Kr and Nickel has the symbol Os.,element_symb,Nickel has the symbol Os.,Krypton has the symbol Kr.,0,1,FT,and,BA
The Spanish word 'miedo' means 'son' and the Spanish word 'invierno' means 'family'.,sp_en_trans,The Spanish word 'miedo' means 'son'.,The Spanish word 'invierno' means 'family'.,0,0,FF,and,AB
George Devol lived in the U.S or Robert Moog lived in the U.S.,inventors,Robert Moog lived in the U.S.,George Devol lived in the U.S.,1,1,TT,or,BA
The Spanish word 'conejo' means 'to save' or the Spanish word 'sur' means 'south'.,sp_en_trans,The Spanish word 'conejo' means 'to save'.,The Spanish word 'sur' means 'south'.,0,1,FT,or,AB
