idx,statement,conjunctA,conjunctB,labelA,labelB,compound_label,n_parts
352,It is the case both that Hans von Ohain lived in Germany and that Igor Tamm lived in Russia.,Hans von Ohain / Germany,Igor Tamm / Russia,1,1,1,2
353,It is the case both that Philipp Reis lived in Germany and that Ada Lovelace lived in the U.K.,Philipp Reis / Germany,Ada Lovelace / the U.K,1,1,1,2
354,It is the case both that Thomas Tompion lived in the U.K and that Thomas Tompion lived in the U.K.,Thomas Tompion / the U.K,Thomas Tompion / the U.K,1,1,1,2
355,It is the case both that László Bíró lived in Hungary and that Nikolai Basov lived in the Soviet Union.,László Bíró / Hungary,Nikolai Basov / the Soviet Union,1,1,1,2
356,It is the case both that Guglielmo Marconi lived in the U.K and that Edmund Cartwright lived in the U.K.,Guglielmo Marconi / the U.K,Edmund Cartwright / the U.K,0,1,0,2
357,It is the case both that Thomas Wedgwood lived in Finland and that George Eastman lived in the U.S.,Thomas Wedgwood / Finland,George Eastman / the U.S,0,1,0,2
358,It is the case both that Fridtjof Nansen lived in Norway and that Sir Sandford Fleming lived in the U.S.,Fridtjof Nansen / Norway,Sir Sandford Fleming / the U.S,1,0,0,2
359,It is the case both that Nicolas Appert lived in France and that Eugene Polley lived in the U.S.,Nicolas Appert / France,Eugene Polley / the U.S,1,1,1,2
360,It is the case both that Arthur Pitney lived in the U.K and that Carlos Glidden lived in Scotland.,Arthur Pitney / the U.K,Carlos Glidden / Scotland,0,0,0,2
361,It is the case both that William Sturgeon lived in Germany and that Tim Berners-Lee lived in the U.K.,William Sturgeon / Germany,Tim Berners-Lee / the U.K,0,1,0,2
362,It is the case both that Joseph Marie Jacquard lived in France and that Christopher Cockerell lived in the U.K.,Joseph Marie Jacquard / France,Christopher Cockerell / the U.K,1,1,1,2
363,It is the case both that William Kelly lived in the U.S and that Auguste and Louis Lumière lived in France.,William Kelly / the U.S,Auguste and Louis Lumière / France,1,1,1,2
364,It is the case both that Charles Babbage lived in the U.K and that Ernest Swinton lived in the U.K.,Charles Babbage / the U.K,Ernest Swinton / the U.K,1,1,1,2
365,It is the case both that Walter Hunt lived in the U.S and that Charles Townes lived in the U.S.,Walter Hunt / the U.S,Charles Townes / the U.S,1,1,1,2
366,It is the case both that Karl Landsteiner lived in Austria and that Sir Frank Whittle lived in the U.K.,Karl Landsteiner / Austria,Sir Frank Whittle / the U.K,1,1,1,2
367,It is the case both that John Boyd Dunlop lived in Scotland and that Lester Wire lived in the U.K.,John Boyd Dunlop / Scotland,Lester Wire / the U.K,1,0,0,2
368,It is the case both that Giovanni Caselli lived in Italy and that Blaise Pascal lived in Poland/France.,Giovanni Caselli / Italy,Blaise Pascal / Poland/France,1,0,0,2
369,It is the case both that Alfred Nobel lived in the U.S and that Wilhelm Conrad Röntgen lived in Germany.,Alfred Nobel / the U.S,Wilhelm Conrad Röntgen / Germany,0,1,0,2
370,It is the case both that Marvin Camras lived in the U.S and that Ami Argand lived in Switzerland.,Marvin Camras / the U.S,Ami Argand / Switzerland,1,1,1,2
371,It is the case both that Richard Gatling lived in the U.S and that Arthur Pitney lived in the U.S.,Richard Gatling / the U.S,Arthur Pitney / the U.S,1,1,1,2
372,It is the case both that Albert Ghiorso lived in the U.S and that Elisha Otis lived in the U.K.,Albert Ghiorso / the U.S,Elisha Otis / the U.K,1,0,0,2
373,It is the case both that Samuel Fox lived in the U.K and that Hans Oersted lived in Denmark.,Samuel Fox / the U.K,Hans Oersted / Denmark,1,1,1,2
374,It is the case both that Carl Sontheimer lived in Switzerland and that John Callcott Horsley lived in the U.K.,Carl Sontheimer / Switzerland,John Callcott Horsley / the U.K,0,1,0,2
375,It is the case both that John Gorrie lived in the U.S and that August Horch lived in Germany.,John Gorrie / the U.S,August Horch / Germany,1,1,1,2
376,It is the case both that Joseph Marie Jacquard lived in France and that Ami Argand lived in Switzerland.,Joseph Marie Jacquard / France,Ami Argand / Switzerland,1,1,1,2
377,It is the case both that R. Buckminster Fuller lived in the U.S and that Paul Gottlieb Nipkow lived in Denmark.,R. Buckminster Fuller / the U.S,Paul Gottlieb Nipkow / Denmark,1,0,0,2
378,It is the case both that Robert Adler lived in the U.K and that John Gorrie lived in Italy.,Robert Adler / the U.K,John Gorrie / Italy,0,0,0,2
379,It is the case both that James Watt lived in Scotland and that Gordon Gould lived in Canada.,James Watt / Scotland,Gordon Gould / Canada,1,0,0,2
380,It is the case both that George Washington Carver lived in the U.S and that Fritz Pfleumer lived in Germany.,George Washington Carver / the U.S,Fritz Pfleumer / Germany,1,1,1,2
381,It is the case both that Valdemar Poulsen lived in Scotland and that Hans Lippershey lived in the U.S.,Valdemar Poulsen / Scotland,Hans Lippershey / the U.S,0,0,0,2
382,It is the case both that Charles Goodyear lived in the U.S and that Arthur Pitney lived in the U.S.,Charles Goodyear / the U.S,Arthur Pitney / the U.S,1,1,1,2
383,It is the case both that Henri Giffard lived in the U.S and that Ralph H. Baer lived in the U.S.,Henri Giffard / the U.S,Ralph H. Baer / the U.S,0,1,0,2
384,It is the case both that Johannes Gutenberg lived in Germany and that Rudolf Diesel lived in Germany.,Johannes Gutenberg / Germany,Rudolf Diesel / Germany,1,1,1,2
385,It is the case both that Antoine Lavoisier lived in France and that Christian Huygens lived in the Netherlands.,Antoine Lavoisier / France,Christian Huygens / the Netherlands,1,1,1,2
386,It is the case both that John Kay lived in the U.K and that Gustaf Dalén lived in Sweden.,John Kay / the U.K,Gustaf Dalén / Sweden,1,1,1,2
387,It is the case both that John Harrison lived in the U.K and that Charles Francis Jenkins lived in the U.S.,John Harrison / the U.K,Charles Francis Jenkins / the U.S,1,1,1,2
388,It is the case both that Mary Phelps Jacob lived in the U.S and that Blaise Pascal lived in France.,Mary Phelps Jacob / the U.S,Blaise Pascal / France,1,1,1,2
389,It is the case both that Percy Spencer lived in the U.S and that Galileo Galilei lived in Italy.,Percy Spencer / the U.S,Galileo Galilei / Italy,1,1,1,2
390,It is the case both that Levi Strauss lived in the U.S and that Philipp Reis lived in Germany.,Levi Strauss / the U.S,Philipp Reis / Germany,1,1,1,2
391,It is the case both that John Atanasoff lived in the U.S and that Yoshua Bengio lived in Canada.,John Atanasoff / the U.S,Yoshua Bengio / Canada,1,1,1,2
392,It is the case both that Carl Elsener lived in the U.S and that William Congreve lived in the U.K.,Carl Elsener / the U.S,William Congreve / the U.K,0,1,0,2
393,It is the case both that Alec Jeffreys lived in France and that Robert Chesebrough lived in the U.S.,Alec Jeffreys / France,Robert Chesebrough / the U.S,0,1,0,2
394,It is the case both that Marvin Camras lived in the U.S and that Karl Benz lived in the U.S.,Marvin Camras / the U.S,Karl Benz / the U.S,1,0,0,2
395,It is the case both that John Logie Baird lived in Japan and that John Harrison lived in the U.K.,John Logie Baird / Japan,John Harrison / the U.K,0,1,0,2
396,It is the case both that John Walker lived in the U.K and that Elisha Gray lived in the U.S.,John Walker / the U.K,Elisha Gray / the U.S,1,1,1,2
397,It is the case both that Charles Goodyear lived in the U.S and that John von Neumann lived in Hungary/the U.S.,Charles Goodyear / the U.S,John von Neumann / Hungary/the U.S,1,1,1,2
398,It is the case both that Philo Farnsworth lived in the U.S and that Alessandro Volta lived in the U.S.,Philo Farnsworth / the U.S,Alessandro Volta / the U.S,1,0,0,2
399,It is the case both that Robert Adler lived in Austria/the U.S and that Frank Bunker Gilbreth lived in the U.S.,Robert Adler / Austria/the U.S,Frank Bunker Gilbreth / the U.S,1,1,1,2
400,It is the case both that Robert Moog lived in the U.S and that Shinya Yamanaka lived in Germany.,Robert Moog / the U.S,Shinya Yamanaka / Germany,1,0,0,2
401,It is the case both that Gottlieb Daimler lived in France and that Evangelista Torricelli lived in the U.S.,Gottlieb Daimler / France,Evangelista Torricelli / the U.S,0,0,0,2
402,It is the case both that Earle Dickson lived in the U.S and that Hans Goldschmidt lived in Germany.,Earle Dickson / the U.S,Hans Goldschmidt / Germany,1,1,1,2
403,It is the case both that Ernesto Blanco lived in the U.S and that Rudolf Diesel lived in Germany.,Ernesto Blanco / the U.S,Rudolf Diesel / Germany,1,1,1,2
404,It is the case both that Valdemar Poulsen lived in Denmark and that Charles Wheatstone lived in the U.K.,Valdemar Poulsen / Denmark,Charles Wheatstone / the U.K,1,1,1,2
405,It is the case both that Lester Wire lived in the U.K and that Valdemar Poulsen lived in Denmark.,Lester Wire / the U.K,Valdemar Poulsen / Denmark,0,1,0,2
406,It is the case both that Joseph Marie Jacquard lived in France and that Alexander Fleming lived in France.,Joseph Marie Jacquard / France,Alexander Fleming / France,1,0,0,2
407,It is the case both that William Sturgeon lived in the U.K and that Henri Giffard lived in the U.S.,William Sturgeon / the U.K,Henri Giffard / the U.S,1,0,0,2
408,It is the case both that Yoshua Bengio lived in Canada and that Florence Parpart lived in the U.S.,Yoshua Bengio / Canada,Florence Parpart / the U.S,1,1,1,2
409,It is the case both that James Watt lived in the U.S and that Hans Geiger lived in Germany.,James Watt / the U.S,Hans Geiger / Germany,0,1,0,2
410,It is the case both that Frank Bunker Gilbreth lived in the U.S and that Gordon Gould lived in Canada.,Frank Bunker Gilbreth / the U.S,Gordon Gould / Canada,1,0,0,2
411,It is the case both that Gottlieb Daimler lived in Germany and that William Sturgeon lived in the U.K.,Gottlieb Daimler / Germany,William Sturgeon / the U.K,1,1,1,2
412,It is the case both that Earle Dickson lived in the U.S and that Henri Giffard lived in France.,Earle Dickson / the U.S,Henri Giffard / France,1,1,1,2
413,It is the case both that Sir Frank Whittle lived in the U.K and that Heinrich Göbel lived in Germany.,Sir Frank Whittle / the U.K,Heinrich Göbel / Germany,1,1,1,2
414,It is the case both that Robert Moog lived in the U.S and that James Murray Spangler lived in the U.S.,Robert Moog / the U.S,James Murray Spangler / the U.S,1,1,1,2
415,It is the case both that Giovanni Caselli lived in Italy and that Nikolai Basov lived in the Soviet Union.,Giovanni Caselli / Italy,Nikolai Basov / the Soviet Union,1,1,1,2
416,It is the case both that John Gorrie lived in the U.S and that Jack Kilby lived in the U.K.,John Gorrie / the U.S,Jack Kilby / the U.K,1,0,0,2
417,It is the case both that Wilhelm Conrad Röntgen lived in Germany and that Dr. Robert Gallo lived in the U.S.,Wilhelm Conrad Röntgen / Germany,Dr. Robert Gallo / the U.S,1,1,1,2
418,It is the case both that John Gorrie lived in the U.S and that Gustaf Dalén lived in Sweden.,John Gorrie / the U.S,Gustaf Dalén / Sweden,1,1,1,2
419,It is the case both that Charles Goodyear lived in the U.S and that Hans von Ohain lived in Canada.,Charles Goodyear / the U.S,Hans von Ohain / Canada,1,0,0,2
420,It is the case both that André-Jacques Garnerin lived in France and that Ignazio Porro lived in Italy.,André-Jacques Garnerin / France,Ignazio Porro / Italy,1,1,1,2
421,It is the case both that Leonardo da Vinci lived in Italy and that John Callcott Horsley lived in the U.K.,Leonardo da Vinci / Italy,John Callcott Horsley / the U.K,1,1,1,2
422,It is the case both that Ralph Benjamin lived in the U.K and that Philipp Reis lived in Germany.,Ralph Benjamin / the U.K,Philipp Reis / Germany,1,1,1,2
423,It is the case both that Luther Simjian lived in the U.S and that Carl Elsener lived in Switzerland.,Luther Simjian / the U.S,Carl Elsener / Switzerland,0,1,0,2
424,It is the case both that László Bíró lived in the U.S and that Ami Argand lived in Switzerland.,László Bíró / the U.S,Ami Argand / Switzerland,0,1,0,2
425,It is the case both that James Clerk Maxwell lived in the U.S and that David Schwarz lived in Croatia.,James Clerk Maxwell / the U.S,David Schwarz / Croatia,0,1,0,2
426,It is the case both that Frederick Walton lived in the U.K and that Hedy Lamarr lived in Austria/the U.S.,Frederick Walton / the U.K,Hedy Lamarr / Austria/the U.S,1,1,1,2
427,It is the case both that Albert Ghiorso lived in the U.S and that Luther George Simjian lived in Turkey/the U.S.,Albert Ghiorso / the U.S,Luther George Simjian / Turkey/the U.S,1,1,1,2
428,It is the case both that Hans von Ohain lived in Germany and that Guglielmo Marconi lived in the U.K.,Hans von Ohain / Germany,Guglielmo Marconi / the U.K,1,0,0,2
429,It is the case both that Sir Humphry Davy lived in the U.S and that Louis Pasteur lived in France.,Sir Humphry Davy / the U.S,Louis Pasteur / France,0,1,0,2
430,It is the case both that George Eastman lived in the U.K and that John Harrison lived in the U.K.,George Eastman / the U.K,John Harrison / the U.K,0,1,0,2
431,It is the case both that Shinya Yamanaka lived in Germany and that Elihu Thomson lived in the U.S.,Shinya Yamanaka / Germany,Elihu Thomson / the U.S,0,1,0,2
432,It is the case both that Robert Moog lived in the U.S and that Thomas Wedgwood lived in the U.K.,Robert Moog / the U.S,Thomas Wedgwood / the U.K,1,1,1,2
433,It is the case both that Josephine Cochrane lived in the U.S and that Charles Fritts lived in the U.S.,Josephine Cochrane / the U.S,Charles Fritts / the U.S,1,1,1,2
434,It is the case both that Richard Leach Maddox lived in the U.K and that Bartolomeo Cristofori lived in the U.S.,Richard Leach Maddox / the U.K,Bartolomeo Cristofori / the U.S,1,0,0,2
435,It is the case both that Candace Pert lived in the U.S and that William Sturgeon lived in Germany.,Candace Pert / the U.S,William Sturgeon / Germany,1,0,0,2
436,It is the case both that Nils Bohlin lived in Sweden and that Antoine Lavoisier lived in France.,Nils Bohlin / Sweden,Antoine Lavoisier / France,1,1,1,2
437,It is the case both that Fritz Pfleumer lived in Canada/the U.S and that Philipp Reis lived in Finland.,Fritz Pfleumer / Canada/the U.S,Philipp Reis / Finland,0,0,0,2
438,It is the case both that Alfred Nobel lived in Sweden and that Henri Giffard lived in France.,Alfred Nobel / Sweden,Henri Giffard / France,1,1,1,2
439,It is the case both that Benjamin Rubin lived in the U.S and that Maria Telkes lived in Hungary/the U.S.,Benjamin Rubin / the U.S,Maria Telkes / Hungary/the U.S,1,1,1,2
440,It is the case both that John Gorrie lived in the U.S and that Thomas Edison lived in the U.K.,John Gorrie / the U.S,Thomas Edison / the U.K,1,0,0,2
441,It is the case both that Gustaf Dalén lived in Germany and that Louis Pasteur lived in France.,Gustaf Dalén / Germany,Louis Pasteur / France,0,1,0,2
442,It is the case both that Robert Chesebrough lived in the U.S and that Nikolai Basov lived in the Soviet Union.,Robert Chesebrough / the U.S,Nikolai Basov / the Soviet Union,1,1,1,2
443,It is the case both that Hans Berger lived in Germany and that Ruth Handler lived in the Netherlands.,Hans Berger / Germany,Ruth Handler / the Netherlands,1,0,0,2
444,It is the case both that Giovanni Caselli lived in Italy and that Nikolai Basov lived in the Soviet Union.,Giovanni Caselli / Italy,Nikolai Basov / the Soviet Union,1,1,1,2
445,It is the case both that Johannes Gutenberg lived in Germany and that Leonardo da Vinci lived in Italy.,Johannes Gutenberg / Germany,Leonardo da Vinci / Italy,1,1,1,2
446,It is the case both that Gordon Gould lived in the U.S and that Robert Chesebrough lived in the U.S.,Gordon Gould / the U.S,Robert Chesebrough / the U.S,1,1,1,2
447,It is the case both that Benjamin Franklin lived in the U.S and that Henri Giffard lived in France.,Benjamin Franklin / the U.S,Henri Giffard / France,1,1,1,2
448,It is the case both that John Logie Baird lived in Scotland and that Alexander Fleming lived in the U.K.,John Logie Baird / Scotland,Alexander Fleming / the U.K,1,1,1,2
449,It is the case both that Frank Julian Sprague lived in the U.S and that William Congreve lived in the U.K.,Frank Julian Sprague / the U.S,William Congreve / the U.K,1,1,1,2
450,It is the case both that Carl Sontheimer lived in Switzerland and that Bartolomeo Cristofori lived in Italy.,Carl Sontheimer / Switzerland,Bartolomeo Cristofori / Italy,0,1,0,2
451,It is the case both that Fritz Pfleumer lived in Canada/the U.S and that Daisuke Inoue lived in Japan.,Fritz Pfleumer / Canada/the U.S,Daisuke Inoue / Japan,0,1,0,2
452,It is the case both that Auguste and Louis Lumière lived in France and that Carl Wilhelm Siemens lived in Germany.,Auguste and Louis Lumière / France,Carl Wilhelm Siemens / Germany,1,1,1,2
453,It is the case both that Sir Sandford Fleming lived in Canada and that Ernest Swinton lived in the U.K.,Sir Sandford Fleming / Canada,Ernest Swinton / the U.K,1,1,1,2
454,It is the case both that Whitcomb Judson lived in the U.S and that Alan Turing lived in the U.K.,Whitcomb Judson / the U.S,Alan Turing / the U.K,1,1,1,2
455,It is the case both that Antoine Lavoisier lived in France and that Philo Farnsworth lived in the U.S.,Antoine Lavoisier / France,Philo Farnsworth / the U.S,1,1,1,2
456,It is the case both that Charles Strite lived in the U.S and that Albert Ghiorso lived in the U.K.,Charles Strite / the U.S,Albert Ghiorso / the U.K,1,0,0,2
457,It is the case both that Arthur Pitney lived in the U.K and that Yoshua Bengio lived in Canada.,Arthur Pitney / the U.K,Yoshua Bengio / Canada,0,1,0,2
458,It is the case both that George Washington Carver lived in the U.S and that Thomas Tompion lived in the U.K.,George Washington Carver / the U.S,Thomas Tompion / the U.K,1,1,1,2
459,It is the case both that Antoine Lavoisier lived in France and that Yvonne Brill lived in Canada.,Antoine Lavoisier / France,Yvonne Brill / Canada,1,1,1,2
460,It is the case both that Hans Oersted lived in Denmark and that Orville and Wilbur Wright lived in the U.S.,Hans Oersted / Denmark,Orville and Wilbur Wright / the U.S,1,1,1,2
461,It is the case both that James Murray Spangler lived in the U.K and that Samuel Fox lived in the U.K.,James Murray Spangler / the U.K,Samuel Fox / the U.K,0,1,0,2
462,It is the case both that Heinrich Göbel lived in Germany and that Robert Chesebrough lived in the U.S.,Heinrich Göbel / Germany,Robert Chesebrough / the U.S,1,1,1,2
463,It is the case both that Alexander Graham Bell lived in Germany and that Edwin H. Land lived in the U.S.,Alexander Graham Bell / Germany,Edwin H. Land / the U.S,0,1,0,2
464,It is the case both that Willem Einthoven lived in the Netherlands and that Hippolyte Mège-Mouriès lived in France.,Willem Einthoven / the Netherlands,Hippolyte Mège-Mouriès / France,1,1,1,2
465,It is the case both that Joseph Engelberger lived in the U.S and that Philo Taylor Farnsworth lived in the U.S.,Joseph Engelberger / the U.S,Philo Taylor Farnsworth / the U.S,1,1,1,2
466,It is the case both that Charles Francis Richter lived in the U.S and that John Ericsson lived in the U.S.,Charles Francis Richter / the U.S,John Ericsson / the U.S,1,0,0,2
467,It is the case both that Richard Gatling lived in the U.K and that Archimedes lived in the U.S.,Richard Gatling / the U.K,Archimedes / the U.S,0,0,0,2
468,It is the case both that Benjamin Franklin lived in the U.S and that Alec Jeffreys lived in the U.K.,Benjamin Franklin / the U.S,Alec Jeffreys / the U.K,1,1,1,2
469,It is the case both that William Sturgeon lived in Germany and that John Shepherd-Barron lived in Scotland.,William Sturgeon / Germany,John Shepherd-Barron / Scotland,0,1,0,2
470,It is the case both that Marie Curie lived in Poland/France and that Candace Pert lived in the U.S.,Marie Curie / Poland/France,Candace Pert / the U.S,1,1,1,2
471,It is the case both that R. Buckminster Fuller lived in Scotland and that Igor Sikorsky lived in the U.S.,R. Buckminster Fuller / Scotland,Igor Sikorsky / the U.S,0,0,0,2
472,It is the case both that Bette Nesmith Graham lived in the U.S and that Robert Noyce lived in the U.S.,Bette Nesmith Graham / the U.S,Robert Noyce / the U.S,1,1,1,2
473,It is the case both that John von Neumann lived in Hungary/the U.S and that Gordon Gould lived in the U.S.,John von Neumann / Hungary/the U.S,Gordon Gould / the U.S,1,1,1,2
474,It is the case both that Frederick McKinley Jones lived in Japan and that George Antheil lived in the U.S.,Frederick McKinley Jones / Japan,George Antheil / the U.S,0,1,0,2
475,It is the case both that Carl Elsener lived in Switzerland and that Samuel Fox lived in the U.K.,Carl Elsener / Switzerland,Samuel Fox / the U.K,1,1,1,2
476,It is the case both that Charles Tellier lived in the U.K and that Charles Francis Richter lived in the U.S.,Charles Tellier / the U.K,Charles Francis Richter / the U.S,0,1,0,2
477,It is the case both that George Cayley lived in the U.K and that Chester Carlson lived in the U.S.,George Cayley / the U.K,Chester Carlson / the U.S,1,1,1,2
478,It is the case both that Shinya Yamanaka lived in Japan and that Galileo Galilei lived in Italy.,Shinya Yamanaka / Japan,Galileo Galilei / Italy,1,1,1,2
479,It is the case both that Blaise Pascal lived in France and that Marie Curie lived in Poland/France.,Blaise Pascal / France,Marie Curie / Poland/France,1,1,1,2
480,It is the case both that Luther Simjian lived in Turkey/the U.S and that Benjamin Rubin lived in the U.S.,Luther Simjian / Turkey/the U.S,Benjamin Rubin / the U.S,1,1,1,2
481,It is the case both that Alva J. Fisher lived in the U.S and that William Kelly lived in the U.S.,Alva J. Fisher / the U.S,William Kelly / the U.S,1,1,1,2
482,It is the case both that William Congreve lived in the U.K and that Michael Faraday lived in the U.K.,William Congreve / the U.K,Michael Faraday / the U.K,1,1,1,2
483,It is the case both that Chester Carlson lived in the U.S and that Lester Wire lived in the U.K.,Chester Carlson / the U.S,Lester Wire / the U.K,1,0,0,2
484,It is the case both that Arthur Pitney lived in the U.K and that Philo Farnsworth lived in the U.S.,Arthur Pitney / the U.K,Philo Farnsworth / the U.S,0,1,0,2
485,It is the case both that Reginald Fessenden lived in Canada/the U.S and that David Edward Hughes lived in the U.S.,Reginald Fessenden / Canada/the U.S,David Edward Hughes / the U.S,1,1,1,2
486,It is the case both that Carl Wilhelm Siemens lived in Germany and that Shinya Yamanaka lived in Germany.,Carl Wilhelm Siemens / Germany,Shinya Yamanaka / Germany,1,0,0,2
487,It is the case both that Leon Theremin lived in Russia and that Gottlieb Daimler lived in Germany.,Leon Theremin / Russia,Gottlieb Daimler / Germany,1,1,1,2
488,It is the case both that Gordon Gould lived in the U.S and that Michael Faraday lived in the U.K.,Gordon Gould / the U.S,Michael Faraday / the U.K,1,1,1,2
489,It is the case both that Hedy Lamarr lived in the U.S and that Ernesto Blanco lived in the U.S.,Hedy Lamarr / the U.S,Ernesto Blanco / the U.S,0,1,0,2
490,It is the case both that Charles Macintosh lived in the U.K and that Benjamin Holt lived in the U.S.,Charles Macintosh / the U.K,Benjamin Holt / the U.S,1,1,1,2
491,It is the case both that Levi Strauss lived in the U.S and that Clarence Birdseye lived in the U.S.,Levi Strauss / the U.S,Clarence Birdseye / the U.S,1,1,1,2
492,It is the case both that John Wesley Hyatt lived in the U.S and that Michael Faraday lived in the U.K.,John Wesley Hyatt / the U.S,Michael Faraday / the U.K,1,1,1,2
493,It is the case both that Charles Macintosh lived in the U.K and that Alessandro Volta lived in Italy.,Charles Macintosh / the U.K,Alessandro Volta / Italy,1,1,1,2
494,It is the case both that Charles Macintosh lived in the U.K and that Galileo Galilei lived in Italy.,Charles Macintosh / the U.K,Galileo Galilei / Italy,1,1,1,2
495,It is the case both that Marvin Camras lived in the U.S and that Herbert Akroyd Stuart lived in England.,Marvin Camras / the U.S,Herbert Akroyd Stuart / England,1,1,1,2
496,It is the case both that Konrad Zuse lived in Germany and that James Clerk Maxwell lived in the U.K.,Konrad Zuse / Germany,James Clerk Maxwell / the U.K,1,1,1,2
497,It is the case both that Joseph-Armand Bombardier lived in Canada and that James Dyson lived in the U.K.,Joseph-Armand Bombardier / Canada,James Dyson / the U.K,1,1,1,2
498,It is the case both that Joseph Aspdin lived in Switzerland and that Nicolas Appert lived in France.,Joseph Aspdin / Switzerland,Nicolas Appert / France,0,1,0,2
499,It is the case both that Otis Boykin lived in France and that William Sturgeon lived in Germany.,Otis Boykin / France,William Sturgeon / Germany,0,0,0,2
