idx,statement,conjunctA,conjunctB,labelA,labelB,compound_label,n_parts
456,It is the case both that Phosphorus has the symbol P and that Cadmium has the symbol Ir.,Phosphorus / P,Cadmium / Ir,1,0,0,2
457,It is the case both that Promethium has the symbol Pm and that Neptunium has the symbol Np.,Promethium / Pm,Neptunium / Np,1,1,1,2
458,It is the case both that Boron has the symbol B and that Lithium has the symbol Li.,Boron / B,Lithium / Li,1,1,1,2
459,It is the case both that Potassium has the symbol K and that Radon has the symbol Rn.,Potassium / K,Radon / Rn,1,1,1,2
460,It is the case both that Phosphorus has the symbol Zn and that Antimony has the symbol Al.,Phosphorus / Zn,Antimony / Al,0,0,0,2
461,It is the case both that Thulium has the symbol Tm and that Aluminum has the symbol Al.,Thulium / Tm,Aluminum / Al,1,1,1,2
462,It is the case both that Hydrogen has the symbol H and that Neodymium has the symbol Nd.,Hydrogen / H,Neodymium / Nd,1,1,1,2
463,It is the case both that Erbium has the symbol Pr and that Hafnium has the symbol Nd.,Erbium / Pr,Hafnium / Nd,0,0,0,2
464,It is the case both that Radium has the symbol Ra and that Boron has the symbol B.,Radium / Ra,Boron / B,1,1,1,2
465,It is the case both that Selenium has the symbol Se and that Copper has the symbol Cu.,Selenium / Se,Copper / Cu,1,1,1,2
466,It is the case both that Neon has the symbol Ne and that Potassium has the symbol K.,Neon / Ne,Potassium / K,1,1,1,2
467,It is the case both that Arsenic has the symbol As and that Thulium has the symbol Ne.,Arsenic / As,Thulium / Ne,1,0,0,2
468,It is the case both that Rubidium has the symbol Rb and that Cesium has the symbol Cs.,Rubidium / Rb,Cesium / Cs,1,1,1,2
469,It is the case both that Lanthanum has the symbol Po and that Strontium has the symbol Sr.,Lanthanum / Po,Strontium / Sr,0,1,0,2
470,It is the case both that Tellurium has the symbol Te and that Strontium has the symbol Sr.,Tellurium / Te,Strontium / Sr,1,1,1,2
471,It is the case both that Cerium has the symbol Ne and that Tellurium has the symbol Te.,Cerium / Ne,Tellurium / Te,0,1,0,2
472,It is the case both that Iridium has the symbol Ir and that Osmium has the symbol Rn.,Iridium / Ir,Osmium / Rn,1,0,0,2
473,It is the case both that Samarium has the symbol Sm and that Rhenium has the symbol Re.,Samarium / Sm,Rhenium / Re,1,1,1,2
474,It is the case both that Sodium has the symbol Na and that Technetium has the symbol Ag.,Sodium / Na,Technetium / Ag,1,0,0,2
475,It is the case both that Rhenium has the symbol Tm and that Samarium has the symbol Sm.,Rhenium / Tm,Samarium / Sm,0,1,0,2
476,It is the case both that Cadmium has the symbol Ir and that Carbon has the symbol In.,Cadmium / Ir,Carbon / In,0,0,0,2
477,It is the case both that Gold has the symbol Au and that Neptunium has the symbol Np.,Gold / Au,Neptunium / Np,1,1,1,2
478,It is the case both that Radon has the symbol Rn and that Polonium has the symbol Po.,Radon / Rn,Polonium / Po,1,1,1,2
479,It is the case both that Radium has the symbol Ra and that Strontium has the symbol Sn.,Radium / Ra,Strontium / Sn,1,0,0,2
480,It is the case both that Gadolinium has the symbol Hg and that Lead has the symbol Pb.,Gadolinium / Hg,Lead / Pb,0,1,0,2
481,It is the case both that Barium has the symbol Sb and that Molybdenum has the symbol Np.,Barium / Sb,Molybdenum / Np,0,0,0,2
482,It is the case both that Silver has the symbol Ag and that Radium has the symbol Ra.,Silver / Ag,Radium / Ra,1,1,1,2
483,It is the case both that Germanium has the symbol Ge and that Krypton has the symbol Kr.,Germanium / Ge,Krypton / Kr,1,1,1,2
484,It is the case both that Rhodium has the symbol Rh and that Indium has the symbol In.,Rhodium / Rh,Indium / In,1,1,1,2
485,It is the case both that Astatine has the symbol At and that Iridium has the symbol Fe.,Astatine / At,Iridium / Fe,1,0,0,2
486,It is the case both that Cadmium has the symbol Cd and that Thallium has the symbol Sr.,Cadmium / Cd,Thallium / Sr,1,0,0,2
487,It is the case both that Dysprosium has the symbol Dy and that Erbium has the symbol Er.,Dysprosium / Dy,Erbium / Er,1,1,1,2
488,It is the case both that Magnesium has the symbol Br and that Helium has the symbol Xe.,Magnesium / Br,Helium / Xe,0,0,0,2
489,It is the case both that Yttrium has the symbol Y and that Uranium has the symbol U.,Yttrium / Y,Uranium / U,1,1,1,2
490,It is the case both that Silicon has the symbol Si and that Gold has the symbol Au.,Silicon / Si,Gold / Au,1,1,1,2
491,It is the case both that Vanadium has the symbol V and that Aluminum has the symbol Sc.,Vanadium / V,Aluminum / Sc,1,0,0,2
492,It is the case both that Rubidium has the symbol Rb and that Uranium has the symbol Re.,Rubidium / Rb,Uranium / Re,1,0,0,2
493,It is the case both that Mercury has the symbol Hg and that Neon has the symbol Ne.,Mercury / Hg,Neon / Ne,1,1,1,2
494,It is the case both that Scandium has the symbol Sc and that Helium has the symbol He.,Scandium / Sc,Helium / He,1,1,1,2
495,It is the case both that Nickel has the symbol Ni and that Tin has the symbol Sn.,Nickel / Ni,Tin / Sn,1,1,1,2
496,It is the case both that Krypton has the symbol Kr and that Protactinium has the symbol Pa.,Krypton / Kr,Protactinium / Pa,1,1,1,2
497,It is the case both that Lithium has the symbol Li and that Indium has the symbol In.,Lithium / Li,Indium / In,1,1,1,2
498,It is the case both that Molybdenum has the symbol Mo and that Nitrogen has the symbol N.,Molybdenum / Mo,Nitrogen / N,1,1,1,2
499,It is the case both that Phosphorus has the symbol P and that Vanadium has the symbol V.,Phosphorus / P,Vanadium / V,1,1,1,2
