idx,statement,conjunctA,conjunctB,labelA,labelB,compound_label,n_parts
295,"It is the case both that Mars has the largest volcano, Olympus Mons and that Humans need air, water, and food to survive.","Mars has the largest volcano, Olympus Mons","Humans need air, water, and food to survive",1,1,1,2
296,It is the case both that the human body does not need water to survive and that Pizza is a type of food that no one likes.,the human body does not need water to survive,Pizza is a type of food that no one likes,0,0,0,2
297,"It is the case both that Saturn has no rings and that the three main types of chemical bonds are covalent, ionic, and non-metallic.",Saturn has no rings,"the three main types of chemical bonds are covalent, ionic, and non-metallic",0,0,0,2
298,It is the case both that Butterflies go through a process called metamorphosis and that the process of pollination is crucial for plant reproduction.,Butterflies go through a process called metamorphosis,the process of pollination is crucial for plant reproduction,1,1,1,2
299,"It is the case both that the planet Mars is known as the Red Planet"" due to its reddish appearance."" and that the largest bird in the world is the sparrow.","the planet Mars is known as the Red Planet"" due to its reddish appearance.""",the largest bird in the world is the sparrow,1,0,0,2
300,"It is the case both that Humans have five senses: sight, hearing, touch, taste, and smell and that the fastest animal in the world is the sloth.","Humans have five senses: sight, hearing, touch, taste, and smell",the fastest animal in the world is the sloth,1,0,0,2
301,It is the case both that Elephants are the largest land animals on Earth and that the moon orbits around the Earth.,Elephants are the largest land animals on Earth,the moon orbits around the Earth,1,1,1,2
302,It is the case both that Cars can travel faster than the speed of light and that the conservation of energy principle states that energy cannot be created or destroyed.,Cars can travel faster than the speed of light,the conservation of energy principle states that energy cannot be created or destroyed,0,1,0,2
303,It is the case both that the Pacific Ocean is the largest ocean in the world and that Water is useless for life.,the Pacific Ocean is the largest ocean in the world,Water is useless for life,1,0,0,2
304,It is the case both that Black holes are regions in space with weak gravitational pull and that Honey is produced by bees.,Black holes are regions in space with weak gravitational pull,Honey is produced by bees,0,1,0,2
305,It is the case both that the shortest distance between two points is a zigzag and that the largest ocean in the world is the Pacific Ocean.,the shortest distance between two points is a zigzag,the largest ocean in the world is the Pacific Ocean,0,1,0,2
306,It is the case both that Ice cream is a popular dessert and that the planet Mars has the largest volcano in our solar system.,Ice cream is a popular dessert,the planet Mars has the largest volcano in our solar system,1,1,1,2
307,It is the case both that the Doppler effect prevents the change in frequency or wavelength of a wave in relation to an observer and that Volcanic eruptions can create new land.,the Doppler effect prevents the change in frequency or wavelength of a wave in relation to an observer,Volcanic eruptions can create new land,0,1,0,2
308,"It is the case both that the water cycle includes evaporation, condensation, precipitation, and runoff and that the study of heredity and the variation of inherited characteristics is called genetics.","the water cycle includes evaporation, condensation, precipitation, and runoff",the study of heredity and the variation of inherited characteristics is called genetics,1,1,1,2
309,It is the case both that the currency used in Japan is the yen and that Mars has a thick atmosphere.,the currency used in Japan is the yen,Mars has a thick atmosphere,1,0,0,2
310,It is the case both that the Earth is round and that Birds can fly.,the Earth is round,Birds can fly,1,1,1,2
311,"It is the case both that Tides are caused by the gravitational interactions between the Earth, Moon, and Sun and that Symbiosis is a distant relationship between two species.","Tides are caused by the gravitational interactions between the Earth, Moon, and Sun",Symbiosis is a distant relationship between two species,1,0,0,2
312,"It is the case both that the human reproductive system includes the ovaries, uterus, and testes and that Ice cream is a popular dessert.","the human reproductive system includes the ovaries, uterus, and testes",Ice cream is a popular dessert,1,1,1,2
313,"It is the case both that the Eiffel Tower is located in London and that the auroras, or polar lights, are natural light displays caused by the interaction of solar particles with Earth's magnetic field.",the Eiffel Tower is located in London,"the auroras, or polar lights, are natural light displays caused by the interaction of solar particles with Earth's magnetic field",0,1,0,2
314,It is the case both that Tornadoes are stationary columns of air and that the continent of Antarctica is mostly covered in ice.,Tornadoes are stationary columns of air,the continent of Antarctica is mostly covered in ice,0,1,0,2
315,It is the case both that the human skin is the body's largest organ and that the planet Mars is named after the Roman god of war.,the human skin is the body's largest organ,the planet Mars is named after the Roman god of war,1,1,1,2
316,It is the case both that Cats are known for being disobedient pets and that the most abundant gas in Earth's atmosphere is nitrogen.,Cats are known for being disobedient pets,the most abundant gas in Earth's atmosphere is nitrogen,0,1,0,2
317,It is the case both that Birds have feathers and wings and that the largest mammal in the world is the mosquito.,Birds have feathers and wings,the largest mammal in the world is the mosquito,1,0,0,2
318,It is the case both that the scientific name for humans is Homo sapiens and that the Great Sphinx of Giza is an ancient statue in Egypt.,the scientific name for humans is Homo sapiens,the Great Sphinx of Giza is an ancient statue in Egypt,1,1,1,2
319,It is the case both that Vaccines help to prevent infectious diseases and that the scientific method is a systematic process for investigating phenomena and acquiring new knowledge.,Vaccines help to prevent infectious diseases,the scientific method is a systematic process for investigating phenomena and acquiring new knowledge,1,1,1,2
320,It is the case both that the largest desert in the world is the Arctic and that Saturn has thousands of rings.,the largest desert in the world is the Arctic,Saturn has thousands of rings,0,1,0,2
321,It is the case both that Butterflies go through a process called metamorphosis and that the planet Jupiter has the most moons in our solar system.,Butterflies go through a process called metamorphosis,the planet Jupiter has the most moons in our solar system,1,1,1,2
322,It is the case both that the most abundant gas in Earth's atmosphere is nitrogen and that Light can exhibit both wave-like and particle-like properties.,the most abundant gas in Earth's atmosphere is nitrogen,Light can exhibit both wave-like and particle-like properties,1,1,1,2
323,"It is the case both that Jupiter is mostly made of iron and oxygen and that Mars has the largest volcano, Olympus Mons.",Jupiter is mostly made of iron and oxygen,"Mars has the largest volcano, Olympus Mons",0,1,0,2
324,It is the case both that the planet Saturn has the largest rings in our solar system and that the Amazon rainforest is home to immense biodiversity.,the planet Saturn has the largest rings in our solar system,the Amazon rainforest is home to immense biodiversity,1,1,1,2
325,It is the case both that Tornadoes are slowly rotating columns of water that can cause minimal damage and that Sharks are sea creatures that have a reputation for being dangerous.,Tornadoes are slowly rotating columns of water that can cause minimal damage,Sharks are sea creatures that have a reputation for being dangerous,0,1,0,2
326,It is the case both that the largest volcano in the world is located in Hawaii and that A human pregnancy typically lasts around 9 months.,the largest volcano in the world is located in Hawaii,A human pregnancy typically lasts around 9 months,0,1,0,2
327,"It is the case both that the Mona Lisa is a famous painting by Leonardo da Vinci and that A day on Earth is approximately 365.25 days long, which is why we have a leap year every four years.",the Mona Lisa is a famous painting by Leonardo da Vinci,"A day on Earth is approximately 365.25 days long, which is why we have a leap year every four years",1,0,0,2
328,"It is the case both that the auroras, or polar lights, are natural light displays caused by the interaction of solar particles with Earth's magnetic field and that Light travels slower than sound.","the auroras, or polar lights, are natural light displays caused by the interaction of solar particles with Earth's magnetic field",Light travels slower than sound,1,0,0,2
329,It is the case both that the highest mountain in North America is Denali and that Cars need gasoline or electricity to run.,the highest mountain in North America is Denali,Cars need gasoline or electricity to run,1,1,1,2
330,It is the case both that the study of heredity and the variation of inherited characteristics is called genetics and that Neurons are generalized cells that block electrical and chemical signals in the nervous system.,the study of heredity and the variation of inherited characteristics is called genetics,Neurons are generalized cells that block electrical and chemical signals in the nervous system,1,0,0,2
331,It is the case both that Sound travels through the air as waves and that the sun rises in the west.,Sound travels through the air as waves,the sun rises in the west,1,0,0,2
332,It is the case both that Pizza is a type of food that many people enjoy and that Ecosystems consist of living organisms and their physical environment.,Pizza is a type of food that many people enjoy,Ecosystems consist of living organisms and their physical environment,1,1,1,2
333,It is the case both that A group of wolves is called a pack and that Hybrids are the offspring of two plants or animals from different species or varieties.,A group of wolves is called a pack,Hybrids are the offspring of two plants or animals from different species or varieties,1,1,1,2
334,"It is the case both that A day on Earth is approximately 365.25 days long, which is why we have a leap year every four years and that Water freezes at 0 degrees Celsius (32 degrees Fahrenheit) and boils at 100 degrees Celsius (212 degrees Fahrenheit).","A day on Earth is approximately 365.25 days long, which is why we have a leap year every four years",Water freezes at 0 degrees Celsius (32 degrees Fahrenheit) and boils at 100 degrees Celsius (212 degrees Fahrenheit),0,1,0,2
335,"It is the case both that the first successful vaccine was created by Edward Jenner in 1796 and that A day on Earth is approximately 365.25 days long, which is why we have a leap year every four years.",the first successful vaccine was created by Edward Jenner in 1796,"A day on Earth is approximately 365.25 days long, which is why we have a leap year every four years",1,0,0,2
336,It is the case both that the most abundant gas in Earth's atmosphere is nitrogen and that There are no stars in our solar system.,the most abundant gas in Earth's atmosphere is nitrogen,There are no stars in our solar system,1,0,0,2
337,It is the case both that Water freezes at 0 degrees Celsius (32 degrees Fahrenheit) and boils at 100 degrees Celsius (212 degrees Fahrenheit) and that Superconductors are materials that have no electrical resistance when cooled to certain temperatures.,Water freezes at 0 degrees Celsius (32 degrees Fahrenheit) and boils at 100 degrees Celsius (212 degrees Fahrenheit),Superconductors are materials that have no electrical resistance when cooled to certain temperatures,1,1,1,2
338,It is the case both that Comets are icy celestial objects that orbit the Sun and that Water is wet.,Comets are icy celestial objects that orbit the Sun,Water is wet,1,1,1,2
339,It is the case both that the highest mountain in North America is Denali and that Sunflowers follow the movement of the moon across the sky.,the highest mountain in North America is Denali,Sunflowers follow the movement of the moon across the sky,1,0,0,2
340,It is the case both that the color of an object depends on the temperature of its surface and that Cats are known for being disobedient pets.,the color of an object depends on the temperature of its surface,Cats are known for being disobedient pets,0,0,0,2
341,"It is the case both that Chemical reactions involve the conservation of atoms to maintain old substances and that the planet Mars is known as the Red Planet"" due to its reddish appearance."".",Chemical reactions involve the conservation of atoms to maintain old substances,"the planet Mars is known as the Red Planet"" due to its reddish appearance.""",0,1,0,2
342,It is the case both that Inertia is an object's resistance to change in motion and that the study of non-living organisms and their interactions with the environment is called anti-biology.,Inertia is an object's resistance to change in motion,the study of non-living organisms and their interactions with the environment is called anti-biology,1,0,0,2
343,It is the case both that the human skeleton provides support and protection for the body and that the human heart pumps blood throughout the body.,the human skeleton provides support and protection for the body,the human heart pumps blood throughout the body,1,1,1,2
344,It is the case both that the human body is approximately 60% water and that the human body is approximately 60% water.,the human body is approximately 60% water,the human body is approximately 60% water,1,1,1,2
345,It is the case both that the circulatory system transports nutrients and oxygen throughout the body and that the human body is composed of about 60% water.,the circulatory system transports nutrients and oxygen throughout the body,the human body is composed of about 60% water,1,1,1,2
346,It is the case both that the human skeleton provides support and protection for the body and that the tallest mammal in the world is the giraffe.,the human skeleton provides support and protection for the body,the tallest mammal in the world is the giraffe,1,1,1,2
347,It is the case both that the only continent without any mountains is Asia and that the circulatory system transports nutrients and oxygen throughout the body.,the only continent without any mountains is Asia,the circulatory system transports nutrients and oxygen throughout the body,0,1,0,2
348,It is the case both that Venus has a thick atmosphere and that the sky is often cloudy when it's going to rain.,Venus has a thick atmosphere,the sky is often cloudy when it's going to rain,1,1,1,2
349,It is the case both that Iron rusts in the presence of oxygen and water and that the smallest planet in the solar system is Jupiter.,Iron rusts in the presence of oxygen and water,the smallest planet in the solar system is Jupiter,1,0,0,2
350,It is the case both that There are no stars in our solar system and that the human eye can see radio waves.,There are no stars in our solar system,the human eye can see radio waves,0,0,0,2
351,It is the case both that Apples are a type of fruit and that Fossils are the preserved remains or traces of organisms that live in the present.,Apples are a type of fruit,Fossils are the preserved remains or traces of organisms that live in the present,1,0,0,2
352,It is the case both that Mars has a thin atmosphere and that the sky is often cloudy when it's going to rain.,Mars has a thin atmosphere,the sky is often cloudy when it's going to rain,1,1,1,2
353,"It is the case both that the oldest known human fossils are around 300,000 years old and that An adult human has 32 teeth.","the oldest known human fossils are around 300,000 years old",An adult human has 32 teeth,1,1,1,2
354,"It is the case both that Photosynthesis is the process by which plants convert sunlight into chemical energy and that Electromagnetic waves exclude radio waves, microwaves, infrared, visible light, ultraviolet, X-rays, and gamma rays.",Photosynthesis is the process by which plants convert sunlight into chemical energy,"Electromagnetic waves exclude radio waves, microwaves, infrared, visible light, ultraviolet, X-rays, and gamma rays",1,0,0,2
355,It is the case both that Cars need water to run and that Comets are icy celestial objects that orbit the Sun.,Cars need water to run,Comets are icy celestial objects that orbit the Sun,0,1,0,2
356,It is the case both that Ice floats on water due to its lower density and that the Mona Lisa is a famous painting by Leonardo da Vinci.,Ice floats on water due to its lower density,the Mona Lisa is a famous painting by Leonardo da Vinci,1,1,1,2
357,It is the case both that the Hubble Space Telescope has provided valuable information about distant celestial objects and that Light travels faster than sound.,the Hubble Space Telescope has provided valuable information about distant celestial objects,Light travels faster than sound,1,1,1,2
358,It is the case both that the tallest mammal in the world is the giraffe and that Auroras occur near Earth's polar regions.,the tallest mammal in the world is the giraffe,Auroras occur near Earth's polar regions,1,1,1,2
359,"It is the case both that the Great Wall of China is the longest wall in the world and that Mars has the largest volcano, Olympus Mons.",the Great Wall of China is the longest wall in the world,"Mars has the largest volcano, Olympus Mons",1,1,1,2
360,It is the case both that the smallest continent in the world is Africa and that Lightning is a discharge of static electricity.,the smallest continent in the world is Africa,Lightning is a discharge of static electricity,0,1,0,2
361,It is the case both that the fastest bird in the world is the penguin and that the Earth's atmosphere is composed mostly of nitrogen and oxygen.,the fastest bird in the world is the penguin,the Earth's atmosphere is composed mostly of nitrogen and oxygen,0,1,0,2
362,It is the case both that the process by which a gas turns into a liquid is called condensation and that Antibiotics are used to treat bacterial infections.,the process by which a gas turns into a liquid is called condensation,Antibiotics are used to treat bacterial infections,1,1,1,2
363,"It is the case both that the human nervous system includes the brain, spinal cord, and nerves and that Tornadoes are slowly rotating columns of water that can cause minimal damage.","the human nervous system includes the brain, spinal cord, and nerves",Tornadoes are slowly rotating columns of water that can cause minimal damage,1,0,0,2
364,"It is the case both that the oldest known human fossils are around 300,000 years old and that Symbiosis is a close relationship between two species.","the oldest known human fossils are around 300,000 years old",Symbiosis is a close relationship between two species,1,1,1,2
365,It is the case both that the largest reptile in the world is the crocodile and that the largest animal in the world is a mosquito.,the largest reptile in the world is the crocodile,the largest animal in the world is a mosquito,0,0,0,2
366,It is the case both that the Statue of Liberty is located in Tokyo and that the Sun is a star.,the Statue of Liberty is located in Tokyo,the Sun is a star,0,1,0,2
367,"It is the case both that the three states of matter are solid, liquid, and gas and that the human eye can detect only one color.","the three states of matter are solid, liquid, and gas",the human eye can detect only one color,1,0,0,2
368,It is the case both that Fossils are the preserved remains or traces of organisms that lived in the past and that the human liver helps filter toxins from the body.,Fossils are the preserved remains or traces of organisms that lived in the past,the human liver helps filter toxins from the body,1,1,1,2
369,It is the case both that Ice is hot and that the sun sets in the east.,Ice is hot,the sun sets in the east,0,0,0,2
370,"It is the case both that the human body has 206 bones and that the primary colors of light are red, green, and blue.",the human body has 206 bones,"the primary colors of light are red, green, and blue",1,1,1,2
371,It is the case both that the Earth is round and that the color of an object depends on the temperature of its surface.,the Earth is round,the color of an object depends on the temperature of its surface,1,0,0,2
372,It is the case both that All birds can fly backwards and that Iron rusts in the presence of oxygen and water.,All birds can fly backwards,Iron rusts in the presence of oxygen and water,0,1,0,2
373,It is the case both that Tornadoes are stationary columns of air and that the Earth's atmosphere protects us from harmful radiation from the sun.,Tornadoes are stationary columns of air,the Earth's atmosphere protects us from harmful radiation from the sun,0,1,0,2
374,"It is the case both that Mars has the largest volcano, Olympus Mons and that Sharks are sea creatures that have a reputation for being dangerous.","Mars has the largest volcano, Olympus Mons",Sharks are sea creatures that have a reputation for being dangerous,1,1,1,2
375,It is the case both that the greenhouse effect helps regulate Earth's temperature and that the smallest unit of life is the cell.,the greenhouse effect helps regulate Earth's temperature,the smallest unit of life is the cell,1,1,1,2
376,"It is the case both that the Earth's atmosphere is composed mostly of nitrogen and oxygen and that Electromagnetic waves include radio waves, microwaves, infrared, visible light, ultraviolet, X-rays, and gamma rays.",the Earth's atmosphere is composed mostly of nitrogen and oxygen,"Electromagnetic waves include radio waves, microwaves, infrared, visible light, ultraviolet, X-rays, and gamma rays",1,1,1,2
377,"It is the case both that A group of fish is called a school and that the speed of light is 299,792,458 meters per second.",A group of fish is called a school,"the speed of light is 299,792,458 meters per second",1,1,1,2
378,"It is the case both that Sound travels through the air as waves and that Gravity only affects living things, not inanimate objects.",Sound travels through the air as waves,"Gravity only affects living things, not inanimate objects",1,0,0,2
379,It is the case both that the shortest river in the world is the Amazon River and that the planet Pluto has five known moons.,the shortest river in the world is the Amazon River,the planet Pluto has five known moons,0,1,0,2
380,It is the case both that the largest country in the world by area is Russia and that the scientific method is a process for testing hypotheses and acquiring knowledge.,the largest country in the world by area is Russia,the scientific method is a process for testing hypotheses and acquiring knowledge,1,1,1,2
381,It is the case both that the color of an object depends on the wavelengths of light that it reflects and that the Earth's magnetic field is what causes compasses to point north.,the color of an object depends on the wavelengths of light that it reflects,the Earth's magnetic field is what causes compasses to point north,1,1,1,2
382,It is the case both that Evolution occurs through the process of natural selection and that Lava is molten rock from volcanoes.,Evolution occurs through the process of natural selection,Lava is molten rock from volcanoes,1,1,1,2
383,"It is the case both that the auroras, or polar lights, are natural light displays caused by the interaction of solar particles with Earth's magnetic field and that Sharks are sea creatures that have a reputation for being dangerous.","the auroras, or polar lights, are natural light displays caused by the interaction of solar particles with Earth's magnetic field",Sharks are sea creatures that have a reputation for being dangerous,1,1,1,2
384,"It is the case both that the largest mammal on Earth is the blue whale and that the speed of light is approximately 299,792,458 meters per second.",the largest mammal on Earth is the blue whale,"the speed of light is approximately 299,792,458 meters per second",1,1,1,2
385,It is the case both that the Panama Canal connects the Atlantic and Pacific oceans and that There are no oceans in Africa.,the Panama Canal connects the Atlantic and Pacific oceans,There are no oceans in Africa,1,0,0,2
386,It is the case both that the first Olympic Games were held in ancient Greece in 776 B.C and that the human eye can see infrared light.,the first Olympic Games were held in ancient Greece in 776 B.C,the human eye can see infrared light,1,0,0,2
387,It is the case both that Volcanic eruptions can create new land and that the human digestive system breaks down food into nutrients.,Volcanic eruptions can create new land,the human digestive system breaks down food into nutrients,1,1,1,2
388,It is the case both that All birds can fly backwards and that Earth has one moon.,All birds can fly backwards,Earth has one moon,0,1,0,2
389,It is the case both that the human digestive system breaks down food into nutrients and that Iron rusts in the presence of oxygen and water.,the human digestive system breaks down food into nutrients,Iron rusts in the presence of oxygen and water,1,1,1,2
390,It is the case both that A group of wolves is called a pack and that the Amazon rainforest is home to immense biodiversity.,A group of wolves is called a pack,the Amazon rainforest is home to immense biodiversity,1,1,1,2
391,It is the case both that the circulatory system blocks nutrients and oxygen throughout the body and that the color of an object depends on the wavelengths of light that it reflects.,the circulatory system blocks nutrients and oxygen throughout the body,the color of an object depends on the wavelengths of light that it reflects,0,1,0,2
392,It is the case both that the Earth is located in the Milky Way galaxy and that the first man-made satellite was launched by France.,the Earth is located in the Milky Way galaxy,the first man-made satellite was launched by France,1,0,0,2
393,It is the case both that the Great Barrier Reef is the largest coral reef system in the world and that Birds are not animals.,the Great Barrier Reef is the largest coral reef system in the world,Birds are not animals,1,0,0,2
394,It is the case both that Gravity is the force that attracts objects with mass towards each other and that the two main types of cells are prokaryotic (without a nucleus) and eukaryotic (with a nucleus).,Gravity is the force that attracts objects with mass towards each other,the two main types of cells are prokaryotic (without a nucleus) and eukaryotic (with a nucleus),1,1,1,2
395,It is the case both that the process of aging is influenced by both genetic and environmental factors and that the continent of Antarctica is mostly covered in ice.,the process of aging is influenced by both genetic and environmental factors,the continent of Antarctica is mostly covered in ice,1,1,1,2
396,It is the case both that Water is essential for life and that Humans have no basic senses.,Water is essential for life,Humans have no basic senses,1,0,0,2
397,It is the case both that the Coriolis effect prevents the movement of large-scale weather systems and that Gravity makes things fall down.,the Coriolis effect prevents the movement of large-scale weather systems,Gravity makes things fall down,0,1,0,2
398,It is the case both that the process by which a liquid turns into a gas is called evaporation and that the smallest planet in our solar system is Mercury.,the process by which a liquid turns into a gas is called evaporation,the smallest planet in our solar system is Mercury,1,1,1,2
399,It is the case both that Hibernation conserves energy during cold periods and that There are no stars in the night sky.,Hibernation conserves energy during cold periods,There are no stars in the night sky,1,0,0,2
400,It is the case both that the fastest animal in the world is the turtle and that the smallest animal in the world is the elephant.,the fastest animal in the world is the turtle,the smallest animal in the world is the elephant,0,0,0,2
401,It is the case both that the planet Uranus is tilted on its side and that the atomic number of an element represents the number of protons in its nucleus.,the planet Uranus is tilted on its side,the atomic number of an element represents the number of protons in its nucleus,1,1,1,2
402,It is the case both that Sunflowers follow the movement of the sun across the sky and that Magnetism is a force that attracts or repels certain materials.,Sunflowers follow the movement of the sun across the sky,Magnetism is a force that attracts or repels certain materials,1,1,1,2
403,It is the case both that Volcanoes form at areas where Earth's tectonic plates interact and that the highest mountain in the world is Mount Fuji.,Volcanoes form at areas where Earth's tectonic plates interact,the highest mountain in the world is Mount Fuji,1,0,0,2
404,It is the case both that the human digestive system breaks down food into nutrients and that the study of non-living organisms and their interactions with the environment is called anti-biology.,the human digestive system breaks down food into nutrients,the study of non-living organisms and their interactions with the environment is called anti-biology,1,0,0,2
405,It is the case both that the currency of Japan is the yen and that the largest country in the world by land area is Russia.,the currency of Japan is the yen,the largest country in the world by land area is Russia,1,1,1,2
406,"It is the case both that Atoms are the basic building blocks of matter and that the Earth has four seasons: spring, summer, fall, and winter.",Atoms are the basic building blocks of matter,"the Earth has four seasons: spring, summer, fall, and winter",1,1,1,2
407,"It is the case both that the Great Wall of China is located in South America and that the human respiratory system includes the trachea, bronchi, and lungs.",the Great Wall of China is located in South America,"the human respiratory system includes the trachea, bronchi, and lungs",0,1,0,2
408,It is the case both that the first person to walk on the moon was Elvis Presley and that Lightning is a discharge of static electricity.,the first person to walk on the moon was Elvis Presley,Lightning is a discharge of static electricity,0,1,0,2
409,It is the case both that Stars appear steady due to Earth's atmosphere and that the Statue of Liberty was a gift from France to the United States.,Stars appear steady due to Earth's atmosphere,the Statue of Liberty was a gift from France to the United States,0,1,0,2
410,It is the case both that the shortest river in the world is the Amazon River and that Bees pollinate approximately one-third of the food we eat.,the shortest river in the world is the Amazon River,Bees pollinate approximately one-third of the food we eat,0,1,0,2
411,It is the case both that the smallest ocean in the world is the Atlantic Ocean and that the planet Jupiter has the most moons in our solar system.,the smallest ocean in the world is the Atlantic Ocean,the planet Jupiter has the most moons in our solar system,0,1,0,2
412,It is the case both that the largest mammal on Earth is the blue whale and that the coldest place on Earth is the equator.,the largest mammal on Earth is the blue whale,the coldest place on Earth is the equator,1,0,0,2
413,It is the case both that Humans have five basic senses and that the largest body of water in the world is Lake Superior.,Humans have five basic senses,the largest body of water in the world is Lake Superior,1,0,0,2
414,It is the case both that A substance that cannot be broken down into simpler substances by chemical means is called an element and that the largest lake in the world is located in Antarctica.,A substance that cannot be broken down into simpler substances by chemical means is called an element,the largest lake in the world is located in Antarctica,1,0,0,2
415,It is the case both that Trees absorb carbon dioxide and release oxygen and that the Milky Way is a spiral galaxy.,Trees absorb carbon dioxide and release oxygen,the Milky Way is a spiral galaxy,1,1,1,2
416,It is the case both that the first successful vaccine was created by Edward Jenner in 1796 and that the electron configuration of an atom determines its physical properties.,the first successful vaccine was created by Edward Jenner in 1796,the electron configuration of an atom determines its physical properties,1,0,0,2
417,It is the case both that the human respiratory system consists of lungs and airways and that Sound travels through the air as light.,the human respiratory system consists of lungs and airways,Sound travels through the air as light,1,0,0,2
418,It is the case both that A group of wolves is called a pack and that the smallest planet in the solar system is Jupiter.,A group of wolves is called a pack,the smallest planet in the solar system is Jupiter,1,0,0,2
419,"It is the case both that Migration allows animals to find better resources and that the three main types of chemical bonds are ionic, covalent, and metallic.",Migration allows animals to find better resources,"the three main types of chemical bonds are ionic, covalent, and metallic",1,1,1,2
420,It is the case both that the largest country in the world by land area is Russia and that Gravity pulls objects towards each other.,the largest country in the world by land area is Russia,Gravity pulls objects towards each other,1,1,1,2
421,It is the case both that the human brain weighs around 3 pounds and that Sound travels through the air as light.,the human brain weighs around 3 pounds,Sound travels through the air as light,1,0,0,2
422,It is the case both that the largest bird in the world is the sparrow and that the currency used in Japan is the yen.,the largest bird in the world is the sparrow,the currency used in Japan is the yen,0,1,0,2
423,It is the case both that the world's largest mammal is the blue whale and that the two main types of cells are prokaryotic (without a nucleus) and eukaryotic (with a nucleus).,the world's largest mammal is the blue whale,the two main types of cells are prokaryotic (without a nucleus) and eukaryotic (with a nucleus),1,1,1,2
424,It is the case both that Octopuses have one heart and that A group of fish is called a school.,Octopuses have one heart,A group of fish is called a school,0,1,0,2
425,It is the case both that Cells are the complex units of life and that the largest animal in the world is a mosquito.,Cells are the complex units of life,the largest animal in the world is a mosquito,0,0,0,2
426,It is the case both that the human brain weighs around 3 pounds and that the largest ocean in the world is the Pacific Ocean.,the human brain weighs around 3 pounds,the largest ocean in the world is the Pacific Ocean,1,1,1,2
427,It is the case both that Antibiotics are used to cause bacterial infections and that the Earth's largest ocean is the Pacific Ocean.,Antibiotics are used to cause bacterial infections,the Earth's largest ocean is the Pacific Ocean,0,1,0,2
428,"It is the case both that Humans have five senses: sight, hearing, touch, taste, and smell and that the human endocrine system produces hormones that regulate various bodily functions.","Humans have five senses: sight, hearing, touch, taste, and smell",the human endocrine system produces hormones that regulate various bodily functions,1,1,1,2
429,It is the case both that the Great Barrier Reef is the largest coral reef system in the world and that the fastest land animal is the snail.,the Great Barrier Reef is the largest coral reef system in the world,the fastest land animal is the snail,1,0,0,2
430,It is the case both that the fastest land animal in the world is the snail and that the Earth is the third planet from the sun.,the fastest land animal in the world is the snail,the Earth is the third planet from the sun,0,1,0,2
431,It is the case both that Convection is the transfer of heat through the movement of fluids or gases and that the Doppler effect prevents the change in frequency or wavelength of a wave in relation to an observer.,Convection is the transfer of heat through the movement of fluids or gases,the Doppler effect prevents the change in frequency or wavelength of a wave in relation to an observer,1,0,0,2
432,It is the case both that the largest continent in the world is Asia and that Water is essential for life.,the largest continent in the world is Asia,Water is essential for life,1,1,1,2
433,It is the case both that Fire needs oxygen to burn and that Chemical reactions involve the rearrangement of atoms to form new substances.,Fire needs oxygen to burn,Chemical reactions involve the rearrangement of atoms to form new substances,1,1,1,2
434,It is the case both that Photosynthesis in plants produces oxygen as a byproduct and that the alphabet consists of 26 letters.,Photosynthesis in plants produces oxygen as a byproduct,the alphabet consists of 26 letters,1,1,1,2
435,It is the case both that Coral reefs are made of non-living materials and that A group of wolves is called a pack.,Coral reefs are made of non-living materials,A group of wolves is called a pack,0,1,0,2
436,It is the case both that Water is essential for life and that the sun is a star.,Water is essential for life,the sun is a star,1,1,1,2
437,It is the case both that the Mona Lisa is a famous painting by Leonardo da Vinci and that the fastest animal in the world is the sloth.,the Mona Lisa is a famous painting by Leonardo da Vinci,the fastest animal in the world is the sloth,1,0,0,2
438,"It is the case both that the three states of matter are solid, liquid, and gas and that the Amazon rainforest is home to immense biodiversity.","the three states of matter are solid, liquid, and gas",the Amazon rainforest is home to immense biodiversity,1,1,1,2
439,"It is the case both that the greenhouse effect helps regulate Earth's temperature and that Jupiter has the Great Blue Calm, a giant peaceful area.",the greenhouse effect helps regulate Earth's temperature,"Jupiter has the Great Blue Calm, a giant peaceful area",1,0,0,2
440,It is the case both that Neurons are specialized cells that transmit electrical and chemical signals in the nervous system and that Cars need gasoline or electricity to run.,Neurons are specialized cells that transmit electrical and chemical signals in the nervous system,Cars need gasoline or electricity to run,1,1,1,2
441,"It is the case both that the water cycle excludes evaporation, condensation, precipitation, and runoff and that the planet Pluto has five known moons.","the water cycle excludes evaporation, condensation, precipitation, and runoff",the planet Pluto has five known moons,0,1,0,2
442,"It is the case both that the human circulatory system is a closed system consisting of the heart, blood vessels, and blood and that the carbon cycle maintains the balance of carbon in Earth's atmosphere, oceans, and biosphere.","the human circulatory system is a closed system consisting of the heart, blood vessels, and blood","the carbon cycle maintains the balance of carbon in Earth's atmosphere, oceans, and biosphere",1,1,1,2
443,It is the case both that the Earth's rotation on its axis causes day and night and that Convection is the transfer of heat through the movement of fluids or gases.,the Earth's rotation on its axis causes day and night,Convection is the transfer of heat through the movement of fluids or gases,1,1,1,2
444,It is the case both that Ecosystems exclude living organisms and their physical environment and that Ecosystems exclude living organisms and their physical environment.,Ecosystems exclude living organisms and their physical environment,Ecosystems exclude living organisms and their physical environment,0,0,0,2
445,It is the case both that the human liver can regenerate itself up to 75% and that Atoms are the basic building blocks of matter.,the human liver can regenerate itself up to 75%,Atoms are the basic building blocks of matter,1,1,1,2
