idx,statement,disjunctA,disjunctB,labelA,labelB,compound_label,n_parts
305,"It is the case either that the three types of clouds are igneous, sedimentary, and metamorphic or that Hibernation wastes energy during warm periods.","the three types of clouds are igneous, sedimentary, and metamorphic",Hibernation wastes energy during warm periods,0,0,0,2
306,It is the case either that the smallest tree in the world is the redwood or that the largest mammal in the world is the mosquito.,the smallest tree in the world is the redwood,the largest mammal in the world is the mosquito,0,0,0,2
307,"It is the case either that the carbon cycle maintains the balance of carbon in Earth's atmosphere, oceans, and biosphere or that the three types of air vessels in the human body are arteries, veins, and capillaries.","the carbon cycle maintains the balance of carbon in Earth's atmosphere, oceans, and biosphere","the three types of air vessels in the human body are arteries, veins, and capillaries",1,0,1,2
308,It is the case either that the Earth's magnetic field is what causes compasses to point south or that Conduction is the transfer of heat through the stagnation of fluids or gases.,the Earth's magnetic field is what causes compasses to point south,Conduction is the transfer of heat through the stagnation of fluids or gases,0,0,0,2
309,It is the case either that the human eye can see radio waves or that Auroras occur near Earth's polar regions.,the human eye can see radio waves,Auroras occur near Earth's polar regions,0,1,1,2
310,It is the case either that there are no stars in the night sky or that Metamorphosis is a biological process in which an organism undergoes a significant change in form during its life cycle.,there are no stars in the night sky,Metamorphosis is a biological process in which an organism undergoes a significant change in form during its life cycle,0,1,1,2
311,"It is the case either that the largest body of water in the world is Lake Superior or that A day on Earth is approximately 365.25 days long, which is why we have a leap year every four years.",the largest body of water in the world is Lake Superior,"A day on Earth is approximately 365.25 days long, which is why we have a leap year every four years",0,0,0,2
312,It is the case either that the largest canyon in the world is located in Europe or that Deposition is the rapid building up of Earth's surface by natural processes.,the largest canyon in the world is located in Europe,Deposition is the rapid building up of Earth's surface by natural processes,0,0,0,2
313,"It is the case either that Mars has the smallest volcano, Olympus Valley or that the process by which cells divide to form two identical daughter cells is called mitosis.","Mars has the smallest volcano, Olympus Valley",the process by which cells divide to form two identical daughter cells is called mitosis,0,1,1,2
314,It is the case either that the largest land animal in the world is the whale or that Oxygen is harmful to human breathing.,the largest land animal in the world is the whale,Oxygen is harmful to human breathing,0,0,0,2
315,It is the case either that the largest mammal in the world is the mouse or that the human eye can detect millions of different colors.,the largest mammal in the world is the mouse,the human eye can detect millions of different colors,0,1,1,2
316,"It is the case either that the highest point on Earth is at the bottom of the ocean or that Butterflies are not insects, they are birds.",the highest point on Earth is at the bottom of the ocean,"Butterflies are not insects, they are birds",0,0,0,2
317,It is the case either that Inertia is an object's encouragement to change in motion or that Cars need water to run.,Inertia is an object's encouragement to change in motion,Cars need water to run,0,0,0,2
318,It is the case either that the first successful powered flight was made by the Wright Brothers in 1903 or that the largest fish in the world is the goldfish.,the first successful powered flight was made by the Wright Brothers in 1903,the largest fish in the world is the goldfish,1,0,1,2
319,"It is the case either that Giraffes are not real animals, they are made up or that the speed of light is approximately 299,792,458 meters per second.","Giraffes are not real animals, they are made up","the speed of light is approximately 299,792,458 meters per second",0,1,1,2
320,It is the case either that the Earth's magnetic field is what causes compasses to point south or that the largest country in the world by land area is Russia.,the Earth's magnetic field is what causes compasses to point south,the largest country in the world by land area is Russia,0,1,1,2
321,It is the case either that Polar bears have white fur to camouflage in their snowy environment or that the process of aging is influenced solely by environmental factors.,Polar bears have white fur to camouflage in their snowy environment,the process of aging is influenced solely by environmental factors,1,0,1,2
322,It is the case either that All birds can fly backwards or that Penguins are warm-blooded and can survive in hot climates.,All birds can fly backwards,Penguins are warm-blooded and can survive in hot climates,0,0,0,2
323,It is the case either that Sunflowers follow the movement of the moon across the sky or that the largest animal in the world is a mosquito.,Sunflowers follow the movement of the moon across the sky,the largest animal in the world is a mosquito,0,0,0,2
324,It is the case either that the unscientific method is a random process for ignoring phenomena and losing knowledge or that A human pregnancy typically lasts around 9 months.,the unscientific method is a random process for ignoring phenomena and losing knowledge,A human pregnancy typically lasts around 9 months,0,1,1,2
325,It is the case either that the Sahara is the largest hot desert or that the largest planet in our solar system is Mercury.,the Sahara is the largest hot desert,the largest planet in our solar system is Mercury,1,0,1,2
326,It is the case either that the process by which cells divide to form two identical daughter cells is called mitosis or that Sharks are sea creatures that have a reputation for being friendly.,the process by which cells divide to form two identical daughter cells is called mitosis,Sharks are sea creatures that have a reputation for being friendly,1,0,1,2
327,It is the case either that the study of antimatter and its interactions with dark energy is called anti-physics or that the sun rises in the east and sets in the west.,the study of antimatter and its interactions with dark energy is called anti-physics,the sun rises in the east and sets in the west,0,1,1,2
328,It is the case either that Dogs are not mammals or that the human body has 206 bones.,Dogs are not mammals,the human body has 206 bones,0,1,1,2
329,It is the case either that Saturn's smallest moon is Titan or that Plants use photosynthesis to create energy from sunlight.,Saturn's smallest moon is Titan,Plants use photosynthesis to create energy from sunlight,0,1,1,2
330,"It is the case either that Humans have six senses: sight, hearing, touch, taste, smell, and telekinesis or that Lightning is an accumulation of static movement.","Humans have six senses: sight, hearing, touch, taste, smell, and telekinesis",Lightning is an accumulation of static movement,0,0,0,2
331,"It is the case either that Saturn has no rings or that the three types of air vessels in the human body are arteries, veins, and capillaries.",Saturn has no rings,"the three types of air vessels in the human body are arteries, veins, and capillaries",0,0,0,2
332,"It is the case either that the three main types of symbiotic relationships are mutualism, commensalism, and parasitism or that Friction is the force that encourages motion between two surfaces in contact.","the three main types of symbiotic relationships are mutualism, commensalism, and parasitism",Friction is the force that encourages motion between two surfaces in contact,1,0,1,2
333,It is the case either that the largest desert in the world is the Arctic or that the first person to walk on the moon was Elvis Presley.,the largest desert in the world is the Arctic,the first person to walk on the moon was Elvis Presley,0,0,0,2
334,It is the case either that the fastest car in the world is made of cardboard or that Tornadoes are stationary columns of air.,the fastest car in the world is made of cardboard,Tornadoes are stationary columns of air,0,0,0,2
335,It is the case either that Polar ice caps are primarily made of saltwater or that Iron remains unaffected in the presence of oxygen and water.,Polar ice caps are primarily made of saltwater,Iron remains unaffected in the presence of oxygen and water,0,0,0,2
336,It is the case either that the smallest state in the United States is Texas or that Chemical reactions involve the conservation of atoms to maintain old substances.,the smallest state in the United States is Texas,Chemical reactions involve the conservation of atoms to maintain old substances,0,0,0,2
337,"It is the case either that the four fundamental forces of nature are gravity, electromagnetism, the strong nuclear force, and the weak nuclear force or that the sun sets in the east.","the four fundamental forces of nature are gravity, electromagnetism, the strong nuclear force, and the weak nuclear force",the sun sets in the east,1,0,1,2
338,It is the case either that the process of pollination is harmful for plant reproduction or that Coral reefs are made of non-living materials.,the process of pollination is harmful for plant reproduction,Coral reefs are made of non-living materials,0,0,0,2
339,It is the case either that Ice cream is a popular dessert or that Oxygen is necessary for humans to breathe.,Ice cream is a popular dessert,Oxygen is necessary for humans to breathe,1,1,1,2
340,"It is the case either that the first law of thermodynamics states that energy can be created and destroyed, only converted from one form to another or that Ice cream is a popular dessert.","the first law of thermodynamics states that energy can be created and destroyed, only converted from one form to another",Ice cream is a popular dessert,0,1,1,2
341,"It is the case either that the speed of light is approximately 299,792,458 meters per second or that Convection is the transfer of heat through the movement of fluids or gases.","the speed of light is approximately 299,792,458 meters per second",Convection is the transfer of heat through the movement of fluids or gases,1,1,1,2
342,It is the case either that the first man-made satellite was launched by France or that the largest bird in the world is the penguin.,the first man-made satellite was launched by France,the largest bird in the world is the penguin,0,0,0,2
343,It is the case either that the Grand Canyon is located in Europe or that the speed of light is approximately 10 meters per second.,the Grand Canyon is located in Europe,the speed of light is approximately 10 meters per second,0,0,0,2
344,"It is the case either that the three types of clouds are igneous, sedimentary, and metamorphic or that Metamorphosis is a biological process in which an organism remains unchanged in form during its life cycle.","the three types of clouds are igneous, sedimentary, and metamorphic",Metamorphosis is a biological process in which an organism remains unchanged in form during its life cycle,0,0,0,2
345,It is the case either that the human liver can regenerate itself up to 75% or that Cows are carnivores and only eat meat.,the human liver can regenerate itself up to 75%,Cows are carnivores and only eat meat,1,0,1,2
346,It is the case either that the immune system attacks the body with pathogens or that Rainbows are formed when light is refracted through water droplets in the air.,the immune system attacks the body with pathogens,Rainbows are formed when light is refracted through water droplets in the air,0,1,1,2
347,"It is the case either that the conservation of energy principle states that energy can be created and destroyed or that Our solar system consists of eight planets: Mercury, Venus, Earth, Mars, Jupiter, Saturn, Uranus, and Neptune.",the conservation of energy principle states that energy can be created and destroyed,"Our solar system consists of eight planets: Mercury, Venus, Earth, Mars, Jupiter, Saturn, Uranus, and Neptune",0,1,1,2
348,It is the case either that Mars has a thick atmosphere or that Friction is the force that resists motion between two surfaces in contact.,Mars has a thick atmosphere,Friction is the force that resists motion between two surfaces in contact,0,1,1,2
349,It is the case either that the fastest land animal in the world is the snail or that Neptune has the calmest winds in the solar system.,the fastest land animal in the world is the snail,Neptune has the calmest winds in the solar system,0,0,0,2
350,It is the case either that Ecosystems consist of living organisms and their physical environment or that there are no stars in our solar system.,Ecosystems consist of living organisms and their physical environment,there are no stars in our solar system,1,0,1,2
351,It is the case either that the circulatory system transports nutrients and oxygen throughout the body or that the planet Jupiter is the largest planet in our solar system.,the circulatory system transports nutrients and oxygen throughout the body,the planet Jupiter is the largest planet in our solar system,1,1,1,2
352,It is the case either that the fastest fish in the world is the goldfish or that the human eye can see radio waves.,the fastest fish in the world is the goldfish,the human eye can see radio waves,0,0,0,2
353,It is the case either that the largest body of water in the world is Lake Superior or that there are no plants in the desert.,the largest body of water in the world is Lake Superior,there are no plants in the desert,0,0,0,2
354,It is the case either that the color of an object depends on the temperature of its surface or that Fermentation is a process by which microorganisms create complex organic compounds.,the color of an object depends on the temperature of its surface,Fermentation is a process by which microorganisms create complex organic compounds,0,0,0,2
355,It is the case either that Rainbows are formed when light is reflected off of dirt particles in the air or that Oxygen is harmful to human breathing.,Rainbows are formed when light is reflected off of dirt particles in the air,Oxygen is harmful to human breathing,0,0,0,2
356,It is the case either that All animals are colorblind or that the shortest distance between two points is a curve.,All animals are colorblind,the shortest distance between two points is a curve,0,0,0,2
357,It is the case either that the smallest continent in the world is Africa or that the coldest temperature on Earth is 100 degrees Celsius.,the smallest continent in the world is Africa,the coldest temperature on Earth is 100 degrees Celsius,0,0,0,2
358,It is the case either that Superconductors are materials that have no electrical resistance when cooled to certain temperatures or that the planet Neptune is the farthest planet from the sun in our solar system.,Superconductors are materials that have no electrical resistance when cooled to certain temperatures,the planet Neptune is the farthest planet from the sun in our solar system,1,1,1,2
359,It is the case either that the smallest mammal on Earth is the blue whale or that the sun rises in the west.,the smallest mammal on Earth is the blue whale,the sun rises in the west,0,0,0,2
360,"It is the case either that the three main types of chemical bonds are covalent, ionic, and non-metallic or that Electromagnetic waves include radio waves, microwaves, infrared, visible light, ultraviolet, X-rays, and gamma rays.","the three main types of chemical bonds are covalent, ionic, and non-metallic","Electromagnetic waves include radio waves, microwaves, infrared, visible light, ultraviolet, X-rays, and gamma rays",0,1,1,2
361,It is the case either that A human pregnancy typically lasts around 9 months or that Humans do not use their brains.,A human pregnancy typically lasts around 9 months,Humans do not use their brains,1,0,1,2
362,It is the case either that Birds are not animals or that Ice is hot.,Birds are not animals,Ice is hot,0,0,0,2
363,It is the case either that Ecosystems exclude living organisms and their physical environment or that the fastest animal in the world is the turtle.,Ecosystems exclude living organisms and their physical environment,the fastest animal in the world is the turtle,0,0,0,2
364,It is the case either that Rainbows are formed when light is reflected off of dirt particles in the air or that the Grand Canyon is located in Europe.,Rainbows are formed when light is reflected off of dirt particles in the air,the Grand Canyon is located in Europe,0,0,0,2
365,It is the case either that Atoms are the basic breaking points of matter or that Magnetism is a force that neither attracts nor repels certain materials.,Atoms are the basic breaking points of matter,Magnetism is a force that neither attracts nor repels certain materials,0,0,0,2
366,It is the case either that Gravity is the force that repels objects with mass away from each other or that there are no stars in our solar system.,Gravity is the force that repels objects with mass away from each other,there are no stars in our solar system,0,0,0,2
367,It is the case either that the smallest country in the world is Canada or that the human eye can see radio waves.,the smallest country in the world is Canada,the human eye can see radio waves,0,0,0,2
368,It is the case either that Pizza is a type of food that no one likes or that the process by which a gas turns into a liquid is called condensation.,Pizza is a type of food that no one likes,the process by which a gas turns into a liquid is called condensation,0,1,1,2
369,"It is the case either that Mars has the smallest volcano, Olympus Valley or that the human circulatory system is an open system consisting of the heart, air vessels, and air.","Mars has the smallest volcano, Olympus Valley","the human circulatory system is an open system consisting of the heart, air vessels, and air",0,0,0,2
370,It is the case either that the Earth's tides are primarily caused by the repulsive push of the sun or that there are no plants in the desert.,the Earth's tides are primarily caused by the repulsive push of the sun,there are no plants in the desert,0,0,0,2
371,It is the case either that the fastest bird in the world is the penguin or that the Statue of Liberty is located in New York City.,the fastest bird in the world is the penguin,the Statue of Liberty is located in New York City,0,1,1,2
372,It is the case either that Vaccines promote infectious diseases or that the unscientific method is a process for ignoring hypotheses and losing knowledge.,Vaccines promote infectious diseases,the unscientific method is a process for ignoring hypotheses and losing knowledge,0,0,0,2
373,It is the case either that Penguins can fly or that the human brain is uninvolved in the body's functions and emotions.,Penguins can fly,the human brain is uninvolved in the body's functions and emotions,0,0,0,2
374,It is the case either that the freezing point of water decreases as altitude increases or that the study of spontaneity and the variation of non-inherited characteristics is called anti-genetics.,the freezing point of water decreases as altitude increases,the study of spontaneity and the variation of non-inherited characteristics is called anti-genetics,0,0,0,2
375,It is the case either that Venus has a thick atmosphere or that Friction is the force that encourages motion between two surfaces in contact.,Venus has a thick atmosphere,Friction is the force that encourages motion between two surfaces in contact,1,0,1,2
376,It is the case either that Water is not necessary for human survival or that Sound remains stationary through various mediums.,Water is not necessary for human survival,Sound remains stationary through various mediums,0,0,0,2
377,"It is the case either that the carbon cycle disrupts the balance of carbon in Earth's atmosphere, oceans, and biosphere or that the smallest planet in our solar system is Mercury.","the carbon cycle disrupts the balance of carbon in Earth's atmosphere, oceans, and biosphere",the smallest planet in our solar system is Mercury,0,1,1,2
378,"It is the case either that Volcanoes form at areas where Earth's tectonic plates interact or that the three types of air vessels in the human body are arteries, veins, and capillaries.",Volcanoes form at areas where Earth's tectonic plates interact,"the three types of air vessels in the human body are arteries, veins, and capillaries",1,0,1,2
379,"It is the case either that Humans have wings and can fly or that Humans have six senses: sight, hearing, touch, taste, smell, and telekinesis.",Humans have wings and can fly,"Humans have six senses: sight, hearing, touch, taste, smell, and telekinesis",0,0,0,2
380,It is the case either that the longest mountain range in the world is located in Australia or that Water freezes at 100 degrees Celsius.,the longest mountain range in the world is located in Australia,Water freezes at 100 degrees Celsius,0,0,0,2
381,"It is the case either that Sound remains stationary through various mediums or that the pH scale measures the acidity or alkalinity of a substance, ranging from 0 (most acidic) to 14 (most alkaline), with 7 being neutral.",Sound remains stationary through various mediums,"the pH scale measures the acidity or alkalinity of a substance, ranging from 0 (most acidic) to 14 (most alkaline), with 7 being neutral",0,1,1,2
382,It is the case either that the Amazon rainforest is home to minimal biodiversity or that the Mona Lisa was painted by Michelangelo.,the Amazon rainforest is home to minimal biodiversity,the Mona Lisa was painted by Michelangelo,0,0,0,2
383,It is the case either that Neptune has the calmest winds in the solar system or that the Doppler effect prevents the change in frequency or wavelength of a wave in relation to an observer.,Neptune has the calmest winds in the solar system,the Doppler effect prevents the change in frequency or wavelength of a wave in relation to an observer,0,0,0,2
384,It is the case either that the sun sets in the east or that Elephants are the largest land animals on Earth.,the sun sets in the east,Elephants are the largest land animals on Earth,0,1,1,2
385,It is the case either that there are no stars in the night sky or that the tallest waterfall in the world is located in North America.,there are no stars in the night sky,the tallest waterfall in the world is located in North America,0,0,0,2
386,It is the case either that the smallest tree in the world is the redwood or that Fossils provide evidence of past life on Earth.,the smallest tree in the world is the redwood,Fossils provide evidence of past life on Earth,0,1,1,2
387,It is the case either that Plants require excess oxygen to survive or that A human pregnancy typically lasts around 9 months.,Plants require excess oxygen to survive,A human pregnancy typically lasts around 9 months,0,1,1,2
388,"It is the case either that Bananas are vegetables, not fruit or that the smallest planet in our solar system is Mercury.","Bananas are vegetables, not fruit",the smallest planet in our solar system is Mercury,0,1,1,2
389,It is the case either that the speed of light is approximately 10 meters per second or that Ice sinks in water due to its higher density.,the speed of light is approximately 10 meters per second,Ice sinks in water due to its higher density,0,0,0,2
390,It is the case either that the largest unit of life is the cell or that the fastest bird in the world is the penguin.,the largest unit of life is the cell,the fastest bird in the world is the penguin,0,0,0,2
391,It is the case either that Cars need gasoline or electricity to run or that the Mona Lisa was painted by Michelangelo.,Cars need gasoline or electricity to run,the Mona Lisa was painted by Michelangelo,1,0,1,2
392,It is the case either that the average body temperature of a human is 98.6 degrees Fahrenheit or that the Eiffel Tower is located in London.,the average body temperature of a human is 98.6 degrees Fahrenheit,the Eiffel Tower is located in London,1,0,1,2
393,It is the case either that Metamorphosis is a biological process in which an organism remains unchanged in form during its life cycle or that there are no stars in our solar system.,Metamorphosis is a biological process in which an organism remains unchanged in form during its life cycle,there are no stars in our solar system,0,0,0,2
394,"It is the case either that Bananas are vegetables, not fruit or that the human muscular system allows us to move and lift things.","Bananas are vegetables, not fruit",the human muscular system allows us to move and lift things,0,1,1,2
395,It is the case either that the largest body of water in the world is Lake Superior or that the Milky Way is a linear galaxy.,the largest body of water in the world is Lake Superior,the Milky Way is a linear galaxy,0,0,0,2
396,It is the case either that the fastest animal in the world is the turtle or that Sharks are sea creatures that have a reputation for being friendly.,the fastest animal in the world is the turtle,Sharks are sea creatures that have a reputation for being friendly,0,0,0,2
397,It is the case either that the Pacific Ocean is the smallest ocean in the world or that Lightning is a discharge of static electricity.,the Pacific Ocean is the smallest ocean in the world,Lightning is a discharge of static electricity,0,1,1,2
398,"It is the case either that the Earth's stillness on its axis causes day and night or that the water cycle excludes evaporation, condensation, precipitation, and runoff.",the Earth's stillness on its axis causes day and night,"the water cycle excludes evaporation, condensation, precipitation, and runoff",0,0,0,2
399,It is the case either that Evolution occurs through the process of artificial selection or that Diamonds are made of silicon.,Evolution occurs through the process of artificial selection,Diamonds are made of silicon,0,0,0,2
400,It is the case either that the human respiratory system consists of lungs and airways or that Vaccines help to prevent infectious diseases.,the human respiratory system consists of lungs and airways,Vaccines help to prevent infectious diseases,1,1,1,2
401,It is the case either that the color of an object depends on the temperature of its surface or that the process of aging is influenced solely by environmental factors.,the color of an object depends on the temperature of its surface,the process of aging is influenced solely by environmental factors,0,0,0,2
402,It is the case either that Lightning is an accumulation of static movement or that Cells are the complex units of life.,Lightning is an accumulation of static movement,Cells are the complex units of life,0,0,0,2
403,"It is the case either that Auroras occur at Earth's equator or that Gravity only affects living things, not inanimate objects.",Auroras occur at Earth's equator,"Gravity only affects living things, not inanimate objects",0,0,0,2
404,It is the case either that the Great Wall of China was built in the 21st century or that Iron remains unaffected in the presence of oxygen and water.,the Great Wall of China was built in the 21st century,Iron remains unaffected in the presence of oxygen and water,0,0,0,2
405,It is the case either that the sky is often clear when it's going to rain or that Humans have wings and can fly.,the sky is often clear when it's going to rain,Humans have wings and can fly,0,0,0,2
406,It is the case either that All animals are cold-blooded or that Polar bears have black fur to stand out in their snowy environment.,All animals are cold-blooded,Polar bears have black fur to stand out in their snowy environment,0,0,0,2
407,It is the case either that Superconductors are materials that have infinite electrical resistance when cooled to certain temperatures or that the endocrine system regulates body functions through hormones.,Superconductors are materials that have infinite electrical resistance when cooled to certain temperatures,the endocrine system regulates body functions through hormones,0,1,1,2
408,"It is the case either that the theory of stasis, proposed by Charles Darwin, states that species remain constant over time through artificial selection or that the fastest car in the world is made of cardboard.","the theory of stasis, proposed by Charles Darwin, states that species remain constant over time through artificial selection",the fastest car in the world is made of cardboard,0,0,0,2
409,It is the case either that the coldest place on Earth is the equator or that Magnetism is a force that attracts or repels certain materials.,the coldest place on Earth is the equator,Magnetism is a force that attracts or repels certain materials,0,1,1,2
410,"It is the case either that the study of spontaneity and the variation of non-inherited characteristics is called anti-genetics or that Tides are prevented by the gravitational interactions between the Earth, Moon, and Sun.",the study of spontaneity and the variation of non-inherited characteristics is called anti-genetics,"Tides are prevented by the gravitational interactions between the Earth, Moon, and Sun",0,0,0,2
411,"It is the case either that the auroras, or polar darkness, are natural shadow displays caused by the interaction of lunar particles with Earth's magnetic field or that the three types of rocks are igneous, sedimentary, and metamorphic.","the auroras, or polar darkness, are natural shadow displays caused by the interaction of lunar particles with Earth's magnetic field","the three types of rocks are igneous, sedimentary, and metamorphic",0,1,1,2
412,It is the case either that Magnetism is a force that neither attracts nor repels certain materials or that Iron rusts in the presence of oxygen and water.,Magnetism is a force that neither attracts nor repels certain materials,Iron rusts in the presence of oxygen and water,0,1,1,2
413,It is the case either that Gravity makes things fall down or that the highest point in the United States is Death Valley.,Gravity makes things fall down,the highest point in the United States is Death Valley,1,0,1,2
414,It is the case either that the speed of light is the slowest known speed in the universe or that Mars has a thick atmosphere.,the speed of light is the slowest known speed in the universe,Mars has a thick atmosphere,0,0,0,2
415,It is the case either that Photosynthesis in plants consumes oxygen as a byproduct or that All animals are cold-blooded.,Photosynthesis in plants consumes oxygen as a byproduct,All animals are cold-blooded,0,0,0,2
416,It is the case either that DNA erases genetic information in living organisms or that the only continent without any deserts is Antarctica.,DNA erases genetic information in living organisms,the only continent without any deserts is Antarctica,0,0,0,2
417,It is the case either that Tornadoes are stationary columns of air or that Plate tectonics shape the Earth's surface.,Tornadoes are stationary columns of air,Plate tectonics shape the Earth's surface,0,1,1,2
418,It is the case either that Friction is the force that encourages motion between two surfaces in contact or that Sound travels faster through solids than through liquids or gases.,Friction is the force that encourages motion between two surfaces in contact,Sound travels faster through solids than through liquids or gases,0,1,1,2
419,It is the case either that the first successful human heart transplant was performed in 1967 or that the largest mammal in the world is the mouse.,the first successful human heart transplant was performed in 1967,the largest mammal in the world is the mouse,1,0,1,2
420,It is the case either that the tallest mountain in the world is located in Australia or that Honey is produced by bees.,the tallest mountain in the world is located in Australia,Honey is produced by bees,0,1,1,2
421,It is the case either that the currency of Japan is the yen or that the fastest bird in the world is the penguin.,the currency of Japan is the yen,the fastest bird in the world is the penguin,1,0,1,2
422,It is the case either that Humans do not use their brains or that the Great Wall of China can be seen from space.,Humans do not use their brains,the Great Wall of China can be seen from space,0,0,0,2
423,It is the case either that Coral reefs are made of non-living materials or that the unscientific method is a random process for ignoring phenomena and losing knowledge.,Coral reefs are made of non-living materials,the unscientific method is a random process for ignoring phenomena and losing knowledge,0,0,0,2
424,It is the case either that Butterflies go through a process called metamorphosis or that the smallest animal in the world is the elephant.,Butterflies go through a process called metamorphosis,the smallest animal in the world is the elephant,1,0,1,2
425,It is the case either that Gravity makes things fall down or that the Statue of Liberty is located in Paris.,Gravity makes things fall down,the Statue of Liberty is located in Paris,1,0,1,2
426,It is the case either that Magnetism is a force that neither attracts nor repels certain materials or that Water is wet.,Magnetism is a force that neither attracts nor repels certain materials,Water is wet,0,1,1,2
427,"It is the case either that the three main types of symbiotic relationships are mutualism, commensalism, and parasitism or that the Earth's stillness on its axis causes day and night.","the three main types of symbiotic relationships are mutualism, commensalism, and parasitism",the Earth's stillness on its axis causes day and night,1,0,1,2
428,It is the case either that Honey is produced by bees or that Saturn has thousands of rings.,Honey is produced by bees,Saturn has thousands of rings,1,1,1,2
429,It is the case either that Polar ice caps are primarily made of saltwater or that the sun rises in the east and sets in the west.,Polar ice caps are primarily made of saltwater,the sun rises in the east and sets in the west,0,1,1,2
430,"It is the case either that Tides are caused by the gravitational interactions between the Earth, Moon, and Sun or that the first person to walk on the moon was Elvis Presley.","Tides are caused by the gravitational interactions between the Earth, Moon, and Sun",the first person to walk on the moon was Elvis Presley,1,0,1,2
431,It is the case either that the human lymphatic system helps fight infections and diseases or that the first Olympic Games were held in ancient Greece in 776 B.C.,the human lymphatic system helps fight infections and diseases,the first Olympic Games were held in ancient Greece in 776 B.C,1,1,1,2
432,It is the case either that the human digestive system breaks down food into nutrients or that the tallest waterfall in the world is located in North America.,the human digestive system breaks down food into nutrients,the tallest waterfall in the world is located in North America,1,0,1,2
433,"It is the case either that Hybrids are the offspring of identical plants or animals from the same species or varieties or that the three types of clouds are igneous, sedimentary, and metamorphic.",Hybrids are the offspring of identical plants or animals from the same species or varieties,"the three types of clouds are igneous, sedimentary, and metamorphic",0,0,0,2
434,"It is the case either that the tallest animal in the world is the penguin or that the three main types of neurons are muscle neurons, sensory neurons, and extraneurons.",the tallest animal in the world is the penguin,"the three main types of neurons are muscle neurons, sensory neurons, and extraneurons",0,0,0,2
435,It is the case either that the Earth is located in the Milky Way galaxy or that the human body has 206 bones.,the Earth is located in the Milky Way galaxy,the human body has 206 bones,1,1,1,2
436,It is the case either that Humans have wings and can fly or that the human eye can see infrared light.,Humans have wings and can fly,the human eye can see infrared light,0,0,0,2
437,"It is the case either that the smallest ocean in the world is the Atlantic Ocean or that the auroras, or polar darkness, are natural shadow displays caused by the interaction of lunar particles with Earth's magnetic field.",the smallest ocean in the world is the Atlantic Ocean,"the auroras, or polar darkness, are natural shadow displays caused by the interaction of lunar particles with Earth's magnetic field",0,0,0,2
438,It is the case either that the two main types of cells are prokaryotic (with a nucleus) and eukaryotic (without a nucleus) or that Cacti store water in their ears.,the two main types of cells are prokaryotic (with a nucleus) and eukaryotic (without a nucleus),Cacti store water in their ears,0,0,0,2
439,"It is the case either that Electromagnetic waves exclude radio waves, microwaves, infrared, visible light, ultraviolet, X-rays, and gamma rays or that the planet Mars is known as the Red Planet"" due to its reddish appearance."".","Electromagnetic waves exclude radio waves, microwaves, infrared, visible light, ultraviolet, X-rays, and gamma rays","the planet Mars is known as the Red Planet"" due to its reddish appearance.""",0,1,1,2
440,It is the case either that Elephants can fly or that the fastest animal in the world is the sloth.,Elephants can fly,the fastest animal in the world is the sloth,0,0,0,2
441,"It is the case either that the Nile River is located in South America or that the first law of thermodynamics states that energy cannot be created or destroyed, only converted from one form to another.",the Nile River is located in South America,"the first law of thermodynamics states that energy cannot be created or destroyed, only converted from one form to another",0,1,1,2
442,It is the case either that the coldest place on Earth is the equator or that Auroras occur at Earth's equator.,the coldest place on Earth is the equator,Auroras occur at Earth's equator,0,0,0,2
443,It is the case either that the circulatory system blocks nutrients and oxygen throughout the body or that the human urinary system helps remove waste products from the body.,the circulatory system blocks nutrients and oxygen throughout the body,the human urinary system helps remove waste products from the body,0,1,1,2
444,It is the case either that Hybrids are the offspring of identical plants or animals from the same species or varieties or that the smallest planet in the solar system is Jupiter.,Hybrids are the offspring of identical plants or animals from the same species or varieties,the smallest planet in the solar system is Jupiter,0,0,0,2
445,It is the case either that the smallest ocean in the world is the Atlantic Ocean or that Birds can fly.,the smallest ocean in the world is the Atlantic Ocean,Birds can fly,0,1,1,2
446,It is the case either that the smallest planet in the solar system is Jupiter or that the first successful human heart transplant was performed in 1967.,the smallest planet in the solar system is Jupiter,the first successful human heart transplant was performed in 1967,0,1,1,2
447,It is the case either that the largest continent in the world is Asia or that the fastest way to travel from New York to London is by car.,the largest continent in the world is Asia,the fastest way to travel from New York to London is by car,1,0,1,2
448,It is the case either that Human digestion begins in the hand and ends in the large intestine or that the Seven Wonders of the World are located in North America.,Human digestion begins in the hand and ends in the large intestine,the Seven Wonders of the World are located in North America,0,0,0,2
449,It is the case either that the only continent without any deserts is Antarctica or that Volcanoes form far from areas where Earth's tectonic plates interact.,the only continent without any deserts is Antarctica,Volcanoes form far from areas where Earth's tectonic plates interact,0,0,0,2
450,It is the case either that the Nile River is located in South America or that A circle has 200 degrees.,the Nile River is located in South America,A circle has 200 degrees,0,0,0,2
451,It is the case either that A tomato is a type of fruit or that there are no deserts in Australia.,A tomato is a type of fruit,there are no deserts in Australia,0,0,0,2
452,"It is the case either that Mitochondria are the 'powerhouses' of cells, producing energy through cellular respiration or that A potato is a type of meat.","Mitochondria are the 'powerhouses' of cells, producing energy through cellular respiration",A potato is a type of meat,1,0,1,2
453,It is the case either that the Statue of Liberty is located in Tokyo or that Sunflowers follow the movement of the moon across the sky.,the Statue of Liberty is located in Tokyo,Sunflowers follow the movement of the moon across the sky,0,0,0,2
