idx,statement,subject,disjunctA_obj,disjunctB_obj,labelA,labelB,compound_label,n_parts
434,It is the case either that Eugene Polley lived in the U.K or that he/she lived in the U.S.,Eugene Polley,the U.K,the U.S,0,1,1,2
435,It is the case either that Sir Humphry Davy lived in the U.S or that he/she lived in Poland/France.,Sir Humphry Davy,the U.S,Poland/France,0,0,0,2
436,It is the case either that Alexander Graham Bell lived in France or that he/she lived in Scotland/Canada/the U.S.,Alexander Graham Bell,France,Scotland/Canada/the U.S,0,1,1,2
437,It is the case either that Zhores Alferov lived in the U.K or that he/she lived in Russia.,Zhores Alferov,the U.K,Russia,0,1,1,2
438,It is the case either that Garrett Morgan lived in Germany or that he/she lived in the U.S.,Garrett Morgan,Germany,the U.S,0,1,1,2
439,It is the case either that Gideon Sundback lived in the U.K or that he/she lived in the U.S.,Gideon Sundback,the U.K,the U.S,0,0,0,2
440,It is the case either that Elisha Otis lived in the U.S or that he/she lived in the U.K.,Elisha Otis,the U.S,the U.K,1,0,1,2
441,It is the case either that Elisha Otis lived in the U.K or that he/she lived in the U.S.,Elisha Otis,the U.K,the U.S,0,1,1,2
442,It is the case either that Wilhelm Conrad Röntgen lived in France or that he/she lived in the U.S.,Wilhelm Conrad Röntgen,France,the U.S,0,0,0,2
443,It is the case either that Luther George Simjian lived in France or that he/she lived in Turkey/the U.S.,Luther George Simjian,France,Turkey/the U.S,0,1,1,2
444,It is the case either that Clarence Birdseye lived in the U.S or that he/she lived in Finland.,Clarence Birdseye,the U.S,Finland,1,0,1,2
445,It is the case either that Christian Huygens lived in the Netherlands or that he/she lived in the U.K.,Christian Huygens,the Netherlands,the U.K,1,0,1,2
446,It is the case either that Rudolf Kálmán lived in Hungary or that he/she lived in the Netherlands.,Rudolf Kálmán,Hungary,the Netherlands,1,0,1,2
447,It is the case either that John Boyd Dunlop lived in Poland/Germany or that he/she lived in Scotland.,John Boyd Dunlop,Poland/Germany,Scotland,0,1,1,2
448,It is the case either that Hans Berger lived in Germany or that he/she lived in the Netherlands.,Hans Berger,Germany,the Netherlands,1,0,1,2
449,It is the case either that John Ericsson lived in the U.S or that he/she lived in Sweden.,John Ericsson,the U.S,Sweden,0,1,1,2
450,It is the case either that Samuel Morse lived in Germany or that he/she lived in the U.S.,Samuel Morse,Germany,the U.S,0,1,0,2
451,It is the case either that Frederick G. Creed lived in Sweden or that he/she lived in Turkey/the U.S.,Frederick G. Creed,Sweden,Turkey/the U.S,0,0,0,2
452,It is the case either that Charles Townes lived in Russia or that he/she lived in the U.S.,Charles Townes,Russia,the U.S,0,1,0,2
453,It is the case either that Hans Berger lived in Germany or that he/she lived in the U.S.,Hans Berger,Germany,the U.S,1,0,1,2
454,It is the case either that Alexander Graham Bell lived in Germany or that he/she lived in Ukraine/the U.S.,Alexander Graham Bell,Germany,Ukraine/the U.S,0,0,0,2
455,It is the case either that Charles Goodyear lived in the U.S or that he/she lived in Japan.,Charles Goodyear,the U.S,Japan,1,0,1,2
456,It is the case either that Richard Leach Maddox lived in Austria or that he/she lived in Germany.,Richard Leach Maddox,Austria,Germany,0,0,0,2
457,It is the case either that Ernest Swinton lived in the U.S or that he/she lived in Finland.,Ernest Swinton,the U.S,Finland,0,0,0,2
458,It is the case either that James Starley lived in the U.K or that he/she lived in the U.S.,James Starley,the U.K,the U.S,1,0,1,2
459,It is the case either that Ferdinand Carré lived in Canada or that he/she lived in France.,Ferdinand Carré,Canada,France,0,1,1,2
460,It is the case either that Earle Dickson lived in the U.S or that he/she lived in Sweden.,Earle Dickson,the U.S,Sweden,1,0,1,2
461,It is the case either that Richard Leach Maddox lived in the U.K or that he/she lived in France.,Richard Leach Maddox,the U.K,France,1,0,1,2
462,It is the case either that Sir Humphry Davy lived in Scotland or that he/she lived in the U.K.,Sir Humphry Davy,Scotland,the U.K,0,1,1,2
463,It is the case either that Samuel Morse lived in Germany or that he/she lived in the U.S.,Samuel Morse,Germany,the U.S,0,1,0,2
464,It is the case either that Ruth Benerito lived in Germany or that he/she lived in the U.S.,Ruth Benerito,Germany,the U.S,0,1,1,2
465,It is the case either that Carl Wilhelm Siemens lived in the Netherlands or that he/she lived in the U.S.,Carl Wilhelm Siemens,the Netherlands,the U.S,0,0,0,2
466,It is the case either that Alva J. Fisher lived in the U.K or that he/she lived in the U.S.,Alva J. Fisher,the U.K,the U.S,0,1,1,2
467,It is the case either that George Cayley lived in the U.K or that he/she lived in Sweden.,George Cayley,the U.K,Sweden,1,0,1,2
468,It is the case either that Archimedes lived in France or that he/she lived in the U.S.,Archimedes,France,the U.S,0,0,0,2
469,It is the case either that Wallace Carothers lived in the U.S or that he/she lived in Russia.,Wallace Carothers,the U.S,Russia,1,0,1,2
470,It is the case either that Rudolf Kálmán lived in Hungary or that he/she lived in Germany.,Rudolf Kálmán,Hungary,Germany,1,0,1,2
471,It is the case either that Jacob Perkins lived in France or that he/she lived in the U.S.,Jacob Perkins,France,the U.S,0,1,1,2
472,It is the case either that Hans Oersted lived in the U.S or that he/she lived in Denmark.,Hans Oersted,the U.S,Denmark,0,1,1,2
473,It is the case either that Charles Strite lived in Italy or that he/she lived in the U.S.,Charles Strite,Italy,the U.S,0,1,1,2
474,It is the case either that James Starley lived in Sweden/the U.S or that he/she lived in the U.K.,James Starley,Sweden/the U.S,the U.K,0,1,0,2
475,It is the case either that Bartolomeo Cristofori lived in Italy or that he/she lived in Japan.,Bartolomeo Cristofori,Italy,Japan,1,0,1,2
476,It is the case either that Charles Macintosh lived in the U.K or that he/she lived in France.,Charles Macintosh,the U.K,France,1,0,1,2
477,It is the case either that Ralph Benjamin lived in the U.S or that he/she lived in Italy.,Ralph Benjamin,the U.S,Italy,0,0,0,2
478,It is the case either that Luther George Simjian lived in Turkey/the U.S or that he/she lived in Germany.,Luther George Simjian,Turkey/the U.S,Germany,1,0,1,2
479,It is the case either that Charles Francis Jenkins lived in Germany or that he/she lived in France.,Charles Francis Jenkins,Germany,France,0,0,0,2
480,It is the case either that Joseph Engelberger lived in the U.S or that he/she lived in Canada.,Joseph Engelberger,the U.S,Canada,1,0,1,2
481,It is the case either that Evangelista Torricelli lived in the U.K or that he/she lived in Italy.,Evangelista Torricelli,the U.K,Italy,0,1,1,2
482,It is the case either that Charles Francis Jenkins lived in Italy or that he/she lived in Germany.,Charles Francis Jenkins,Italy,Germany,0,0,0,2
483,It is the case either that Jack Kilby lived in the U.K or that he/she lived in the U.S.,Jack Kilby,the U.K,the U.S,0,1,1,2
484,It is the case either that Richard Gatling lived in the U.S or that he/she lived in the U.K.,Richard Gatling,the U.S,the U.K,1,0,0,2
485,It is the case either that Biruté Galdikas lived in the U.S or that he/she lived in Canada.,Biruté Galdikas,the U.S,Canada,0,1,1,2
486,It is the case either that Daisuke Inoue lived in the U.K or that he/she lived in Japan.,Daisuke Inoue,the U.K,Japan,0,1,1,2
487,It is the case either that Georges Claude lived in Italy or that he/she lived in France.,Georges Claude,Italy,France,0,1,1,2
488,It is the case either that Charles Francis Richter lived in France or that he/she lived in the U.K.,Charles Francis Richter,France,the U.K,0,0,0,2
489,It is the case either that Joseph Aspdin lived in the U.K or that he/she lived in the U.S.,Joseph Aspdin,the U.K,the U.S,1,0,1,2
490,It is the case either that Florence Parpart lived in the U.S or that he/she lived in Germany.,Florence Parpart,the U.S,Germany,1,0,1,2
491,It is the case either that Gottlieb Daimler lived in Switzerland or that he/she lived in Germany.,Gottlieb Daimler,Switzerland,Germany,0,1,1,2
492,It is the case either that Rudolf Kálmán lived in Scotland or that he/she lived in the U.K.,Rudolf Kálmán,Scotland,the U.K,0,0,0,2
493,It is the case either that Lester Wire lived in the U.K or that he/she lived in the Netherlands.,Lester Wire,the U.K,the Netherlands,0,0,0,2
494,It is the case either that Edwin Link lived in Russia or that he/she lived in the U.K.,Edwin Link,Russia,the U.K,0,0,0,2
495,It is the case either that Joseph Swan lived in the U.K or that he/she lived in the U.S.,Joseph Swan,the U.K,the U.S,1,0,1,2
496,It is the case either that John Kay lived in the U.S or that he/she lived in the U.K.,John Kay,the U.S,the U.K,0,1,0,2
497,It is the case either that Carl Wilhelm Siemens lived in Germany or that he/she lived in the Netherlands.,Carl Wilhelm Siemens,Germany,the Netherlands,1,0,1,2
498,It is the case either that Charles Townes lived in Russia or that he/she lived in Japan.,Charles Townes,Russia,Japan,0,0,0,2
499,It is the case either that John Callcott Horsley lived in the U.K or that he/she lived in Italy.,John Callcott Horsley,the U.K,Italy,1,0,1,2
