r1_row_index,topic,entity_pair_id,statement,conjunctA,conjunctB,labelA,labelB,cell,connective,ordering,global_truth,frozen_atomic_score,compound_trained_score
3637,element_symb,"element_symb::[""Molybdenum"",""Radon""]",Molybdenum has the symbol Mo or Radon has the symbol Np.,Radon has the symbol Np.,Molybdenum has the symbol Mo.,0,1,FT,OR,BA,1,-5.5479313808200335,4.750536574851081
3648,cities,"cities::[""Qujing"",""Ufa""]",The city of Qujing is in China and the city of Ufa is in Italy.,The city of Ufa is in Italy.,The city of Qujing is in China.,0,1,FT,AND,BA,0,3.5230261647517795,-7.287877024468338
3651,cities,"cities::[""Changshu"",""Nagoya""]",The city of Changshu is in China or the city of Nagoya is in the Dominican Republic.,The city of Changshu is in China.,The city of Nagoya is in the Dominican Republic.,1,0,TF,OR,AB,1,2.4731987322762414,7.3249405118845425
3656,animal_class,"animal_class::[""llama"",""mongoose""]",The llama is a mollusk or the mongoose is a reptile.,The mongoose is a reptile.,The llama is a mollusk.,0,0,FF,OR,BA,0,0.8528568542159425,-3.0428823601811157
3666,element_symb,"element_symb::[""Cobalt"",""Hydrogen""]",Hydrogen has the symbol H and Cobalt has the symbol H.,Cobalt has the symbol H.,Hydrogen has the symbol H.,0,1,FT,AND,BA,0,-12.217743878192035,-12.060857484623149
3667,animal_class,"animal_class::[""llama"",""otter""]",The otter is a mammal or the llama is a mollusk.,The llama is a mollusk.,The otter is a mammal.,0,1,FT,OR,BA,1,3.125021525060294,4.699058916102177
3668,animal_class,"animal_class::[""llama"",""mongoose""]",The llama is a mollusk or the mongoose is a mammal.,The mongoose is a mammal.,The llama is a mollusk.,1,0,TF,OR,BA,1,0.8495707855969583,3.4366412022372392
3669,sp_en_trans,"sp_en_trans::[""oscuro"",""primero""]",The Spanish word 'oscuro' means 'to see' or the Spanish word 'primero' means 'first'.,The Spanish word 'oscuro' means 'to see'.,The Spanish word 'primero' means 'first'.,0,1,FT,OR,AB,1,-4.055572873294434,7.7322959992641795
3675,animal_class,"animal_class::[""camel"",""elephant""]",The elephant is a crustacean or the camel is a mammal.,The camel is a mammal.,The elephant is a crustacean.,1,0,TF,OR,BA,1,1.1046882284089206,6.200376924374976
3678,animal_class,"animal_class::[""gorilla"",""llama""]",The llama is a mammal and the gorilla is a reptile.,The llama is a mammal.,The gorilla is a reptile.,1,0,TF,AND,AB,0,8.27767351916828,-4.445053248745111
3680,inventors,"inventors::[""Igor Tamm"",""Willis Carrier""]",Willis Carrier lived in the U.S and Igor Tamm lived in Denmark.,Willis Carrier lived in the U.S.,Igor Tamm lived in Denmark.,1,0,TF,AND,AB,0,3.7295460141713233,-8.643214469243214
3684,element_symb,"element_symb::[""Copper"",""Nitrogen""]",Copper has the symbol Cu or Nitrogen has the symbol N.,Nitrogen has the symbol N.,Copper has the symbol Cu.,1,1,TT,OR,BA,1,7.878821530199691,22.647771404969156
3689,sp_en_trans,"sp_en_trans::[""cabeza"",""lento""]",The Spanish word 'lento' means 'cook' or the Spanish word 'cabeza' means 'head'.,The Spanish word 'lento' means 'cook'.,The Spanish word 'cabeza' means 'head'.,0,1,FT,OR,AB,1,-6.039542433837411,5.108473329822205
3692,animal_class,"animal_class::[""gorilla"",""hamster""]",The gorilla is a mammal and the hamster is a bird.,The gorilla is a mammal.,The hamster is a bird.,1,0,TF,AND,AB,0,-1.9844205215361725,-16.776431095211514
3694,sp_en_trans,"sp_en_trans::[""clase"",""conectar""]",The Spanish word 'clase' means 'twenty' or the Spanish word 'conectar' means 'to connect'.,The Spanish word 'conectar' means 'to connect'.,The Spanish word 'clase' means 'twenty'.,1,0,TF,OR,BA,1,-5.4451081606824445,10.518396932032969
3701,animal_class,"animal_class::[""horse"",""hummingbird""]",The hummingbird is a bird and the horse is a mammal.,The horse is a mammal.,The hummingbird is a bird.,1,1,TT,AND,BA,1,10.386010480998792,8.98551454983028
3706,sp_en_trans,"sp_en_trans::[""guardar"",""vecino""]",The Spanish word 'vecino' means 'neighbor' and the Spanish word 'guardar' means 'to save'.,The Spanish word 'vecino' means 'neighbor'.,The Spanish word 'guardar' means 'to save'.,1,1,TT,AND,AB,1,7.240447454833575,6.820634581186053
3707,element_symb,"element_symb::[""Chromium"",""Radon""]",Radon has the symbol Rn and Chromium has the symbol Rb.,Chromium has the symbol Rb.,Radon has the symbol Rn.,0,1,FT,AND,BA,0,-9.211383192769292,-17.965664272630857
3708,sp_en_trans,"sp_en_trans::[""oferta"",""siete""]",The Spanish word 'siete' means 'ice' and the Spanish word 'oferta' means 'offer'.,The Spanish word 'siete' means 'ice'.,The Spanish word 'oferta' means 'offer'.,0,1,FT,AND,AB,0,0.476470259504637,-14.940512551179392
3732,cities,"cities::[""Jakarta"",""Shah Alam""]",The city of Jakarta is in Mongolia or the city of Shah Alam is in Peru.,The city of Shah Alam is in Peru.,The city of Jakarta is in Mongolia.,0,0,FF,OR,BA,0,1.4768011387510553,-7.403941486719093
3741,cities,"cities::[""Abu Ghurayb"",""Porto Velho""]",The city of Porto Velho is in Uzbekistan and the city of Abu Ghurayb is in Iraq.,The city of Porto Velho is in Uzbekistan.,The city of Abu Ghurayb is in Iraq.,0,1,FT,AND,AB,0,-0.5418693438962423,-12.39420441044117
3747,element_symb,"element_symb::[""Boron"",""Osmium""]",Osmium has the symbol Os and Boron has the symbol B.,Osmium has the symbol Os.,Boron has the symbol B.,1,1,TT,AND,AB,1,9.87879775737228,11.449147096098995
3753,sp_en_trans,"sp_en_trans::[""hola"",""mes""]",The Spanish word 'hola' means 'train' and the Spanish word 'mes' means 'month'.,The Spanish word 'mes' means 'month'.,The Spanish word 'hola' means 'train'.,1,0,TF,AND,BA,0,0.16045483347033535,-17.658958773388346
3754,animal_class,"animal_class::[""goat"",""llama""]",The llama is a mollusk and the goat is a mammal.,The llama is a mollusk.,The goat is a mammal.,0,1,FT,AND,AB,0,0.6229874128978083,-12.147529282095407
3756,cities,"cities::[""Jakarta"",""Shah Alam""]",The city of Shah Alam is in Peru or the city of Jakarta is in Indonesia.,The city of Shah Alam is in Peru.,The city of Jakarta is in Indonesia.,0,1,FT,OR,AB,1,3.93507002139131,12.477834095498283
3757,element_symb,"element_symb::[""Gold"",""Ruthenium""]",Ruthenium has the symbol Ru or Gold has the symbol Au.,Ruthenium has the symbol Ru.,Gold has the symbol Au.,1,1,TT,OR,AB,1,2.59092651106381,19.98715057438304
3767,animal_class,"animal_class::[""llama"",""otter""]",The otter is a mammal and the llama is a mollusk.,The llama is a mollusk.,The otter is a mammal.,0,1,FT,AND,BA,0,-0.748088495087809,-15.153787486408929
3770,sp_en_trans,"sp_en_trans::[""oscuro"",""primero""]",The Spanish word 'primero' means 'first' and the Spanish word 'oscuro' means 'dark'.,The Spanish word 'oscuro' means 'dark'.,The Spanish word 'primero' means 'first'.,1,1,TT,AND,BA,1,7.501294307992218,6.957366780244138
3771,inventors,"inventors::[""Garrett Morgan"",""Levi Strauss""]",Levi Strauss lived in Canada and Garrett Morgan lived in Ukraine/the U.S.,Garrett Morgan lived in Ukraine/the U.S.,Levi Strauss lived in Canada.,0,0,FF,AND,BA,0,-0.6668924571884806,-10.049375123630597
3774,cities,"cities::[""Jakarta"",""Shah Alam""]",The city of Jakarta is in Indonesia and the city of Shah Alam is in Malaysia.,The city of Shah Alam is in Malaysia.,The city of Jakarta is in Indonesia.,1,1,TT,AND,BA,1,12.769527327113513,11.119835714706165
3779,inventors,"inventors::[""Hans Goldschmidt"",""John Ambrose Fleming""]",John Ambrose Fleming lived in the U.K and Hans Goldschmidt lived in Germany.,Hans Goldschmidt lived in Germany.,John Ambrose Fleming lived in the U.K.,1,1,TT,AND,BA,1,6.136377400375127,6.594462983024224
3809,element_symb,"element_symb::[""Boron"",""Phosphorus""]",Phosphorus has the symbol P or Boron has the symbol H.,Boron has the symbol H.,Phosphorus has the symbol P.,0,1,FT,OR,BA,1,-6.214586309626475,12.737030303473636
3813,cities,"cities::[""Bhopal"",""Kisangani""]",The city of Bhopal is in Iraq and the city of Kisangani is in Senegal.,The city of Bhopal is in Iraq.,The city of Kisangani is in Senegal.,0,0,FF,AND,AB,0,-0.5445579210891028,-18.015072699046623
3815,element_symb,"element_symb::[""Molybdenum"",""Radon""]",Radon has the symbol Np or Molybdenum has the symbol Mo.,Radon has the symbol Np.,Molybdenum has the symbol Mo.,0,1,FT,OR,AB,1,2.3658296519619353,8.068780304937297
3824,inventors,"inventors::[""Hans von Ohain"",""John Kay""]",Hans von Ohain lived in Germany and John Kay lived in Norway.,John Kay lived in Norway.,Hans von Ohain lived in Germany.,0,1,FT,AND,BA,0,7.5477441195621395,-10.479909240881154
3827,inventors,"inventors::[""Linus Torvalds"",""Paul Gottlieb Nipkow""]",Paul Gottlieb Nipkow lived in Germany or Linus Torvalds lived in Finland.,Linus Torvalds lived in Finland.,Paul Gottlieb Nipkow lived in Germany.,1,1,TT,OR,BA,1,4.900175625451302,12.60076685624073
3829,element_symb,"element_symb::[""Cadmium"",""Cerium""]",Cadmium has the symbol Pr and Cerium has the symbol I.,Cadmium has the symbol Pr.,Cerium has the symbol I.,0,0,FF,AND,AB,0,-10.397829247288962,-35.13876121216121
3833,sp_en_trans,"sp_en_trans::[""morir"",""mujer""]",The Spanish word 'mujer' means 'woman' and the Spanish word 'morir' means 'to die'.,The Spanish word 'mujer' means 'woman'.,The Spanish word 'morir' means 'to die'.,1,1,TT,AND,AB,1,10.110940129059696,11.210430601166603
3838,sp_en_trans,"sp_en_trans::[""oferta"",""siete""]",The Spanish word 'siete' means 'ice' or the Spanish word 'oferta' means 'open'.,The Spanish word 'siete' means 'ice'.,The Spanish word 'oferta' means 'open'.,0,0,FF,OR,AB,0,-9.566605861823765,-8.071995174058202
3839,animal_class,"animal_class::[""hedgehog"",""mongoose""]",The hedgehog is a mammal and the mongoose is a reptile.,The mongoose is a reptile.,The hedgehog is a mammal.,0,1,FT,AND,BA,0,6.590931101471737,-5.157353559617377
3851,sp_en_trans,"sp_en_trans::[""abrigo"",""ejemplo""]",The Spanish word 'abrigo' means 'coat' or the Spanish word 'ejemplo' means 'to see'.,The Spanish word 'ejemplo' means 'to see'.,The Spanish word 'abrigo' means 'coat'.,0,1,FT,OR,BA,1,-7.072439155193791,4.377011425453258
3854,animal_class,"animal_class::[""llama"",""mongoose""]",The llama is a mammal and the mongoose is a reptile.,The mongoose is a reptile.,The llama is a mammal.,0,1,FT,AND,BA,0,7.614749053604851,-3.477287604967792
3858,inventors,"inventors::[""Ernest Swinton"",""Ernesto Blanco""]",Ernest Swinton lived in the U.K and Ernesto Blanco lived in India.,Ernesto Blanco lived in India.,Ernest Swinton lived in the U.K.,0,1,FT,AND,BA,0,4.989673795787195,-5.2914016183213235
3865,sp_en_trans,"sp_en_trans::[""cabeza"",""lento""]",The Spanish word 'cabeza' means 'head' or the Spanish word 'lento' means 'slow'.,The Spanish word 'lento' means 'slow'.,The Spanish word 'cabeza' means 'head'.,1,1,TT,OR,BA,1,2.3182275272356847,16.77109106765022
3868,animal_class,"animal_class::[""deer"",""kangaroo""]",The kangaroo is a mammal or the deer is a reptile.,The kangaroo is a mammal.,The deer is a reptile.,1,0,TF,OR,AB,1,3.448683253241937,9.508055708097967
3869,animal_class,"animal_class::[""camel"",""elephant""]",The elephant is a mammal and the camel is a mammal.,The camel is a mammal.,The elephant is a mammal.,1,1,TT,AND,BA,1,7.501073460053377,8.76584477730806
3873,sp_en_trans,"sp_en_trans::[""abrigo"",""ejemplo""]",The Spanish word 'ejemplo' means 'to see' and the Spanish word 'abrigo' means 'coat'.,The Spanish word 'ejemplo' means 'to see'.,The Spanish word 'abrigo' means 'coat'.,0,1,FT,AND,AB,0,4.683197484151131,-4.418593126276513
3874,inventors,"inventors::[""Daisuke Inoue"",""Hans von Ohain""]",Daisuke Inoue lived in Japan and Hans von Ohain lived in Germany.,Daisuke Inoue lived in Japan.,Hans von Ohain lived in Germany.,1,1,TT,AND,AB,1,11.989300988024665,9.489207020877348
3877,inventors,"inventors::[""Carl Sontheimer"",""Elihu Thomson""]",Carl Sontheimer lived in the U.S and Elihu Thomson lived in Austria/the U.S.,Carl Sontheimer lived in the U.S.,Elihu Thomson lived in Austria/the U.S.,1,0,TF,AND,AB,0,5.2073349351824145,-6.697556451765065
3880,cities,"cities::[""Dortmund"",""Ryazan'""]",The city of Dortmund is in Germany or the city of Ryazan' is in Russia.,The city of Dortmund is in Germany.,The city of Ryazan' is in Russia.,1,1,TT,OR,AB,1,6.704277369183305,19.472134993833976
3890,cities,"cities::[""Changshu"",""Nagoya""]",The city of Nagoya is in the Dominican Republic or the city of Changshu is in China.,The city of Changshu is in China.,The city of Nagoya is in the Dominican Republic.,1,0,TF,OR,BA,1,3.996057086272572,8.72654554366565
3907,inventors,"inventors::[""Jacob Perkins"",""John Boyd Dunlop""]",John Boyd Dunlop lived in Scotland and Jacob Perkins lived in the U.S.,John Boyd Dunlop lived in Scotland.,Jacob Perkins lived in the U.S.,1,1,TT,AND,AB,1,8.762109747035696,-1.1348596682088405
3908,cities,"cities::[""Laibin"",""Seoul""]",The city of Laibin is in China and the city of Seoul is in Zimbabwe.,The city of Seoul is in Zimbabwe.,The city of Laibin is in China.,0,1,FT,AND,BA,0,-6.563884705718463,-18.872958352546735
3910,element_symb,"element_symb::[""Radium"",""Tellurium""]",Radium has the symbol Ra and Tellurium has the symbol Zn.,Tellurium has the symbol Zn.,Radium has the symbol Ra.,0,1,FT,AND,BA,0,-10.394561522204556,-12.855309352832895
3920,animal_class,"animal_class::[""aardvark"",""hyena""]",The hyena is a mammal or the aardvark is a insect.,The aardvark is a insect.,The hyena is a mammal.,0,1,FT,OR,BA,1,1.4264604302176007,7.647845930975068
3924,sp_en_trans,"sp_en_trans::[""invierno"",""mar""]",The Spanish word 'invierno' means 'family' or the Spanish word 'mar' means 'sea'.,The Spanish word 'invierno' means 'family'.,The Spanish word 'mar' means 'sea'.,0,1,FT,OR,AB,1,-8.752819565413423,6.310957378196715
3930,inventors,"inventors::[""John Callcott Horsley"",""William Kelly""]",William Kelly lived in the U.S or John Callcott Horsley lived in the U.K.,William Kelly lived in the U.S.,John Callcott Horsley lived in the U.K.,1,1,TT,OR,AB,1,5.214566718798349,17.30814849894953
3932,cities,"cities::[""Kunming"",""N'Djamena""]",The city of Kunming is in Italy or the city of N'Djamena is in Ethiopia.,The city of N'Djamena is in Ethiopia.,The city of Kunming is in Italy.,0,0,FF,OR,BA,0,1.6278677370438812,-0.9198938349173746
3934,element_symb,"element_symb::[""Gallium"",""Molybdenum""]",Molybdenum has the symbol Mo or Gallium has the symbol Pb.,Gallium has the symbol Pb.,Molybdenum has the symbol Mo.,0,1,FT,OR,BA,1,-7.718811288612571,9.048302452322728
3937,inventors,"inventors::[""Fridtjof Nansen"",""Mary Walton""]",Mary Walton lived in the Soviet Union and Fridtjof Nansen lived in Scotland/Canada/the U.S.,Mary Walton lived in the Soviet Union.,Fridtjof Nansen lived in Scotland/Canada/the U.S.,0,0,FF,AND,AB,0,3.3949693806621917,-11.999553232102356
3946,element_symb,"element_symb::[""Molybdenum"",""Radon""]",Radon has the symbol Np or Molybdenum has the symbol V.,Radon has the symbol Np.,Molybdenum has the symbol V.,0,0,FF,OR,AB,0,-3.713951808109854,-2.030733257746166
3950,element_symb,"element_symb::[""Cobalt"",""Hydrogen""]",Cobalt has the symbol Co or Hydrogen has the symbol H.,Cobalt has the symbol Co.,Hydrogen has the symbol H.,1,1,TT,OR,AB,1,4.2817781487915365,21.911410411028495
3955,animal_class,"animal_class::[""gorilla"",""hamster""]",The hamster is a bird and the gorilla is a mammal.,The gorilla is a mammal.,The hamster is a bird.,1,0,TF,AND,BA,0,5.557948412934442,-7.109402213932054
3957,element_symb,"element_symb::[""Cesium"",""Thulium""]",Cesium has the symbol Ce or Thulium has the symbol Tm.,Thulium has the symbol Tm.,Cesium has the symbol Ce.,1,0,TF,OR,BA,1,-0.4397022154615568,11.441386615709218
3967,element_symb,"element_symb::[""Lanthanum"",""Technetium""]",Lanthanum has the symbol Pr and Technetium has the symbol Pb.,Lanthanum has the symbol Pr.,Technetium has the symbol Pb.,0,0,FF,AND,AB,0,-9.405991604235325,-22.780395150258922
3970,cities,"cities::[""Laibin"",""Seoul""]",The city of Laibin is in China or the city of Seoul is in South Korea.,The city of Seoul is in South Korea.,The city of Laibin is in China.,1,1,TT,OR,BA,1,5.614675091277334,22.961207827971148
3974,sp_en_trans,"sp_en_trans::[""enemigo"",""esposa""]",The Spanish word 'esposa' means 'list' or the Spanish word 'enemigo' means 'thin'.,The Spanish word 'esposa' means 'list'.,The Spanish word 'enemigo' means 'thin'.,0,0,FF,OR,AB,0,-11.736442933789279,-5.331253671346097
3979,cities,"cities::[""Tlaquepaque"",""Vladivostok""]",The city of Tlaquepaque is in Mexico and the city of Vladivostok is in Ghana.,The city of Vladivostok is in Ghana.,The city of Tlaquepaque is in Mexico.,0,1,FT,AND,BA,0,2.7544952673674525,-9.56336593051267
3984,element_symb,"element_symb::[""Radium"",""Tellurium""]",Tellurium has the symbol Zn or Radium has the symbol Ra.,Tellurium has the symbol Zn.,Radium has the symbol Ra.,0,1,FT,OR,AB,1,-6.602945454485331,13.469033547141256
3986,inventors,"inventors::[""Christian Huygens"",""Hippolyte Mège-Mouriès""]",Christian Huygens lived in Poland/Germany and Hippolyte Mège-Mouriès lived in Germany.,Hippolyte Mège-Mouriès lived in Germany.,Christian Huygens lived in Poland/Germany.,0,0,FF,AND,BA,0,6.515978630235911,-12.416947367899203
3988,element_symb,"element_symb::[""Chromium"",""Radon""]",Chromium has the symbol Rb and Radon has the symbol Np.,Chromium has the symbol Rb.,Radon has the symbol Np.,0,0,FF,AND,AB,0,-9.905805332780679,-28.291212439968525
3989,sp_en_trans,"sp_en_trans::[""ejemplo"",""gato""]",The Spanish word 'ejemplo' means 'example' and the Spanish word 'gato' means 'to fall'.,The Spanish word 'gato' means 'to fall'.,The Spanish word 'ejemplo' means 'example'.,0,1,FT,AND,BA,0,-4.092239510948277,-4.297425103319275
3992,cities,"cities::[""Algiers"",""Cochin""]",The city of Algiers is in Lithuania and the city of Cochin is in India.,The city of Cochin is in India.,The city of Algiers is in Lithuania.,1,0,TF,AND,BA,0,3.001201134240765,-13.333920626342627
3994,inventors,"inventors::[""Alan Turing"",""James Watt""]",James Watt lived in Finland or Alan Turing lived in the U.K.,James Watt lived in Finland.,Alan Turing lived in the U.K.,0,1,FT,OR,AB,1,2.951036361352306,9.347041312253456
4005,sp_en_trans,"sp_en_trans::[""leer"",""temprano""]",The Spanish word 'temprano' means 'nothing' or the Spanish word 'leer' means 'skin'.,The Spanish word 'temprano' means 'nothing'.,The Spanish word 'leer' means 'skin'.,0,0,FF,OR,AB,0,-11.45036398272155,-10.985214239745899
4012,cities,"cities::[""Jakarta"",""Shah Alam""]",The city of Shah Alam is in Malaysia or the city of Jakarta is in Indonesia.,The city of Shah Alam is in Malaysia.,The city of Jakarta is in Indonesia.,1,1,TT,OR,AB,1,5.839712297487176,19.0778563456251
4018,element_symb,"element_symb::[""Boron"",""Phosphorus""]",Phosphorus has the symbol P or Boron has the symbol B.,Boron has the symbol B.,Phosphorus has the symbol P.,1,1,TT,OR,BA,1,6.149718962147226,21.097762880890553
4030,element_symb,"element_symb::[""Cobalt"",""Hydrogen""]",Hydrogen has the symbol Cl and Cobalt has the symbol H.,Cobalt has the symbol H.,Hydrogen has the symbol Cl.,0,0,FF,AND,BA,0,-8.46642086730934,-28.40133221428237
4033,inventors,"inventors::[""Charles Townes"",""Galileo Galilei""]",Charles Townes lived in the U.S and Galileo Galilei lived in Austria.,Galileo Galilei lived in Austria.,Charles Townes lived in the U.S.,0,1,FT,AND,BA,0,0.13453371698696032,-9.656769410283111
4034,sp_en_trans,"sp_en_trans::[""clase"",""conectar""]",The Spanish word 'clase' means 'class' or the Spanish word 'conectar' means 'to sell'.,The Spanish word 'conectar' means 'to sell'.,The Spanish word 'clase' means 'class'.,0,1,FT,OR,BA,1,-13.845969572872946,7.690914873094328
4040,sp_en_trans,"sp_en_trans::[""imaginar"",""tercero""]",The Spanish word 'tercero' means 'third' and the Spanish word 'imaginar' means 'to imagine'.,The Spanish word 'imaginar' means 'to imagine'.,The Spanish word 'tercero' means 'third'.,1,1,TT,AND,BA,1,9.988953759904073,7.326089393775444
4044,animal_class,"animal_class::[""gorilla"",""llama""]",The gorilla is a reptile or the llama is a mollusk.,The llama is a mollusk.,The gorilla is a reptile.,0,0,FF,OR,BA,0,1.977320417504691,-4.768163721361552
4051,cities,"cities::[""Abu Ghurayb"",""Porto Velho""]",The city of Porto Velho is in Uzbekistan or the city of Abu Ghurayb is in Italy.,The city of Porto Velho is in Uzbekistan.,The city of Abu Ghurayb is in Italy.,0,0,FF,OR,AB,0,2.853176262604759,-5.883593444166107
4056,inventors,"inventors::[""Daisuke Inoue"",""Hans von Ohain""]",Hans von Ohain lived in England and Daisuke Inoue lived in Japan.,Daisuke Inoue lived in Japan.,Hans von Ohain lived in England.,1,0,TF,AND,BA,0,8.45955586708206,-6.3765102323288
4065,animal_class,"animal_class::[""camel"",""elephant""]",The elephant is a mammal or the camel is a crustacean.,The camel is a crustacean.,The elephant is a mammal.,0,1,FT,OR,BA,1,1.647688856136556,7.355653141411594
4068,element_symb,"element_symb::[""Cesium"",""Thulium""]",Cesium has the symbol Cs or Thulium has the symbol Mg.,Thulium has the symbol Mg.,Cesium has the symbol Cs.,0,1,FT,OR,BA,1,-8.125002030241538,5.609599195874571
4074,inventors,"inventors::[""Charles Townes"",""Galileo Galilei""]",Galileo Galilei lived in Austria and Charles Townes lived in the U.S.,Galileo Galilei lived in Austria.,Charles Townes lived in the U.S.,0,1,FT,AND,AB,0,8.878816277254575,-0.6137642665842276
4077,animal_class,"animal_class::[""camel"",""elephant""]",The camel is a mammal and the elephant is a crustacean.,The camel is a mammal.,The elephant is a crustacean.,1,0,TF,AND,AB,0,-7.182805255238478,-14.511016406710889
4078,sp_en_trans,"sp_en_trans::[""abrigo"",""pagar""]",The Spanish word 'pagar' means 'enough' or the Spanish word 'abrigo' means 'to eat'.,The Spanish word 'abrigo' means 'to eat'.,The Spanish word 'pagar' means 'enough'.,0,0,FF,OR,BA,0,-13.76978601709967,-10.728066563012208
4079,cities,"cities::[""Hanoi"",""Lubumbashi""]",The city of Lubumbashi is in Chile and the city of Hanoi is in Norway.,The city of Hanoi is in Norway.,The city of Lubumbashi is in Chile.,0,0,FF,AND,BA,0,-5.935681789823061,-24.560290137717825
4080,inventors,"inventors::[""Charles Townes"",""Galileo Galilei""]",Galileo Galilei lived in Italy and Charles Townes lived in Croatia.,Galileo Galilei lived in Italy.,Charles Townes lived in Croatia.,1,0,TF,AND,AB,0,1.9769870686798592,-8.208667213660686
4081,inventors,"inventors::[""Fridtjof Nansen"",""Mary Walton""]",Fridtjof Nansen lived in Norway or Mary Walton lived in the Soviet Union.,Mary Walton lived in the Soviet Union.,Fridtjof Nansen lived in Norway.,0,1,FT,OR,BA,1,2.070978798150555,8.566357760041077
4084,inventors,"inventors::[""Hans Geiger"",""James Starley""]",Hans Geiger lived in Finland and James Starley lived in Austria/the U.S.,James Starley lived in Austria/the U.S.,Hans Geiger lived in Finland.,0,0,FF,AND,BA,0,-1.6659235663075178,-17.140565017595318
4099,inventors,"inventors::[""Hans von Ohain"",""Reginald Fessenden""]",Hans von Ohain lived in Germany and Reginald Fessenden lived in Sweden.,Reginald Fessenden lived in Sweden.,Hans von Ohain lived in Germany.,0,1,FT,AND,BA,0,3.2585138933841744,-11.822151361623826
4103,inventors,"inventors::[""Emile Berliner"",""Thomas Tompion""]",Emile Berliner lived in Japan and Thomas Tompion lived in the U.K.,Emile Berliner lived in Japan.,Thomas Tompion lived in the U.K.,0,1,FT,AND,AB,0,10.137557651847965,-7.397410718458193
4107,element_symb,"element_symb::[""Cobalt"",""Hydrogen""]",Cobalt has the symbol H and Hydrogen has the symbol Cl.,Cobalt has the symbol H.,Hydrogen has the symbol Cl.,0,0,FF,AND,AB,0,-11.306948439078617,-26.59446161864471
4109,sp_en_trans,"sp_en_trans::[""imaginar"",""tercero""]",The Spanish word 'tercero' means 'third' or the Spanish word 'imaginar' means 'star'.,The Spanish word 'imaginar' means 'star'.,The Spanish word 'tercero' means 'third'.,0,1,FT,OR,BA,1,-11.0790463629831,7.491781550714197
4119,animal_class,"animal_class::[""raccoon"",""seagull""]",The raccoon is a mammal or the seagull is a bird.,The raccoon is a mammal.,The seagull is a bird.,1,1,TT,OR,AB,1,6.929957059199889,19.93627322132377
4130,inventors,"inventors::[""Linus Torvalds"",""Paul Gottlieb Nipkow""]",Linus Torvalds lived in Canada/the U.S and Paul Gottlieb Nipkow lived in Germany.,Linus Torvalds lived in Canada/the U.S.,Paul Gottlieb Nipkow lived in Germany.,0,1,FT,AND,AB,0,7.752840182871994,-3.558073214495741
4133,cities,"cities::[""Dortmund"",""Ryazan'""]",The city of Ryazan' is in India and the city of Dortmund is in Germany.,The city of Dortmund is in Germany.,The city of Ryazan' is in India.,1,0,TF,AND,BA,0,-0.8566451292038428,-14.725098681977462
4135,inventors,"inventors::[""Garrett Morgan"",""Levi Strauss""]",Levi Strauss lived in Canada and Garrett Morgan lived in the U.S.,Garrett Morgan lived in the U.S.,Levi Strauss lived in Canada.,1,0,TF,AND,BA,0,5.987855139401685,-7.469308816747291
4140,element_symb,"element_symb::[""Argon"",""Neodymium""]",Neodymium has the symbol Te and Argon has the symbol Pr.,Argon has the symbol Pr.,Neodymium has the symbol Te.,0,0,FF,AND,BA,0,-11.251754464701422,-30.22229225787645
4144,element_symb,"element_symb::[""Copper"",""Dysprosium""]",Copper has the symbol La or Dysprosium has the symbol Dy.,Dysprosium has the symbol Dy.,Copper has the symbol La.,1,0,TF,OR,BA,1,-1.1603903182765303,6.058216662467679
4150,cities,"cities::[""Hebi"",""Tomsk""]",The city of Hebi is in Sweden or the city of Tomsk is in Argentina.,The city of Tomsk is in Argentina.,The city of Hebi is in Sweden.,0,0,FF,OR,BA,0,3.2340766168171644,-1.2861177190805109
4152,element_symb,"element_symb::[""Gold"",""Ruthenium""]",Gold has the symbol Sm or Ruthenium has the symbol Ru.,Ruthenium has the symbol Ru.,Gold has the symbol Sm.,1,0,TF,OR,BA,1,-4.368679309875933,9.990312475636268
4154,sp_en_trans,"sp_en_trans::[""leer"",""temprano""]",The Spanish word 'leer' means 'to read' or the Spanish word 'temprano' means 'nothing'.,The Spanish word 'temprano' means 'nothing'.,The Spanish word 'leer' means 'to read'.,0,1,FT,OR,BA,1,-11.312608810202477,6.124388734492246
4155,cities,"cities::[""Agadir"",""Comilla""]",The city of Comilla is in Bangladesh and the city of Agadir is in Morocco.,The city of Agadir is in Morocco.,The city of Comilla is in Bangladesh.,1,1,TT,AND,BA,1,11.254747681602124,9.106911835382217
4163,cities,"cities::[""Jakarta"",""Shah Alam""]",The city of Jakarta is in Mongolia or the city of Shah Alam is in Malaysia.,The city of Shah Alam is in Malaysia.,The city of Jakarta is in Mongolia.,1,0,TF,OR,BA,1,4.131966301601317,10.74298825162515
4165,animal_class,"animal_class::[""deer"",""kangaroo""]",The deer is a reptile or the kangaroo is a mammal.,The kangaroo is a mammal.,The deer is a reptile.,1,0,TF,OR,BA,1,3.0395386116277407,7.7199595607308416
4176,cities,"cities::[""Tlaquepaque"",""Vladivostok""]",The city of Vladivostok is in Russia or the city of Tlaquepaque is in Mozambique.,The city of Vladivostok is in Russia.,The city of Tlaquepaque is in Mozambique.,1,0,TF,OR,AB,1,3.2683192576157434,5.784982470631977
